"NAME_SET","nci60","ctrp","gdscDec15","ccle","nciSclc","almanac","sarcoma","lantern","lantnci","ncats","uniSarcoma","tncats","ukhyun","ancats","acc","nob","prism","gdsc1","gdsc2","accorg","pdxEwing"
"PKM2 ACTIVATOR 9","NA","NA","NA","NA","772991","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"110078-46-1|AMD3100|MOZOBIL|PLERIXAFOR","NA","NA","NA","NA","761388","NA","NA","NA","NA","NA","NA","plerixafor","NA","plerixafor","NA","NA","NA","NA","NA","NA","NA"
"918505-84-7|PLX 4720|PLX-4720|PLX4720|757438","757438","NA","PLX4720_1371|PLX4720_1036","PLX4720","757438","NA","NA","NA","757438","NA","NA","plx-4720","NA","plx-4720","NA","NA","PLX4720","PLX-4720_1036|PLX-4720_1371","PLX-4720","NA","NA"
"113906-27-7|CHEMBL254381|PNU 74654|PNU-74654|SCHEMBL3514174","NA","NA","NA","NA","755984","NA","NA","NA","NA","NA","NA","pnu-74654","NA","pnu-74654","NA","NA","NA","NA","NA","NA","NA"
"1092351-67-1|CHEBI:90679|PP 242|PP-242|PP242|TORKINIB|2-(4-AMINO-1-ISOPROPYLPYRAZOLO[3,4-D]PYRIMIDIN-3-YL)-1H-...|S2218|A-1033|764515","764515","NA","NA","NA","764515","NA","764515","NA","NA","NA","764515","torkinib","NA","torkinib","NA","NA","PP242","NA","NA","NA","NA"
"146464-95-1|FOLOTYN|HSDB 7786|PRALATREXATE|754230|PRALATREXATE ","754230","NA","NA","NA","754230","NA","754230","NA","754230","NA","754230","pralatrexate","NA","pralatrexate","NA","NA","pralatrexate","NA","NA","NA","NA"
"671-16-9|IBENZMETHYZIN|NATULAN|PROCARBAZIN|PROCARBAZINE|77213|PROCARBAZINE HYDROCHLORIDE","77213","procarbazine","NA","NA","77213","NA","NA","NA","77213","NA","NA","procarbazine hydrochloride","NA","procarbazine hydrochloride","NA","NA","NA","NA","NA","NA","NA"
"CAPAZINE|COMPAZINE|PROCHLORPERAZIN|PROCHLORPERAZINE|PROCHLORPROMAZINE|PROCHLORPERAZINE EDISYLATE","NA","prochlorperazine","NA","NA","NA","NA","NA","NA","NA","NA","NA","prochlorperazine","NA","prochlorperazine","NA","NA","NA","NA","NA","NA","NA"
"141400-58-0|PX 12|PX-12","NA","PX-12","NA","NA","NA","NA","NA","NA","NA","NA","NA","px-12","NA","px-12","NA","NA","NA","NA","NA","NA","NA"
"PX-316|710297","710297","NA","NA","NA","NA","NA","NA","NA","710297","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"SONOLISIB|NA, PX866|(BIS-ALLYL)AMINO-WORTMANNIN|PX-866|WORTMANNIN ANALOG|DJM-166|800933|722134","800933|722134","NA","NA","NA","722134","NA","722134","NA","NA","NA","722134","sonolisib","NA","sonolisib","NA","NA","NA","NA","NA","NA","NA"
"99009-20-8|NSC 366140|NSC627168|PD 115934|PYRAZOLOACRIDINE|627168|366140","627168|366140","NA","NA","NA","NA","NA","NA","NA","627168|366140","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"PYRVINIUM PAMOATE|PYRANTEL PAMOATE","NA","NA","NA","NA","757296","NA","NA","NA","NA","NA","NA","pyrantel pamoate","NA","pyrantel pamoate","NA","NA","NA","NA","NA","NA","NA"
"QL-VIII-58","NA","NA","QL-VIII-58","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","QL-VIII-58","NA","NA","NA"
"QL-XII-47","NA","NA","QL-XII-47","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","QL-XII-47_235|QL-XII-47_1155","NA","NA","NA"
"QL-XII-61","NA","NA","QL-XII-61","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","QL-XII-61","NA","NA","NA"
"944328-88-5|CHEMBL259181|QS-11|QS11","NA","NA","QS11","NA","NA","NA","NA","NA","NA","NA","NA","qs11","NA","qs11","NA","NA","NA","QS11","NA","NA","NA"
"192185-72-1|R-115777|R115777|TIPIFARNIB|TIPIFARNIB [USAN]|ZARNESTRA|760444|TIPIFARNIB-P1|702818","760444","tipifarnib-P1","Tipifarnib","NA","760444","NA","760444","NA","760444","NA","760444","tipifarnib","NA","tipifarnib","702818","NA","tipifarnib","Tipifarnib","NA","702818","NA"
"882531-87-5|CHEMBL1980391|R-1530|R1530|UNII-XQJ55R5PPQ|R 1530|5-(2-CHLOROPHENYL)-7-FLUORO-1,2-DIHYDRO-8-METHOXY-3-METH...|767953","767953","NA","NA","NA","767953","NA","767953","NA","NA","NA","767953","r-1530","NA","r-1530","NA","NA","NA","NA","NA","NA","NA"
"R-406|NA|800858|R406","800858","tamatinib","NA","NA","772498","NA","NA","NA","NA","NA","NA","r-406","NA","r-406","NA","NA","R406","NA","NA","NA","NA"
"R-428|R428|BGB324|BEMCENTINIB|824183","824183","NA","NA","NA","765262","NA","765262","NA","NA","NA","765262","bemcentinib","NA","bemcentinib","NA","NA","NA","NA","NA","NA","NA"
"741713-40-6|R 547|R-547|R547|UNII-T61871RKRI|RG-547|A2709|773094","773094","NA","NA","NA","773094","NA","NA","NA","NA","NA","NA","r-547","NA","r-547","NA","NA","R547","NA","NA","NA","NA"
"927880-90-8|CHIR-265|RAF 265|RAF-265|RAF265|754357","754357","RAF265","NA","RAF265","754357","NA","754357","NA","754357","NA","754357","raf-265","NA","raf-265","NA","NA","RAF265","NA","NA","NA","NA"
"84449-90-1|KEOXIFENE|RALOXIFENE|RALOXIFENO|RALOXIFENUM|747974|RALOXIFENE HYDROCHLORIDE","747974","NA","NA","NA","747974|761389","NA","NA","NA","747974","NA","NA","raloxifene hydrochloride","NA","raloxifene hydrochloride","NA","NA","raloxifene","NA","NA","NA","NA"
"112887-68-0|ICI-D1694|RALTITREXED|TOMUDEX|ZD-1694|ZD1694|639186","639186","NA","NA","NA","639186","NA","639186","NA","639186","NA","639186","raltitrexed","NA","raltitrexed","NA","NA","raltitrexed","NA","NA","NA","NA"
"GASTROSEDOL|PTINOLIN|RANIDINE|RANITIDINE|RANTACID","NA","NA","NA","NA","757851","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","ranitidine","NA","NA","NA","NA"
"(-)-RAPAMYCIN|53123-88-9|RAPAMUNE|RAPAMYCIN|SIROLIMUS|226080|758664|606698","226080|758664|606698","sirolimus","Rapamycin","NA","226080","NA","226080","NA","226080|758664|606698","NA","226080","sirolimus","NA","sirolimus","NA","NA","sirolimus","Rapamycin","Rapamycin","NA","NA"
"923032-37-5|BAY 869766|RDEA 119|RDEA119|REFAMETINIB|923032-38-6|BAY-86-9766|CHEMBL2138601|RDEA-119|SCHEMBL345334|765866","765866","NA","RDEA119_1526|RDEA119_1014","NA","765866","NA","NA","NA","765866","NA","NA","refametinib","NA","refametinib","NA","NA","refametinib","Refametinib_1014|Refametinib_1526","Refametinib","NA","NA"
"259188-38-0|BMS-275291|CHEMBL76222|REBIMASTAT|UNII-1B47R6ZX4K|713763","713763","NA","NA","NA","NA","NA","NA","NA","713763","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"755037-03-7|BAY 73-4506|REGORAFENIB|REGORAFENIBUM|STIVARGA","NA","regorafenib","NA","NA","763932","NA","763932","NA","NA","NA","763932","regorafenib","NA","regorafenib","NA","NA","regorafenib","NA","NA","NA","NA"
"847925-91-1|RG-4733|RO 4929097|RO-4929097|RO4929097|UNII-KK8645V7LE","NA","RO4929097","NA","NA","756650","NA","NA","NA","NA","NA","NA","rg-4733","NA","rg-4733","NA","NA","NA","NA","NA","NA","NA"
"939981-39-2|CHEMBL2386346|RG-7112|RG7112|RO-5045337|UNII-Q8MI0X869M","NA","NA","NA","NA","771531","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"RG-7167","NA","NA","NA","NA","762521","NA","762521","NA","NA","NA","762521","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1207360-89-1|CHEMBL2331680|GDC-0349|RG-7603|UNII-579255I6O9|771532","771532","NA","NA","NA","771532","NA","NA","NA","NA","NA","NA","gdc-0349","NA","gdc-0349","NA","NA","GDC-0349","NA","NA","NA","NA"
"RH1|697726","697726","NA","NA","NA","NA","NA","NA","NA","697726","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1744-22-5|RILUTEK|RILUZOLE","NA","NA","NA","NA","759823","NA","NA","NA","NA","NA","NA","riluzole","NA","riluzole","NA","NA","riluzole","NA","NA","NA","NA"
"872573-93-8|CDK1 INHIBITOR IV, RO-3306|CHEMBL393929|RO 3306|RO-3306","NA","NA","RO-3306","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","RO-3306","RO-3306","NA","NA"
"946128-88-7|CHEBI:78825|CHEMBL3264002|RO 5126766|RO-5126766|RO5126766|A-1085|RG-7304|758248","758248","NA","NA","NA","758248","NA","758248","NA","NA","NA","758248","ro-5126766","NA","ro-5126766","NA","NA","NA","NA","NA","NA","NA"
"RTRAIL","NA","NA","rTRAIL","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","rTRAIL","NA","NA","NA"
"(+)-S-TRITYL-L-CYSTEINE|2799-07-7|3-TRITYLTHIO-L-ALANINE|S-TRITYL-L-CYSTEINE|TRITYLCYSTEINE|TRITYL CYSTEINE|L-ALANINE, 3-(TRITYLTHIO)-|S-TRIPHENYLMETHYL-L-CYSTEINE|TRITYLTHIOALANINE|NSC 83265|ALANINE, 3-(TRITYLTHIO)-, L- (8CI)|L-CYSTEINE, S-(TRIPHENYLMETHYL)- (9CI)|83265","83265","NA","S-Trityl-L-cysteine","NA","NA","NA","NA","NA","NA","NA","NA","s-trityl-l-cysteine","NA","s-trityl-l-cysteine","NA","NA","NA","S-Trityl-L-cysteine","NA","NA","NA"
"53003-10-4|BIO-COX|COXISTAC|SALINOMYCIN|UNII-62UXS86T64|751548|SALINOMYCIN (PROCOXACIN)","751548","NA","NA","NA","NA","NA","NA","NA","751548","NA","NA","salinomycin","NA","salinomycin","NA","NA","salinomycin","NA","NA","NA","NA"
"405060-95-9|F0095-1218|SALUBRINAL","NA","NA","Salubrinal","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","Salubrinal","NA","NA","NA"
"SAR-125844","NA","NA","NA","NA","771652","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"936091-26-8|FEDRATINIB|SAR-302503|SAR302503|TG-101348|TG101348|767600","767600","TG-101348","TG101348","NA","767600","NA","767600","NA","767600","NA","767600","fedratinib","NA","fedratinib","NA","NA","fedratinib","Fedratinib","NA","NA","NA"
"SB 216763|SB216763","NA","NA","SB 216763","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","SB216763","SB216763","NA","NA"
"SB-1317|CS-0884|TG-02|20-OXA-5,7,14,27-TETRAAZATETRA-CYCLO[19.3.1.12,6.18,12]H...|TG-2, NA|762673|800879|ZOTIRACICLIB","762673|800879","NA","NA","NA","762673","NA","762673","NA","NA","NA","762673","zotiraciclib","NA","zotiraciclib","NA","NA","TG-02","NA","NA","NA","NA"
"BDBM50384879|CHEMBL2035185|CT-1578|SB-1578|SCHEMBL1004926|SCHEMBL17594734","NA","NA","NA","NA","772920","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"152121-47-6|SB 203580|SB-203580|SB203580","NA","NA","NA","NA","755772","NA","NA","NA","NA","NA","NA","sb-203580","NA","sb-203580","NA","NA","NA","NA","NA","NA","NA"
"193551-21-2|SB 239063|SB-239063|SB239063|UNII-HII3DC8CPI","NA","NA","NA","NA","756653","NA","NA","NA","NA","NA","NA","sb-239063","NA","sb-239063","NA","NA","SB-239063","NA","NA","NA","NA"
"301836-41-9|SB 431542|SB-431542|SB431542","NA","NA","NA","NA","756649","NA","NA","NA","NA","NA","NA","sb-431542","NA","sb-431542","NA","NA","SB-431542","NA","NA","NA","NA"
"694433-59-5|CHEMBL226838|SB 505124|SB-505124|SB505124","NA","NA","SB-505124","NA","NA","NA","NA","NA","NA","NA","NA","sb-505124","NA","sb-505124","NA","NA","SB-505124","SB505124_476|SB505124_1194","SB505124","NA","NA"
"405554-55-4|C27H27N5O2|J-501805|SB-590885|SB590885|754362","754362","NA","SB590885","NA","754362","NA","754362","NA","754362","NA","754362","sb-590885","NA","sb-590885","NA","NA","NA","SB590885","SB590885","NA","NA"
"BDBM50427294|CHEMBL2325429|SB 743921|SB-743921|SCHEMBL645543|GSK-921|205790|743921|SB-921|773261","773261","SB-743921","NA","NA","773261","NA","NA","NA","NA","NA","NA","sb-743921","NA","sb-743921","NA","NA","SB-743921","NA","NA","NA","NA"
"929016-96-6|PRACINOSTAT|SB 939|SB-939|SB939|S1515|758249","758249","NA","NA","NA","758249","NA","758249","NA","NA","NA","758249","pracinostat","NA","pracinostat","NA","NA","SB-939","NA","NA","NA","NA"
"SB52334","NA","NA","SB52334","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","SB52334","NA","NA","NA"
"839707-37-8|PLURIPOTIN|SC-1|10009557|N-(3-(7-(1, 3-DIMETHYL-1H-PYRAZOL-5-YLAMINO)-1-METHYL-2-...|SC1|763525","763525","NA","NA","NA","763525","NA","763525","NA","NA","NA","763525","pluripotin","NA","pluripotin","NA","NA","NA","NA","NA","NA","NA"
"1094069-99-4|CHEMBL1232515|SCH-1473759","NA","NA","NA","NA","761691","NA","761691","NA","NA","NA","761691","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"891494-63-6|SCH 900776|SCH-900776|SCH900776|UNII-K2ZSF0992C|A-1202|MK-8776|764659","764659","NA","NA","NA","764659","NA","764659","NA","NA","NA","764659","sch-900776","NA","sch-900776","NA","NA","SCH-900776","NA","MK-8776","NA","NA"
"GAMMA-D-GLU-L-TRP|GOLOTIMOD|SCV 07|SCV-07|SCV07","NA","NA","NA","NA","755401","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"SEN-450","NA","NA","NA","NA","763758","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1561178-17-3|C28H40BRN7O4|CHEMBL3087498|SGC0946","NA","NA","SGC0946","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","SGC0946","SGC0946","NA","NA"
"SGI-1776|NA|800883","800883","NA","NA","NA","757333","NA","757333","NA","NA","NA","757333","sgi-1776","NA","sgi-1776","NA","NA","SGI-1776","NA","NA","NA","NA"
"1022150-57-7|SGX 523|SGX-523|SGX523|UNII-WH8SQN09KJ|QUINOLINE, 6-[[6-(1-METHYL-1H-PYRAZOL-4-YL)-1,2,4-TRIAZO...|758591","758591","SGX-523","NA","NA","758591","NA","NA","NA","NA","NA","NA","sgx-523","NA","sgx-523","NA","NA","NA","NA","NA","NA","NA"
"(-)-SHIKONIN|(+)-SHIKONIN|517-89-5|SHIKONIN|252844","252844","NA","Shikonin","NA","NA","NA","NA","NA","252844","NA","NA","shikonin","NA","shikonin","NA","NA","NA","Shikonin","NA","NA","NA"
"139755-83-2|REVATIO|SILDENAFIL|SILDENAFIL [INN:BAN]|VIAGRA|SILDENAFIL CITRATE SALT|SILDENAFIL CITRATE","NA","sildenafil","NA","NA","744009","NA","NA","NA","NA","NA","NA","sildenafil citrate","NA","sildenafil citrate","NA","NA","NA","NA","NA","NA","NA"
"79902-63-9|SIMVASTATIN|SINVACOR|SYNVINOLIN|ZOCOR|758706|633782|SIMVASTIN","758706|633782","simvastatin","NA","NA","633782|751549","NA","633782|751549","NA","758706|633782","NA","633782|751549","simvastatin","NA","simvastatin","NA","NA","simvastatin","NA","NA","NA","NA"
"486460-32-6|JANUVIA|MK-0431|SITAGLIPTIN|XELEVIA|SITAGLIPTIN PHOSPHATE","NA","sitagliptin","NA","NA","NA","NA","NA","NA","NA","NA","NA","sitagliptin","NA","sitagliptin","NA","NA","NA","NA","NA","NA","NA"
"SL 0101-1","NA","NA","SL 0101-1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"3UBD|77307-50-7|CHEMBL240954|SL-0101|SL0101|SL-0101-1","NA","NA","NA","NA","703081","NA","NA","NA","NA","NA","NA","sl-0101-1","NA","sl-0101-1","NA","NA","NA","SL0101","SL0101","NA","NA"
"1057249-41-8|KINOME_3712|SNS 314|SNS-314|UNII-802IFJ0Z8X|S1154|SNS-314 MESYLATE|758250","758250","NA","NA","NA","758250","NA","758250","NA","NA","NA","758250","sns-314","NA","sns-314","NA","NA","SNS-314","NA","NA","NA","NA"
"SNS-595; SPC-595|VOSAROXIN|VORELOXIN","NA","NA","NA","NA","760764","NA","760764","NA","NA","NA","760764","vosaroxin","NA","vosaroxin","NA","NA","voreloxin","NA","NA","NA","NA"
"10C9P3FFOW|908112-43-6|SNX 2112|SNX-2112|UNII-10C9P3FFOW","NA","NA","SNX-2112","NA","NA","NA","NA","NA","NA","NA","NA","snx-2112","NA","snx-2112","NA","NA","SNX-2112","SNX-2112","NA","NA","NA"
"284461-73-0|BAY 43-9006|NEXAVAR|SORAFENIB|SORAFENIB [INN]","NA","sorafenib","Sorafenib","Sorafenib","747971","NA","NA","NA","NA","NA","NA","sorafenib","NA","sorafenib","NA","NA","sorafenib","Sorafenib","Sorafenib","NA","NA"
"SR-13654","NA","NA","NA","NA","756662","NA","756662","NA","NA","NA","756662","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"ST-3595","NA","NA","NA","NA","762153","NA","762153","NA","NA","NA","762153","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"888216-25-9|GANETESPIB|STA-9090|STA9090|UNII-2E8412Y946|001-10140|GENETESPIB|3-(2,4-DIHYDROXY-5-ISOPROPYLPHENYL)-4-(1-METHYL-1H-INDOL...|765435","765435","NA","NA","NA","765435","NA","765435","NA","NA","NA","765435","ganetespib","NA","ganetespib","NA","NA","ganetespib","NA","NA","NA","NA"
"315702-99-9|AUTOPHAGY INDUCER, STF-62247|STF-62247|STF62247","NA","NA","STF-62247","NA","NA","NA","NA","NA","NA","NA","NA","stf-62247","NA","stf-62247","NA","NA","NA","STF-62247","NA","NA","NA"
"STREPTOZOCIN|STREPTOZOCINE|STREPTOZOCINUM|STREPTOZOTOCIN|ZANOSAR|85998","85998","NA","NA","NA","85998","NA","NA","NA","85998","NA","NA","streptozocin","NA","streptozocin","NA","NA","streptozotocin","NA","NA","NA","NA"
"252916-29-3|ORANTINIB|SU 6668|SU-6668|TSU-68","NA","NA","NA","NA","763929","NA","NA","NA","NA","NA","NA","orantinib","NA","orantinib","NA","NA","orantinib","NA","NA","NA","NA"
"557795-19-4|SU-11248|SUNITINIB|SUNITINIB MALATE|SUTENT|750690","750690","sunitinib","Sunitinib","NA","750690","NA","750690","NA","750690","NA","750690","sunitinib malate","NA","sunitinib malate","750690","NA","sunitinib","Sunitinib","NA","750690","NA"
"293754-55-9|T 0901317|T0901317|TO-901317|TO901317","NA","NA","T0901317","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","T0901317","NA","NA","NA"
"104987-11-3|PROGRAF|PROTOPIC|TACROLIMUS|TSUKUBAENOLIDE|FK506/TACROLIMUS","NA","tacrolimus","NA","NA","755767","NA","NA","NA","NA","NA","NA","tacrolimus","NA","tacrolimus","NA","NA","tacrolimus","NA","NA","NA","NA"
"TAK PLK INHIBITOR","NA","NA","NA","NA","762418","NA","762418","NA","NA","NA","762418","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"1186231-83-3|CHEMBL2205230|GTPL8200|SCHEMBL1061476|TAK-441","NA","NA","NA","NA","771858","NA","NA","NA","NA","NA","NA","tak-441","NA","tak-441","NA","NA","NA","NA","NA","NA","NA"
"566939-85-3|ORTERONEL|TAK 700|TAK-700|TAK-700 (ORTERONEL)|UNII-UE5K2FNS92","NA","NA","NA","NA","764488","NA","NA","NA","NA","NA","NA","orteronel","NA","orteronel","NA","NA","NA","NA","NA","NA","NA"
"303162-79-0|CHEMBL363648|TAK 715|TAK-715|UNII-WE92U03C5Z","NA","NA","TAK-715","NA","NA","NA","NA","NA","NA","NA","NA","tak-715","NA","tak-715","NA","NA","TAK-715","TAK-715","NA","NA","NA"
"1035555-63-5|TAK 733|TAK-733|TAK733|UNII-5J61HSP0QJ|PYRIDO[2,3-D]PYRIMIDINE-4,7(3H,8H)-DIONE,3-[(2R)-2,3-DIH...|761215","761215","NA","NA","NA","761215","NA","761215","NA","NA","NA","761215","tak-733","NA","tak-733","NA","NA","TAK-733","NA","NA","NA","NA"
"934541-31-8|TAK 901|TAK-901|TAK901|UNII-DM9UIR23R7|KIN0000890|5-(3-(ETHYLSULFONYL)PHENYL)-3,8-DIMETHYL-N-(1-METHYLPIPE...|762151","762151","NA","NA","NA","762151","NA","762151","NA","NA","NA","762151","tak-901","NA","tak-901","NA","NA","TAK-901","NA","NA","NA","NA"
"1137868-52-0|CHEMBL2392545|TAK 960|TAK-960|TAK960|BENZAMIDE, 4-[(9-CYCLOPENTYL-7,7-DIFLUORO-6,7,8,9-TETRAH...|768072","768072","NA","NA","NA","768072","NA","NA","NA","NA","NA","NA","tak-960","NA","tak-960","NA","NA","NA","NA","NA","NA","NA"
"TAK-960 ANALOG","NA","NA","NA","NA","761759","NA","761759","NA","NA","NA","761759","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"10540-29-1|CRISAFENO|SOLTAMOX|TAMOXIFEN|TAMOXIFENE|180973|TAMOXIFEN CITRATE","180973","tamoxifen","Tamoxifen","NA","180973","NA","NA","NA","180973","NA","NA","tamoxifen citrate","NA","tamoxifen citrate","NA","NA","tamoxifen","Tamoxifen","Tamoxifen","NA","NA"
"TARGEGEN B-RAF/PDGFR INHIBITOR CPD 6","NA","NA","NA","NA","754364","NA","754364","NA","NA","NA","754364","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"89786-04-9|TAZOBACTAM|TAZOBACTAM ACID|TAZOBACTAMUM|ZOSYN","NA","NA","NA","NA","759887","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"17902-23-7|FLUOROFUR|FTORAFUR|FUTRAFUL|TEGAFUR|148958","148958","NA","NA","NA","NA","NA","NA","NA","148958","NA","NA","tegafur","NA","tegafur","NA","NA","ftorafur","NA","NA","NA","NA"
"85622-93-1|METHAZOLASTONE|TEMODAL|TEMODAR|TEMOZOLOMIDE|759883","NA","temozolomide","Temozolomide","NA","362856","NA","NA","NA","NA","NA","NA","temozolomide","NA","temozolomide","759883","NA","temozolomide","Temozolomide","Temozolomide","759883","NA"
"162635-04-3|CCI-779|CHEMBL1201182|TEMSIROLIMUS|TORISEL|683864|TEMSIROLIMUS(CCI-779,TORISEL)","683864","temsirolimus","Temsirolimus","NA","NA","NA","NA","NA","683864","NA","NA","temsirolimus","NA","temsirolimus","NA","NA","temsirolimus","Temsirolimus","Temsirolimus","NA","NA"
"29767-20-2|TENIPOSIDE|VEHEM|VM-26|VUMON|122819|758255|758667","122819|758255|758667","teniposide","Teniposide","NA","758255|122819","NA","758255","NA","122819|758255|758667","NA","758255","teniposide","NA","teniposide","NA","NA","teniposide","NA","Teniposide","NA","NA"
"SELDANE|TELDANE|TERFENADINE|TERNADIN|TRILUDAN","NA","NA","NA","NA","758627","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","terfenadine","NA","NA","NA","NA"
"108605-62-5|163451-81-8|AUBAGIO|FLUCYAMIDE|TERIFLUNOMIDE|HMR1726|A-771726|N-(4-TRIFLUOROMETHYLPHENYL)-2-CYANO-3-HYDROXYCROTONAMIDE...|766118","766118","NA","NA","NA","766118","NA","NA","NA","NA","NA","NA","teriflunomide","NA","teriflunomide","NA","NA","teriflunomide","NA","NA","NA","NA"
"FLUDESTRIN|TEOLIT|TESLAC|TESTOLACTON|TESTOLACTONE|23759","23759","NA","NA","NA","NA","NA","NA","NA","23759","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"677297-51-7|TG-100-115|TG-100115|TG100-115","NA","TG-100-115","NA","NA","NA","NA","NA","NA","NA","NA","NA","tg-100115","NA","tg-100115","NA","NA","TG100-115","NA","NA","NA","NA"
"663619-89-4|TGX 221|TGX-221|TGX221","NA","NA","TGX221","NA","NA","NA","NA","NA","NA","NA","NA","tgx-221","NA","tgx-221","NA","NA","NA","TGX221","NA","NA","NA"
"50-35-1|CONTERGAN|DISTAVAL|THALIDOMIDE|THALOMID","NA","thalidomide","NA","NA","66847","NA","NA","NA","NA","NA","NA","thalidomide","NA","thalidomide","NA","NA","NA","NA","NA","NA","NA"
"67526-95-8|CHEMBL96926|THAPSIGARGIN|UNII-Z96BQ26RZD|Z96BQ26RZD|299933","299933","NA","Thapsigargin","NA","NA","NA","NA","NA","299933","NA","NA","thapsigargin","NA","thapsigargin","NA","NA","NA","Thapsigargin","NA","NA","NA"
"52-24-4|THIO-TEPA|THIOTEPA|TIOFOSFAMID|TRIETHYLENETHIOPHOSPHORAMIDE|6396","6396","NA","NA","NA","6396","NA","6396","NA","6396","NA","6396","thiotepa","NA","thiotepa","NA","NA","NA","NA","NA","NA","NA"
"THZ-2-102-1","NA","NA","THZ-2-102-1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","THZ-2-102-1","NA","NA","NA"
"220620-09-7|TBG-MINO|TIGECYCLINE|TYGACIL|WAY-GAR-936","NA","tigecycline","NA","NA","NA","NA","NA","NA","NA","NA","NA","tigecycline","NA","tigecycline","NA","NA","NA","NA","NA","NA","NA"
"TL-1-85","NA","NA","TL-1-85","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","TL-1-85","NA","NA","NA"
"TL-2-105","NA","NA","TL-2-105","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","TL-2-105","NA","NA","NA"
"EZATIOSTAT|EZATIOSTAT HYDROCHLORIDE|API0005209|TLK-199|TELINTRA|758484","758484","NA","NA","NA","758484","NA","NA","NA","NA","NA","NA","ezatiostat","NA","ezatiostat","NA","NA","NA","NA","NA","NA","NA"
"123948-87-8|HYCAMPTAMINE|HYCAMTIN|TOPOTECAN|TOPOTECAN LACTONE|609699|759263|TOPOTECAN HYDROCHLORIDE|641007","609699|759263","topotecan","Topotecan","Topotecan","609699","609699_123127|609699_102816|609699_122758","609699","NA","609699|759263","NA","609699","topotecan hydrochloride","NA","topotecan hydrochloride","641007","NA","topotecan","NA","Topotecan","641007","NA"
