,NSC,NAME,FDA_STATUS,MOA,PUBCHEM_ID,SMILES,TOTAL_EXPS,TOTAL_EXPS_AFTER_QC
3494,309909,NIMBOLIDE,,,,COC(=O)CC1C2(C)C(OC3CC(C(=C23)C)c4cocc4)C5OC(=O)C6(C)C=CC(=O)C1(C)C56,2,1
3495,309962,,,,,O[Mo](=O)(=O)O[As](=O)(O[Mo](=O)(=O)O)O[Mo](=O)(=O)O,1,1
3496,310326,Maybridge1_000249,,,329165.0,Clc1ccccc1\N=C/2\SC(=C)C3(CCCCC3)N2C(=O)c4sc5ccccc5c4Cl,1,1
3497,310340,"[(E)-1-[4-Methoxy-3-(morpholin-4-ylmethyl)phenyl]ethylideneamino] 3-(2-chlorophenyl)-5-methyl-1,2-oxazole-4-carboxylate",,,9555370.0,COc1ccc(cc1CN2CCOCC2)\C(=N\OC(=O)c3c(C)onc3c4ccccc4Cl)\C,1,1
3498,310342,"Carbamimidothioic acid, [3-(4-chlorophenyl)-1,2,4-oxadia...",,,,NC(=N)SCc1onc(n1)c2ccc(Cl)cc2,1,1
3499,310365,"2-(((2-(4-Chlorophenyl)-1,3-thiazol-4-yl)methyl)thio)aniline",,,329202.0,Nc1ccccc1SCc2csc(n2)c3ccc(Cl)cc3,2,2
3500,310547,,,,,CSC1=S[Cu]234(S=C(N[N+]2=C(C5CCCCN35)c6ccccc6)SC)N7CCCCC7C(=[N+]4N1)c8ccccc8,2,2
3501,310551,,,,,CSC1=S[Cu]234(S=C(N[N+]2=CC5CCCC(C)N35)SC)N6C(C)CCCC6C=[N+]4N1,2,2
3502,310618,Manicol,,,,CC(=C)[C@@H]1CCC2=C(O)C(=O)C(=CC(=C2C1)C)O,2,2
3503,311046,Euserotin,,,54602158.0,CC\C(=C\C(=O)OC1C\C(=C\CC\C(=C\C2OC(=O)C(=C)C12)\C(=O)O)\C)\C,1,1
3504,311053,Encelin,,,,CC12CC3OC(=O)C(=C)C3CC1C(=C)C(=O)C=C2,2,2
3505,311068,"Pyrimidine, 4-[(2,4-dinitrophenyl)thio]-",,,329304.0,[O-][N+](=O)c1ccc(Sc2ccncn2)c(c1)[N+](=O)[O-],2,2
3506,311152,9-Hydroxy-2-(.beta.-diethylaminoethyl)ellipticinium acetate,,,,CCN(CC)CC[n+]1ccc2c(C)c3[nH]c4ccc(O)cc4c3c(C)c2c1,17,16
3507,311153,9-hydroxy-2-(2-piperidinylethyl)ellipticinium acetate,,,,Cc1c2cc[n+](CCN3CCCCC3)cc2c(C)c4c5cc(O)ccc5[nH]c14,8,6
3508,311165,"Benzenamine, N-(4,4,6-trimethylspiro[7-oxabicyclo[4.1.0]...",,,329319.0,CC1(C)CC2(C)OC2C3(C1)O\C(=N/c4ccccc4)\N=N3,1,1
3509,311432,STK788929,,,54697754.0,CC1=CC(=C(C(C2=C(O)C=C(C)NC2=O)c3ccncc3)C(=O)N1)O,1,1
3510,311725,"4-(3,5-Dinitropyridin-2-yl)sulfanylpyrimidine",,,100519.0,[O-][N+](=O)c1cnc(Sc2ccncn2)c(c1)[N+](=O)[O-],1,1
3511,311727,5-nitro-2-(4-pyrimidylthio)thiazole,,,100520.0,[O-][N+](=O)c1cnc(Sc2ccncn2)s1,2,2
3512,311978,1-(4-Bromophenyl)-3-[2-[[3-(4-bromophenyl)-3-oxo-1-phenylpropylidene]amino]propylimino]-3-phenylpropan-1-one,,,329419.0,CC(C\N=C(\CC(=O)c1ccc(Br)cc1)/c2ccccc2)\N=C(\CC(=O)c3ccc(Br)cc3)/c4ccccc4,1,1
3513,312033,Straital B,,,329431.0,CC(C)C1=C2[C@H]3[C@@H](O)C=C(C=O)[C@@H]4[C@H](O[C@@H]5OC[C@@H](OC(=O)C)C(=O)[C@]45O)[C@]3(C)CC[C@@]2(C)CC1,3,2
3514,312439,"O,O-Bis(2-fluoro-2,2-bis(hydroxy(oxido)amino)ethyl) thiocarbonate",,,329459.0,[O-][N+](=O)C(F)(COC(=S)OCC(F)([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],1,1
3515,312621,PRIEURIANIN FROM GUAREA TRICHILIOIDES,,,,CCC(C)C(O)C(=O)OC1C(OC=O)C(C(=C)C2(O)C(=O)CC(c3cocc3)C12C)C4(C)C(CC(=O)OC(C)(COC(=O)C)C4CC(=O)OC)OC(=O)C,2,2
3516,312825,Diphenyl-[2-(2-phenylmethoxypropan-2-yl)phenyl]phosphane,,,329532.0,CC(C)(OCc1ccccc1)c2ccccc2P(c3ccccc3)c4ccccc4,1,1
3517,312887,Fludarabine,FDA approved,Ds|AM|Dr|STAT1,,Nc1nc(F)nc2c1ncn2C3OC(COP(=O)(O)O)C(O)C3O,15,11
3518,313157,"4,7-Quinolinediamine, N(4),N(4')-1,6-hexanediylbis(N(7),...",,,329576.0,CN(C)c1ccc2c(NCCCCCCNc3cc(C)nc4cc(ccc34)N(C)C)cc(C)nc2c1,1,1
3519,313158,"4,7-Quinolinediamine, N(4),N(4')-1,8-octanediylbis(N(7),...",,,329577.0,CN(C)c1ccc2c(NCCCCCCCCNc3cc(C)nc4cc(ccc34)N(C)C)cc(C)nc2c1,1,1
3520,313159,"4,7-Quinolinediamine, N(4),N(4')-1,6-hexanediylbis[N(7),...",,,329578.0,CN(C)c1ccc2c(NCCCCCCNc3ccnc4cc(ccc34)N(C)C)ccnc2c1,1,1
3521,313430,2-[[2-Benzoylprop-2-enyl(tert-butyl)amino]methyl]-1-phenylprop-2-en-1-one,,,329639.0,CC(C)(C)N(CC(=C)C(=O)c1ccccc1)CC(=C)C(=O)c2ccccc2,2,2
3522,313432,etibendazole,,,71745.0,COC(=O)Nc1nc2cc(ccc2[nH]1)C3(OCCO3)c4ccc(F)cc4,2,2
3523,313680,Flubenol,,,35802.0,COC(=O)Nc1nc2cc(ccc2[nH]1)C(=O)c3ccc(F)cc3,2,2
3524,313681,Peromide,,,68634.0,O=C1Nc2ccccc2N1C3CCN(CCOc4ccccc4)CC3,1,1
3525,313935,N-[(E)-[4-[Bis(2-chloroethyl)amino]phenyl]methylideneamino]quinolin-4-amine,,,9555375.0,ClCCN(CCCl)c1ccc(\C=N\Nc2ccnc3ccccc23)cc1,1,1
3526,313981,"Gold, chloro(triethylphosphine)-",,,6333884.0,CCP(CC)(CC)[Au]Cl,2,2
3527,313985,"Gold(1+), bis(trimethylphosphine)-, chloride",,,,CP(C)(C)[Au]P(C)(C)C,2,2
3528,313990,"Gold (1+), [.mu.-(1-thio-.beta.-D-glucopyranose-2,3,4,6-...",,,,CCP(CC)(CC)[Au][S+]([Au]P(CC)(CC)CC)C1OC(COC(=O)C)C(OC(=O)C)C(OC(=O)C)C1OC(=O)C,2,2
3529,314018,ANSAMITOCIN DERIV,,,,COC1\C=C\C=C(/C)\Cc2cc(O)c(Cl)c(c2)N(C)C(=O)CC(OC(=O)C(C)C)C3(C)OC3C(C)C4CC1(O)NC(=O)O4,2,2
3530,314035,buddledin c,,,,C\C\1=C/CCC(=C)[C@H]2CC(C)(C)[C@@H]2CC1=O,2,2
3531,314055,"1H-Imidazole-1-acetamide, N,N-bis(2-hydroxyethyl)-2-nitro-",,,92390.0,OCCN(CCO)C(=O)Cn1ccnc1[N+](=O)[O-],8,2
3532,314622,Indenoisoquinoline derivative,,TOP1,329826.0,COc1cc2C(=O)N(C)C3=C(C(=O)c4cc5OCOc5cc34)c2cc1OC,5,5
3533,315260,n-deacetyl-n-formyl-n-methylcolchicine,,,26819.0,COC1=CC=C2C(=CC1=O)[C@H](CCc3cc(OC)c(OC)c(OC)c23)N(C)C=O,4,2
3534,315626,"Butyric acid, rhodium salt (4:2)",,,432833.0,CCCC1=[O][Rh]234OC(=[O][Rh]2(OC(=[O]3)CCC)(O1)[O]=C(CCC)O4)CCC,2,2
3535,315844,"2(1H)-pyrimidinone, 1-(2,5-dihydro-5-oxo-2-furanyl)-5-fl...",,,,COC1=NC(=O)N(C=C1F)C2OC(=O)C=C2,1,1
3536,316158,"1,4-Dihydroxy-2-[3-(2-hydroxyethylamino)propylamino]anthracene-9,10-dione",,,432861.0,OCCNCCCNc1cc(O)c2C(=O)c3ccccc3C(=O)c2c1O,1,1
3537,316458,Neplanocin A,,,,Nc1ncnc2c1ncn2C3C=C(CO)C(O)C3O,2,2
3538,317003,"9H-Thioxanthen-9-one, 1-[[2-(dimethylamino)ethyl]amino]-...",,,13504751.0,CN(C)CCNc1ccc(C)c2Sc3ccc(O)cc3C(=O)c12,3,3
3539,317605,"1h-indolo[3,2-c]quinoline-9-methanamine, 3-chloro-n,n-di...",,,330267.0,CCN(CC)Cc1cc2[nH]c3c4ccc(Cl)cc4ncc3c2cc1OC,2,1
3540,317615,Ethyl 2-(2-nitro-1-phenylethyl)sulfanylbenzoate,,,330275.0,CCOC(=O)c1ccccc1SC(C[N+](=O)[O-])c2ccccc2,1,1
3541,317908,(2E)-N-Propyl-2-[1-(pyridin-2-yl)ethylidene]hydrazine-1-carbothioamide,,,5371176.0,CCCNC(=S)N\N=C(/C)\c1ccccn1,2,2
3542,317909,(2E)-N-(Prop-2-yn-1-yl)-2-[1-(pyridin-2-yl)ethylidene]hydrazine-1-carbothioamide,,,12563275.0,C\C(=N/NC(=S)NCC#C)\c1ccccn1,2,2
3543,317917,"1-Propanone, 3-(dimethylamino)-2-[(dimethylamino)methyl]...",,,,COc1ccc(cc1)C(=O)C(CN(C)C)CN(C)C,1,1
3544,317921,"9H-Thioxanthen-9-one, 1-[[2-(diethylamino)ethyl]amino]-7...",,,13504750.0,CCN(CC)CCNc1ccc(C)c2Sc3ccc(O)cc3C(=O)c12,2,2
3545,318460,"Acetonitrile, 1,3-dithietan-2-ylidenenitro-",,,330355.0,[O-][N+](=O)C(=C1SCS1)C#N,1,1
3546,318506,LACHNELLA FUNGUS,,,,CC1(C)C[C@H]2C=C(C=O)[C@]34C[C@@]3([C@H]2C1)C(=O)OC4O,1,1
3547,318509,"2(1H)-Pyrimidinone, 5-fluoro-1-.beta.-D-ribofuranosyl-",,,330359.0,OCC1OC(C(O)C1O)N2C=C(F)C=NC2=O,3,1
3548,318538,"2-(4,5-Dihydro-1H-imidazol-2-ylthio)-2-(methylthio)-1,3-dithia-5,8-diazaspiro[3.4]octane",,,330385.0,CSC1(SC2=NCCN2)SC3(NCCN3)S1,2,2
3549,318800,"Uridine, 5-fluoro-, 2',3',5'-triacetate",,,330408.0,CC(=O)OCC1OC(C(OC(=O)C)C1OC(=O)C)N2C=C(F)C(=O)NC2=O,5,2
3550,318805,BRD-K96548276-001-01-3,,,5484394.0,C\C(=N/NC(=S)N1CCCC1)\c2ccccn2,2,2
3551,318807,"1H-Azepine-1-carbothioic acid, hexahydro-, [1-(2- pyridi...",,,5494319.0,C\C(=N/NC(=S)N1CCCCCC1)\c2ccccn2,4,2
3552,319023,"1-(4-Chloro-7-methoxy-2-quinolyl)-3-(2,6-xylyl)urea",,,330430.0,COc1ccc2c(Cl)cc(NC(=O)Nc3c(C)cccc3C)nc2c1,1,1
3553,319073,OEG3LD2WZG,,,330469.0,Cc1c2ccnc(C#N)c2c(C)c3c4ccccc4n(Cc5ccccc5)c13,1,1
3554,319078,"2-[2-Hydroxyethyl-[3-[(6,7,8-triethoxyquinazolin-4-yl)amino]propyl]amino]ethanol",,,330472.0,CCOc1cc2c(NCCCN(CCO)CCO)ncnc2c(OCC)c1OCC,3,1
3555,319079,"4-Chloro-6,7,8-triethoxyquinazoline",,,330473.0,CCOc1cc2c(Cl)ncnc2c(OCC)c1OCC,2,1
3556,319095,,,,,OC(=O)C1CSC2(CCCN(Cc3ccccc3)C2)N1,2,1
3557,319434,Maybridge4_000689,,,330499.0,COc1ccc(CSC2=C(C#N)C(=O)NC3(CCCCC3)S2)cc1,2,1
3558,319440,Maybridge3_000858,,,330505.0,Cc1ccc2c(NC(c3ccc(cc3)C(=O)O)c4cccn24)c1,1,1
3559,319447,2-[(2-Aminophenyl)sulfanylmethyl]-3-methoxy-xanthen-9-one,,,330512.0,COc1cc2Oc3ccccc3C(=O)c2cc1CSc4ccccc4N,2,2
3560,319467,Maybridge3_004599,,,330531.0,CN(C)C(=O)Oc1cc2OC(=O)C=C(C)c2cc1Cl,1,1
3561,319662,3-(5-Methyl-4-nitroso-1H-pyrazol-3-yl)isoxazole,,,330583.0,Cc1[nH]nc(c2ccon2)c1N=O,1,1
3562,319725,thiosemicarbazone r,,,5843399.0,CN(C)C(=S)N\N=C(/C)\c1ccccn1,3,2
3563,319726,"Azetidinecarbothioic acid, [1-(2-pyridinyl)ethylidene] h...",,,,C\C(=N/NC(=S)N1CCC1)\c2ccccn2,4,2
3564,319730,ORIDONIN (THIOL ADDUCT OF),,,,CCCCCCCSCC1C2CCC3C45COC(O)(C(O)C4C(C)(C)CCC5O)C3(C2O)C1=O,1,1
3565,319947,"2,4-Pyrimidinediamine, 5-(3-azido-4-chlorophenyl)-6-ethyl-",,,343098.0,CCc1nc(N)nc(N)c1c2ccc(Cl)c(c2)N=[N+]=[N-],5,5
3566,319995,1-(4-Chloro-7-methoxy-2-quinolyl)-3-phenyl-2-thiourea,,,3246633.0,COc1ccc2c(Cl)cc(NC(=S)Nc3ccccc3)nc2c1,1,1
3567,320209,"2-[(2,3-Dihydroxyphenyl)-(4,4-dimethyl-2,6-dioxocyclohexyl)methyl]-5,5-dimethylcyclohexane-1,3-dione",,,330812.0,CC1(C)CC(=O)C(C(C2C(=O)CC(C)(C)CC2=O)c3cccc(O)c3O)C(=O)C1,1,1
3568,320218,1-(9-Ethylcarbazol-3-yl)-3-(2-methyl-4-nitrophenyl)urea,,,330820.0,CCn1c2ccccc2c3cc(NC(=O)Nc4ccc(cc4C)[N+](=O)[O-])ccc13,1,1
3569,320301,Colchicine Derivative,,TUBB,,COc1cc2CC[C@H](NC(=O)C(F)(F)F)C3=CC(=O)C(=CC=C3c2c(OC)c1OC)SC,6,5
3570,320308,FCH1273090,,,330854.0,NC1(CCCCC1)P(=O)(O)O,1,1
3571,320613,3VL8VB55X4,,,330922.0,Cc1c2c(nccc2c(C)c3c1c4ccccc4n3Cc5ccccc5)C(=O)N,1,1
3572,320846,Batracylin,Clinical trial,TOP2|TOP1,,Nc1ccc2N=C3N(Cc2c1)C(=O)c4ccccc34,9,5
3573,320877,geldanamycin deriv,,,,COC1CC(C)CC2=C(NCCCl)C(=O)C=C(NC(=O)\C(=C\C=C/C(OC)C(OC(=O)N)\C(=C/C(C)C1O)\C)\C)C2=O,5,3
3574,320884,"Hydrazinecarboximidamide, 2-[(4-bromophenyl)phenylmethyl...",,,54611030.0,CNC(=N)N\N=C(/c1ccccc1)\c2ccc(Br)cc2,2,1
3575,320931,n-Decylaminoethanethiosulfuric acid,,,77356.0,CCCCCCCCCCNCCSS(=O)(=O)O,1,1
3576,320951,Bishelenalinyl malonate,,,330973.0,C[C@@H]1C[C@H]2OC(=O)C(=C)[C@H]2[C@H](OC(=O)CC(=O)O[C@H]3[C@H]4[C@@H](C[C@@H](C)[C@@H]5C=CC(=O)[C@@]35C)OC(=O)C4=C)[C@@]6(C)[C@H]1C=CC6=O,3,2
3577,321206,,,,,CSC1=S[Cu]2(Br)N3CCCCC3C(=[N+]2N1)c4ccccn4,2,2
3578,321237,"Mercury, (4-aminophenyl)(6-thioguanosinato-N7,S6)-",,,135403617.0,[Hg].NC1=NC(=S)c2ncn(C3OC(CO)C(O)C3O)c2N1.Nc4ccccc4,2,2
3579,321239,"Mercury, (2-hydroxy-5-nitrophenyl)(6-thioguanosinato-N(7...",,,135403618.0,[Hg].NC1=NC(=S)c2ncn(C3OC(CO)C(O)C3O)c2N1.Oc4ccc(cc4)[N+](=O)[O-],2,2
3580,321240,,,,,[Hg].Oc1ccc(cc1)[N+](=O)[O-].S=C2N=CNc3[nH]cnc23,1,1
3581,321477,Zexbrevin,,,331148.0,CC1CC2OC(=O)C(=C)C2C(CC3(C)OC1=CC3=O)OC(=O)C(=C)C,2,2
3582,321491,"4-[(6-Chloro-4H-1,3-benzodioxin-8-yl)methylsulfanyl]pyrrolo[1,2-a]quinoxaline",,,331156.0,Clc1cc(CSc2nc3ccccc3n4cccc24)c5OCOCc5c1,1,1
3583,321521,auranofin,FDA approved,,6333901.0,CCP(CC)(CC)[Au]SC1OC(COC(=O)C)C(OC(=O)C)C(OC(=O)C)C1OC(=O)C,2,1
3584,321522,"Gold(1+), bis(triethylphosphine)-, chloride",,,6333902.0,CCP(CC)(CC)[Au]P(CC)(CC)CC,2,1
3585,321785,N-(4-Cyano-3-methyl-5-isoxazolyl)-N'-(2-fluorophenyl)urea,,,331212.0,Cc1noc(NC(=O)Nc2ccccc2F)c1C#N,2,2
3586,322068,,,,,CCN(CC)CCC(=O)c1ccccc1,1,1
3587,322072,(E)-4-[(4-Methylmorpholin-4-ium-4-yl)methyl]-1-phenylnon-1-en-3-one;bromide,,,54610962.0,CCCCCC(C[N+]1(C)CCOCC1)C(=O)\C=C\c2ccccc2,2,2
3588,322354,,,,,O[C@H]1CC2=C([C@@H](O)[C@H]1O)C(=O)c3c(O)ccc(O)c3C2=O,2,2
3589,322355,"9,10-Anthracenedione, 1,2,3,4-tetrahydro- 2,3,5,8-tetrah...",,,331314.0,CC1(O)CC2=C(CC1O)C(=O)c3c(O)ccc(O)c3C2=O,3,3
3590,322918,Woodhousin,,,,CC(C)C(=O)OC1CC2(C)CC(OC(=O)C)C(O)(O2)\C(=C/C3OC(=O)C(=C)C13)\C,2,2
3591,322920,(-)-Eburnamonine,,,71203.0,CC[C@@]12CCCN3CCc4c([C@H]13)n(C(=O)C2)c5ccccc45,2,2
3592,322921,Pibenzimol,,,,CN1CCN(CC1)c2ccc3[nH]c(nc3c2)c4ccc5[nH]c(nc5c4)c6ccc(O)cc6,16,10
3593,323229,Coaracine (racemic),,,,OCC1OC(C(O)C1O)N2CCC(O)CNC2=O,1,1
3594,323241,"3-Azabicyclo[3.2.2]nonane-3-carboselenoic acid, [1-(2-py...",,,,C\C(=N/NC(=[Se])N1CC2CCC(CC2)C1)\c3ccccn3,4,4
3595,323721,"[5-[(2,2-Dichloroacetyl)amino]-2,4-bis[[4-[(2,6-dimethylpyrimidin-4-yl)sulfamoyl]phenyl]diazenyl]naphthalen-1-yl] 2,2-dichloroacetate;9-fluoro-11,17-dihydroxy-17-(2-hydroxyacetyl)-10,13,16-trimethyl-6",,,331402.0,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO.Cc5cc(NS(=O)(=O)c6ccc(cc6)N=Nc7cc(N=Nc8ccc(cc8)S(=O)(=O)Nc9cc(C)nc(C)n9)c%10c(NC(=O)C(Cl)Cl)cccc%10c7OC(=O)C(Cl)Cl)nc(C)n5,1,1
3596,323722,"[5-[(2,2-Dichloroacetyl)amino]-2,4-bis[[4-[(5-methyl-1,3,4-thiadiazol-2-yl)sulfamoyl]phenyl]diazenyl]naphthalen-1-yl] 2,2-dichloroacetate;9-fluoro-11,17-dihydroxy-17-(2-hydroxyacetyl)-10,13,16-trimeth",,,331404.0,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO.Cc5nnc(NS(=O)(=O)c6ccc(cc6)N=Nc7cc(N=Nc8ccc(cc8)S(=O)(=O)Nc9nnc(C)s9)c%10c(NC(=O)C(Cl)Cl)cccc%10c7OC(=O)C(Cl)Cl)s5,1,1
3597,323918,"4-(3,4-Dichlorophenyl)-2,6-dioxopiperidine-3,5-dicarbonitrile",,,331439.0,Clc1ccc(cc1Cl)C2C(C#N)C(=O)NC(=O)C2C#N,1,1
3598,324043,acnistin-e,,,,CC12CC(OC(=O)[C@]1(C)O)[C@H](C2)[C@]3(O)CC[C@H]4[C@@H]5C[C@H]6O[C@]67[C@@H](O)C=CC(=O)[C@]7(C)[C@H]5CC[C@]34C,1,1
3599,324051,Rohituka 7,,,,CCC(C)C(O)C(=O)OC1C(OC=O)C(C(=C)C2(O)C(CC(c3cocc3)C12C)OC(=O)C)C4(C)C=CC(=O)OC5(C)COC(=O)CC45,1,1
3600,324065,Flavofungin,,,,CC(C)C1OC(=O)\C=C\C=C\C=C\C=C\C=C\CC(O)C(C)C(O)CC(O)CC(O)CC(O)CC(O)CC(O)CC(O)\C=C\C1C,2,1
3601,324368,edelfosine,,,,CCCCCCCCCCCCCCCCCCOCC(COP(=O)(O)OCC[N+](C)(C)C)OC,4,3
3602,324579,desmethylbouvardin,,,,CC1NC(=O)C2Cc3ccc(O)c(Oc4ccc(cc4)C(O)C(N(C)C(=O)C(C)NC(=O)C(Cc5ccc(O)cc5)N(C)C(=O)C(C)NC1=O)C(=O)N2C)c3,1,1
3603,324646,Malformin A,,HDAC,4005.0,CCC(C)C1NC(=O)C(CC(C)C)NC(=O)C(NC(=O)C2CSSCC(NC1=O)C(=O)N2)C(C)C,1,1
3604,324979,"Copper, chloro[hexahydro-1H-azepine-1-carbothioic acid [...",,,9578788.0,CC1=[N+]2NC(=S[Cu]2(Cl)N3CCCCC13)N4CCCCCC4,4,3
3605,325014,BACTOBOLIN,,,54676871.0,C[C@H](N)C(=O)N[C@@H]1[C@@H]2[C@@H](O)[C@H](O)CC(=C2C(=O)O[C@]1(C)C(Cl)Cl)O,14,7
3606,325268,N-Pyren-1-ylbenzenesulfonamide,,,331581.0,O=S(=O)(Nc1ccc2ccc3cccc4ccc1c2c34)c5ccccc5,1,1
3607,325308,Sungucin,,,54600645.0,C\C=C/1\CN2CCC34C2CC1C5C=C(C6CC78C9CC(C%10C=CC(=O)N(C7%10)c%11ccccc8%11)\C(=C/C)\CN69)C(=O)N(C35)c%12ccccc4%12,2,2
3608,325319,DIDEMNIN B,,,,CC[C@@H](C)[C@@H]1NC(=O)C(NC(=O)C(CC(C)C)N(C)C(=O)C2CCCN2C(=O)C(C)O)C(C)OC(=O)C(Cc3ccc(OC)cc3)N(C)C(=O)C4CCCN4C(=O)C(CC(C)C)NC(=O)C(C)C(=O)C(OC(=O)C[C@H]1O)C(C)C,31,5
3609,325661,sapindus saponin c,,,,,1,1
3610,325663,Saframycin A,,,,COC1=C(C)C(=O)C2=C(C(CNC(=O)C(=O)C)N3C(C2)C4N(C)C(CC5=C4C(=O)C(=C(C)C5=O)OC)C3C#N)C1=O,13,8
3611,326061,"1-Piperidinecarbothioic acid, 2-ethyl-, [1-(2-pyridinyl)...",,,9602153.0,CCC1CCCCN1C(=S)N\N=C(/C)\c2ccccn2,2,2
3612,326182,"5-(Benzo[d][1,3]dioxol-5-yl)-N-(2,4-dimethylphenyl)-1,3,...",,,331715.0,Cc1ccc(Nc2oc(nn2)c3ccc4OCOc4c3)c(C)c1,1,1
3613,326203,neolan yellow be,,,,[Na+].CC1=NN(C2=O[Cr+3]3([O-])[O-]C(=O)c4ccc(cc4[N+]3=N[C-]12)S(=O)(=O)[O-])c5ccc(cc5C)S(=O)(=O)[O-],1,1
3614,326231,Buthionine sulphoximine,Clinical trial,AM,,CCCCS(=N)(=O)CC[C@H](N)C(=O)O,19,6
3615,326233,Epiepoxydon,,,,OCC1=C[C@H](O)[C@H]2O[C@H]2C1=O,6,2
3616,326374,"3-(3-(2-(1H-Pyrrol-1-yl)phenyl)-1,2,4-oxadiazol-5-yl)propanoic acid",,,331761.0,OC(=O)CCc1onc(n1)c2ccccc2n3cccc3,1,1
3617,326408,Rocaglamide,,,,COc1ccc(cc1)[C@@]23Oc4cc(OC)cc(OC)c4[C@]2(O)[C@H](O)[C@@H]([C@H]3c5ccccc5)C(=O)N(C)C,4,2
3618,326420,"Benzoic acid, 3,4,5-trimethoxy-, [(3-nitrophenyl)methyle...",,,6861410.0,COc1cc(cc(OC)c1OC)C(=O)N\N=C\c2cccc(c2)[N+](=O)[O-],1,1
3619,326757,"1,4-Phenylenebis((4-hydroxyphenyl)methanone)",,,331833.0,Oc1ccc(cc1)C(=O)c2ccc(cc2)C(=O)c3ccc(O)cc3,1,1
3620,327182,"L-Glutamic acid, N-[4-[[(2-amino-1,4-dihydro-4-oxo-6-qui...",,,135402053.0,Nc1nc(O)c2cc(CN(CC#C)c3ccc(cc3)C(=O)NC(CCC(=O)O)C(=O)O)ccc2n1,1,1
3621,327697,"(3Z)-5,7-Dichloro-3-[(E)-[4-(dimethylamino)phenyl]methylidenehydrazinylidene]-1H-indol-2-one",,,135452573.0,CN(C)c1ccc(\C=N\N=C\2/C(=O)Nc3c(Cl)cc(Cl)cc23)cc1,1,1
3622,327702,"3-(Benzylthio)phenanthro[9,10-e][1,2,4]triazine",,,332058.0,C(Sc1nnc2c3ccccc3c4ccccc4c2n1)c5ccccc5,2,2
3623,327705,"2-chloro-3-(phenanthro[9,10-e][1,2,4]triazin  3-ylthio)n...",,,332061.0,ClC1=C(Sc2nnc3c4ccccc4c5ccccc5c3n2)C(=O)c6ccccc6C1=O,2,2
3624,327727,,,,,CC(CN(C)C)C(=O)c1ccccc1,2,2
3625,327929,"Hydrazinecarboimidamide, 2,2'-(2,8-dibenzofurandiyldieth...",,,54601621.0,CNC(=N)N\N=C(/C)\c1ccc2oc3ccc(cc3c2c1)\C(=N\NC(=N)NC)\C,2,2
3626,327993,"Roridin A, 8-hydroxy-9B,10B-epoxy-",,,,CC(O)C1OCCC(C)C(O)C(=O)OCC23CC(O)C4(C)OC4C2OC5CC(OC(=O)\C=C\C=C\1)C3(C)C56CO6,2,2
3627,328005,"1,2-cyclohexanediamine, platinum complex (9ci)",,,,OP(=O)(O)CC(=O)NC1CC(=O)O[Pt]2(NC3CCCCC3N2)OC1=O,1,1
3628,328084,1-(2-Bicyclo[2.2.1]heptanyl)-3-[(E)-(2-hydroxy-3-methoxyphenyl)methylideneamino]thiourea,,,135452578.0,COc1cccc(\C=N\NC(=S)NC2CC3CCC2C3)c1O,1,1
3629,328130,64C9BV8LPJ,,,683248.0,SC1=NC2(CCCCCC2)NN1c3ccccc3,2,2
3630,328166,"8b-hydroxy-9b,10b-epoxyverrucarin a",,,,CC1CCOC(=O)\C=C\C=C\C(=O)OC2CC3OC4C5OC5(C)C(O)CC4(COC(=O)C1O)C2(C)C36CO6,8,7
3631,328186,"3',4',5'-trimethoxy-3-hydroxy flavone",,,332208.0,COc1cc(cc(OC)c1OC)C2=C(O)C(=O)c3ccccc3O2,2,2
3632,328403,"Acetamide, N-(4-formyl-5,6,7,9-tetrahydro-1,2,3,10- tetr...",,,,COC1=CC=C2C(=CC1=O)[C@H](CCc3c(C=O)c(OC)c(OC)c(OC)c23)NC(=O)C,5,5
3633,328410,Camptothecin Derivative,,TOP1,190756.0,CCC1(O)C(=O)OCC2=C1C=C3N(Cc4cc5cc(OC)c(OC)cc5nc34)C2=O,1,1
3634,328415,Ambruticin,,,5477541.0,CCC1OC(CC=C1C)\C(=C\C(C)\C=C\C2C(C)C2\C=C\C3OC(CC(=O)O)CC(O)C3O)\C,1,1
3635,328416,Withaferin-A diacetate,,,,CC(C1CC(=C(COC(=O)C)C(=O)O1)C)C2CCC3C4CC5OC56C(OC(=O)C)C=CC(=O)C6(C)C4CCC23C,2,2
3636,328426,PHYLLANTHOSIDE,,,,CC1COC2(CC1OC(=O)\C=C\c3ccccc3)OC4CC(CCC4C25CO5)C(=O)OC6OC(C)C(O)C(OC(=O)C)C6OC7OC(C)C(O)C(OC(=O)C)C7O,8,8
3637,328477,3'-Chloro-3-nitro-o-salicylotoluidide,,,332278.0,Cc1c(Cl)cccc1NC(=O)c2cccc(c2O)[N+](=O)[O-],2,2
3638,328567,"Benzoic acid, 2-hydroxy-, (2,6-pyridinediyldiethylidyne)...",,,,C\C(=N/NC(=O)c1ccccc1O)\c2cccc(n2)\C(=N\NC(=O)c3ccccc3O)\C,2,2
