,Drug Name,DrugBank ID,PubChem CID,PubChem SID,SMILES,Targets Name,Targets
2042,Nojirimycine Tetrazole,DB02471,445245,46506623,[H][C@]1(O)C2=NN=NN2[C@]([H])(CO)[C@@]([H])(O)[C@]1([H])O,"['Glycogen phosphorylase, muscle form', 'Lactase-like protein', 'Lactase-phlorizin hydrolase']","['P11217', 'Q6UWM7', 'P09848']"
2043,"7,8-dihydroinosine",DB02472,6323375,46505878,[H]N1CN([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C2=C1C(=O)N=CN2[H],['Adenosine deaminase'],['P00813']
2044,"6-[N-(1-Isopropyl-3,4-Dihydro-7-Isoquinolinyl)Carbamyl]-2-Naphthalenecarboxamidine",DB02473,447735,46508461,CC(C)C1=NCCC2=C1C=C(NC(=O)C1=CC=C3C=C(C=CC3=C1)C(N)=N)C=C2,['Urokinase-type plasminogen activator'],['P00749']
2045,BMSC-0013,DB02474,447137,46504594,[H]N(CCCCCC(=O)N([H])[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O)C(=O)OC,['Cholera enterotoxin subunit B'],['P01556']
2046,Deoxyamidinoproclavaminic acid,DB02475,441123,46508834,NC(=N)NCCC[C@H](N1CCC1=O)C(O)=O,['Clavaminate synthase 1'],['Q05581']
2047,N-({4-[4-(2-Methyl-1H-imidazol-1-yl)butyl]phenyl}acetyl)-L-seryl-N-(2-cyclohexylethyl)-L-lysinamide,DB02477,446385,46504453,CC1=NC=CN1CCCCC1=CC=C(CC(=O)N[C@@H](CO)C(=O)N[C@@H](CCCCN)C(=O)NCCC2CCCCC2)C=C1,['Glycylpeptide N-tetradecanoyltransferase'],['P30418']
2048,(R)-N-(3-Indol-1-Yl-2-Methyl-Propyl)-4-Sulfamoyl-Benzamide,DB02479,446276,46508474,[H]N([H])S(=O)(=O)C1=CC=C(C=C1)C(=O)N([H])C[C@@H](C)CN1C=CC2=CC=CC=C12,['Carbonic anhydrase 2'],['P00918']
2049,(S)-4-bromo-3-hydroxy-3-methylbutyl diphosphate,DB02480,17754158,46507951,C[C@@](O)(CBr)CCOP(O)(=O)OP(O)(O)=O,['Isopentenyl-diphosphate Delta-isomerase'],['Q46822']
2050,N-Benzylformamide,DB02481,80654,46506926,O=CNCC1=CC=CC=C1,['Alcohol dehydrogenase 1B'],['P00325']
2051,Phosphonothreonine,DB02482,10976469,46506053,C[C@H](OP(O)(O)=O)[C@@H](N)C(O)=O,"['Protein kinase C theta type', 'Aurora kinase A', 'Mitogen-activated protein kinase 1', 'cAMP-dependent protein kinase catalytic subunit alpha', 'cAMP-dependent protein kinase catalytic subunit beta', 'Cyclin-dependent kinase 7', 'Threonine-phosphate decarboxylase', 'Rhodopsin', 'Protein S100-A11', 'Mitogen-activated protein kinase 12']","['Q04759', 'O14965', 'P28482', 'P17612', 'P22694', 'P50613', 'P97084', 'P08100', 'P31949', 'P53778']"
2052,Etheno-NAD,DB02483,131675359,46505630,[H]N([H])C(=O)C1=C[N+](=CC=C1)[C@@H]1O[C@H](COP([O-])(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=NC3=C2N=CN2C=CN=C32)[C@@H](O)[C@H]1O,"['ADP-ribosyl cyclase 2', 'L-lactate dehydrogenase A chain']","['Q10588', 'P00338']"
2053,Cytidine 5'-diphosphoglycerol,DB02484,447253,46505163,[H]N([H])C1=NC(=O)N(C=C1)[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OC[C@@H](O)CO)[C@@H](O)[C@H]1O,['Glycerol-3-phosphate cytidylyltransferase'],['P27623']
2054,Cytidine-5'-Monophosphate-5-N-Acetylneuraminic Acid,DB02485,448209,46504831,[H][C@]1(O[C@](C[C@H](O)[C@H]1NC(C)=O)(OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=CC(N)=NC1=O)C(O)=O)[C@H](O)[C@H](O)CO,['N-acylneuraminate cytidylyltransferase'],['Q8NFW8']
2055,2-Hydroxyethyl Disulfide,DB02486,15906,46508790,OCCSSCCO,"['Lysozyme', 'Glutathione S-transferase A1']","['P00720', 'P08263']"
2056,9-Methylguanine,DB02489,79639,46504666,CN1C=NC2=C1N=C(N)NC2=O,['Dihydroneopterin aldolase'],['P56740']
2057,(Diaminomethyl-Methyl-Amino)-Acetic Acid,DB02490,4635864,46505043,CN(CC(O)=O)C(N)N,['Creatine kinase M-type'],['P06732']
2058,4-[4-(1-Amino-1-Methylethyl)Phenyl]-5-Chloro-N-[4-(2-Morpholin-4-Ylethyl)Phenyl]Pyrimidin-2-Amine,DB02491,447622,46505042,CC(C)(N)C1=CC=C(C=C1)C1=NC(NC2=CC=C(CCN3CCOCC3)C=C2)=NC=C1Cl,['Fibroblast growth factor receptor 2'],['P21802']
2059,Ghavamiol,DB02492,131704205,46507384,[H][C@@](O)(CN1C[C@@]([H])(O)[C@]([H])(O)[C@@]1([H])CO)C([H])(CO)OS([O-])([O-])[O-],['Alpha-mannosidase 2'],['Q16706']
2060,Hydantocidin-5'-phosphate,DB02493,446561,46507659,[H]N1C(=O)N([H])[C@@]2(O[C@H](COP(O)(O)=O)[C@@H](O)[C@H]2O)C1=O,['Adenylosuccinate synthetase'],['P0A7D4']
2061,(S)-3-phenyllactic acid,DB02494,444718,46509007,O[C@@H](CC1=CC=CC=C1)C(O)=O,"['L-phenylalanine dehydrogenase', '60S ribosomal protein L10-like', '60S ribosomal protein L13a', '60S ribosomal protein L23', '60S ribosomal protein L15', '60S ribosomal protein L19', '60S ribosomal protein L23a', 'Probable ribosome biogenesis protein RLP24', '60S ribosomal protein L26-like 1', '60S ribosomal protein L8', '60S ribosomal protein L37', '60S ribosomal protein L3', '60S ribosomal protein L11', 'NHP2-like protein 1', 'Carboxypeptidase A1']","['Q59771', 'Q96L21', 'P40429', 'P62829', 'P61313', 'P84098', 'P62750', 'Q9UHA3', 'Q9UNX3', 'P62917', 'P61927', 'P39023', 'P62913', 'P55769', 'P15085']"
2062,9-(4-hydroxybutyl)-N2-phenylguanine,DB02495,448110,46507186,OCCCCN1C=NC2=C1N=C(NC1=CC=CC=C1)NC2=O,['Thymidine kinase'],['P03176']
2063,1-Deoxy-D-xylulose 5-phosphate,DB02496,443201,46506007,CC(=O)[C@@H](O)[C@H](O)COP(O)(O)=O,"[""Pyridoxine 5'-phosphate synthase"", '1-deoxy-D-xylulose 5-phosphate reductoisomerase']","['P0A794', 'P45568']"
2064,L-Alpha-Glycerophosphorylserine,DB02497,444182,46505969,[H][C@@](O)(CO)COP(O)(=O)OC[C@]([H])(N)C(O)=O,['Annexin A5'],['P08758']
2065,Carba-nicotinamide-adenine-dinucleotide,DB02498,163884,46507626,[H]N([H])C(=O)C1=C[N+](=CC=C1)[C@@H]1C[C@H](COP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=NC3=C(N=CN=C23)N([H])[H])[C@@H](O)[C@H]1O,['Poly [ADP-ribose] polymerase 1'],['P09874']
2066,Dinor-N(Omega)-Hydroxy-L-Arginine,DB02499,657087,46506971,N[C@@H](C\N=C(/N)NO)C(O)=O,['Arginase-1'],['P05089']
2067,6-(Dihydroxy-Isobutyl)-Thymine,DB02500,1855,46505570,CC1=C(CC(CO)CO)NC(=O)NC1=O,['Thymidine kinase'],['P03176']
2068,N(2)-succinyl-L-arginine,DB02501,439968,46507643,NC(=N)NCCC[C@H](NC(=O)CCC(O)=O)C(O)=O,['N-succinylarginine dihydrolase'],['P76216']
2069,4-(Carboxyvin-2-Yl)Phenylboronic Acid,DB02503,5288001,46506817,OB(O)C1=CC=C(\C=C\C(O)=O)C=C1,['Beta-lactamase'],['P00811']
2070,[3-(1-Benzyl-3-Carbamoylmethyl-2-Methyl-1h-Indol-5-Yloxy)-Propyl-]-Phosphonic Acid,DB02504,3711,46506847,CC1=C(CC(N)=O)C2=C(C=CC(OCCCP(O)(O)=O)=C2)N1CC1=CC=CC=C1,"['Phospholipase A2, membrane associated']",['P14555']
2071,N-(R-Carboxy-Ethyl)-Alpha-(S)-(2-Phenylethyl),DB02505,657149,46507876,CCCCCC1=CC=C(C=C1)C(=O)N(CC1=CC=C(C=C1)C1=CC=C(CC(=O)OC)C=C1)C1CCN(CC2=NC=CN2)CC1,['Plasmepsin-2'],['P46925']
2072,"2,6,8-Trimethyl-3-Amino-9-Benzyl-9-Methoxynonanoic Acid",DB02506,17753820,46508526,[H][C@@](C)(CC[C@]([H])(N)[C@]([H])(C)C(O)=O)C[C@]([H])(C)[C@]([H])(CC1=CC=CC=C1)OC,"['Serine/threonine-protein phosphatase PP1-alpha catalytic subunit', 'Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform', 'Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform', 'Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit gamma isoform', 'Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform']","['P62136', 'P30153', 'P67775', 'Q13362', 'P63151']"
2073,Isopentyl Pyrophosphate,DB02508,448400,46509078,CC(C)CCO[P@](O)(=O)OP(O)(O)=O,"['Farnesyl pyrophosphate synthase', 'Pentaerythritol tetranitrate reductase', 'Geranyltranstransferase (Farnesyldiphosphate synthase)', 'Farnesyl diphosphate synthase']","['P14324', 'P71278', 'A0A0H2UXE9', 'P22939']"
2074,Farnesol,DB02509,1549107,46508260,CC(C)=CCC\C(C)=C/CC\C(C)=C/CO,"['Bile acid receptor', 'Amine oxidase [flavin-containing] B']","['Q96RI1', 'P27338']"
2075,5'-O-(L-Prolylsulfamoyl)adenosine,DB02510,447378,46506105,[H]N([H])C1=C2N=CN([C@@H]3O[C@H](COS(=O)(=O)N([H])C(=O)[C@@H]4CCCN4[H])[C@@H](O)[C@H]3O)C2=NC=N1,['Bifunctional glutamate/proline--tRNA ligase'],['P07814']
2076,2-Hydroxy-5-({1-[(2-Naphthyloxy)Methyl]-3-Oxoprop-1-Enyl}Amino)Tyrosine,DB02511,17754104,46507750,[H][C@](N)(CC1=C(O)C=C(O)C(N\C(COC2=CC=C3C=CC=CC3=C2)=C\C=O)=C1)C(O)=O,['Phenylethylamine oxidase'],['P46881']
2077,"1,6-Fructose Diphosphate (Linear Form)",DB02512,189150,46507105,O[C@H](COP(O)(O)=O)[C@H](O)[C@H](O)C(=O)COP(O)(O)=O,"['Fructose-bisphosphate aldolase B', 'Fructose-bisphosphate aldolase A']","['P05062', 'P04075']"
2078,(2Z)-3-{[Oxido(oxo)phosphoranyl]oxy}-2-phenylacrylate,DB02514,16133778,46506956,[O-]C(=O)C(=C/OP(=O)=O)\C1=CC=CC=C1,['D-alanyl-D-alanine carboxypeptidase'],['P15555']
2079,sn-glycerol 3-phosphate,DB02515,439162,46508424,OC[C@@H](O)COP(O)(O)=O,"['Fructose-bisphosphate aldolase B', ""Pyridoxine 5'-phosphate synthase"", 'Triosephosphate isomerase', '6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 1']","['P05062', 'P0A794', 'Q07412', 'P16118']"
2080,(R)-carnitinyl-CoA betaine,DB02516,5287894,46508772,CC(C)(COP([O-])(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)C[C@@H](O)C[N+](C)(C)C,['Crotonobetainyl-CoA:carnitine CoA-transferase'],['P31572']
2081,D-Glutamic Acid,DB02517,23327,46508281,N[C@H](CCC(O)=O)C(O)=O,['Thermolysin'],['P43133']
2082,N-Acetylalanine,DB02518,88064,46504953,C[C@H](NC(C)=O)C(O)=O,['Aldose reductase'],['P15121']
2083,Indirubin-5-sulphonate,DB02519,5288641,46507110,[H]N1C(=O)\C(C2=C1C=CC(=C2)S(O)(=O)=O)=C1/N([H])C2=CC=CC=C2C1=O,"['Glycogen phosphorylase, muscle form', 'Cell division control protein 2 homolog']","['P11217', 'Q07785']"
2084,Flaviolin,DB02521,160478,46505645,OC1=CC2=C(C(O)=C1)C(=O)C=C(O)C2=O,"['Prenyltransferase', 'Putative cytochrome P450']","['Q4R2T2', 'Q9FCA6']"
2085,Phosphonopyruvate,DB02522,439811,46508869,OC(=O)C(=O)CP(O)(O)=O,"['Pyruvate, phosphate dikinase']",['P22983']
2086,"2',3'-O-{4-[Hydroxy(oxido)-λ5-azanylidene]-2,6-dinitro-2,5-cyclohexadiene-1,1-diyl}adenosine 5'-(tetrahydrogen triphosphate)",DB02524,644358,46507848,[H]N([H])C1=C2N=CN([C@@H]3O[C@H](COP(O)(=O)OP(O)(=O)OP(O)(O)=O)[C@@]4([H])OC5(O[C@@]34[H])C(=CC(C=C5[N+]([O-])=O)=[N+](O)[O-])[N+]([O-])=O)C2=NC=N1,['Chemotaxis protein CheA'],['Q56310']
2087,CRA_10655,DB02526,6119062,46505180,NC(=[NH2+])C1=CC=C2NC(=NC2=C1)C1=CC=CC(OC2CCCC2)=C1[O-],"['Trypsin-1', 'Urokinase-type plasminogen activator']","['P07477', 'P00749']"
2088,Cyclic adenosine monophosphate,DB02527,6076,46508991,NC1=C2N=CN([C@@H]3O[C@@H]4COP(O)(=O)O[C@H]4[C@H]3O)C2=NC=N1,"['Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 2', 'cAMP-dependent protein kinase type I-alpha regulatory subunit', 'cAMP-dependent protein kinase type II-beta regulatory subunit', 'cAMP-activated global transcriptional regulator CRP', 'Adenylate cyclase', 'Cyclic nucleotide-gated potassium channel mll3241']","['Q9UL51', 'P10644', 'P31323', 'P0ACJ8', 'P94182', 'Q98GN8']"
2089,Tetrazolyl Histidine,DB02528,17754111,46505135,[H][C@](N)(CC1=CN(C=N1)C1=NNN=N1)C=O,['Myoglobin'],['P02144']
2090,"(2R,4S,5R,6R)-5-Acetamido-4-amino-6-(diethylcarbamoyl)oxane-2-carboxylic acid",DB02529,17753990,46508969,CCN(CC)C(=O)[C@@H]1O[C@H](C[C@H](N)[C@H]1NC(C)=O)C(O)=O,['Neuraminidase'],['P03472']
2091,gamma-Aminobutyric acid,DB02530,119,46507841,NCCCC(O)=O,"['Gamma-aminobutyric acid type B receptor subunit 1', 'Gamma-aminobutyric acid type B receptor subunit 2', 'Glycine amidinotransferase, mitochondrial']","['Q9UBS5', 'O75899', 'P50440']"
2092,Isobutyric acid,DB02531,6590,46506341,CC(C)C(O)=O,"['2-hydroxy-6-oxo-7-methylocta-2,4-dienoate hydrolase']",['P96965']
2093,"2,4,6-Triaminoquinazoline",DB02532,292661,46508636,NC1=CC=C2N=C(N)N=C(N)C2=C1,"['Putative dehydrogenase/reductase SDR family member 4-like 2', 'Pteridine reductase 1']","['P0CG22', 'Q01782']"
2094,2-Allylphenol,DB02534,15624,46508761,OC1=CC=CC=C1CC=C,['Lysozyme'],['P00720']
2095,Aminodi(Ethyloxy)Ethylaminocarbonylbenzenesulfonamide,DB02535,2144,46505568,NCCOCCOCCNC(=O)C1=CC=C(C=C1)S(N)(=O)=O,['Carbonic anhydrase 2'],['P00918']
2096,2-Hydroxy-5-({1-[(4-Methylphenoxy)Methyl]-3-Oxoprop-1-Enyl}Amino)-L-Tyrosine,DB02537,52941757,46509095,[H]\C(C=O)=C(\COC1=CC=C(C)C=C1)NC1=C(O)C=C(O)C(C[C@]([H])(N)C(O)=O)=C1,['Phenylethylamine oxidase'],['P46881']
2097,"N-[4-(2-Methylimidazo[1,2-a]Pyridin-3-Yl)-2-Pyrimidinyl]Acetamide",DB02538,447652,46508432,CC(=O)NC1=NC(=CC=N1)C1=C(C)N=C2C=CC=CN12,['Cyclin-dependent kinase 2'],['P24941']
2098,"10-formyl-5,8,10-trideazafolic acid",DB02540,444725,46507892,[H]N([H])C1=NC(=O)C2=C(C=CC(C[C@H](C(O)=O)C3=CC=C(C=C3)C(=O)N([H])[C@@H](CCC(O)=O)C(O)=O)=C2)N1[H],['Phosphoribosylglycinamide formyltransferase'],['P08179']
2099,4-Hydroxybutan-1-Aminium,DB02541,448524,46506838,[NH3+]CCCCO,['Trypsin-3'],['P35030']
2100,(4s)-5-Fluoro-L-Leucine,DB02542,15227560,46506320,C[C@H](CF)C[C@H](N)C(O)=O,['Polyubiquitin-B'],['P0CG47']
2101,Pyrrole-2-Carboxylate,DB02543,12473,46507534,OC(=O)C1=CC=CN1,['Monomeric sarcosine oxidase'],['P40859']
2102,"N-(6-{[3-(4-Bromophenyl)-1,2-Benzisothiazol-6-Yl]Oxy}Hexyl)-N-Methylprop-2-En-1-Amine",DB02544,445992,46504525,CN(CCCCCCOC1=CC=C2C(SN=C2C2=CC=C(Br)C=C2)=C1)CC=C,['Squalene--hopene cyclase'],['P33247']
2103,Fexaramine,DB02545,5326713,46505254,COC(=O)\C=C\C1=CC(=CC=C1)N(CC1=CC=C(C=C1)C1=CC=C(C=C1)N(C)C)C(=O)C1CCCCC1,['Bile acid receptor'],['Q96RI1']
2104,Vorinostat,DB02546,5311,46508989,ONC(=O)CCCCCCC(=O)NC1=CC=CC=C1,"['Histone deacetylase 1', 'Histone deacetylase 2', 'Histone deacetylase 3', 'Histone deacetylase 6', 'Histone deacetylase 8', 'Acetoin utilization protein', 'Histone deacetylase']","['Q13547', 'Q92769', 'O15379', 'Q9UBN7', 'Q9BY41', 'O67135', 'Q13547']"
2105,Guanosine-5'-Diphosphate-Rhamnose,DB02547,439912,46504876,C[C@H]1O[C@H](OP(O)(=O)OP(O)(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=NC3=C2NC(N)=NC3=O)[C@@H](O)[C@@H](O)[C@@H]1O,"['GDP-mannose 4,6 dehydratase']",['O60547']
2106,D-glucitol 6-phosphate,DB02548,152306,46508367,OC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)COP(O)(O)=O,['Glucose-6-phosphate isomerase'],['P06744']
2107,3'-O-Acetylthymidine-5'-diphosphate,DB02549,445182,46506629,[H]N1C(=O)N(C=C(C)C1=O)[C@H]1C[C@H](OC(C)=O)[C@@H](COP(O)(=O)OP(O)(O)=O)O1,"['dTDP-4-dehydrorhamnose 3,5-epimerase']",['P26394']
2108,"8-(2-Chloro-3,4,5-Trimethoxy-Benzyl)-2-Fluoro-9-Pent-4-Ylnyl-9h-Purin-6-Ylamine",DB02550,448972,46505988,COC1=C(OC)C(OC)=C(Cl)C(CC2=NC3=C(N)N=C(F)N=C3N2CCCC#C)=C1,['Heat shock protein HSP 90-alpha'],['P07900']
2109,"6-[N-(4-Ethyl-1,2,3,4-Tetrahydro-6-Isoquinolinyl)Carbamyl]-2-Naphthalenecarboxamidine",DB02551,447731,46507312,[H][C@]1(CC)CNCC2=C1C=C(NC(=O)C1=CC=C3C=C(C=CC3=C1)C(N)=N)C=C2,['Urokinase-type plasminogen activator'],['P00749']
2110,Geranyl Diphosphate,DB02552,445995,46504900,CC(C)=CCC\C(C)=C\CO[P@@](=O)(O)OP(=O)(O)O,"['2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase', 'Farnesyl pyrophosphate synthase', 'Prenyltransferase', 'Geranylgeranyl pyrophosphate synthase', '(2Z,6E)-farnesyl diphosphate synthase', 'Decaprenyl diphosphate synthase', '2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase', 'Bifunctional enzyme IspD/IspF']","['P62617', 'P14324', 'Q4R2T2', 'O95749', 'P9WFF5', 'P9WFF7', 'P62619', 'Q9PM68']"
2111,Glutathionylspermidine disulfide,DB02553,449555,46505065,[H]N([H])CCCCN([H])CCCN([H])C(=O)CN([H])C(=O)[C@H](CSSC[C@H](N([H])C(=O)CC[C@@H](N([H])[H])C(O)=O)C(=O)N([H])CC(=O)N([H])CCCN([H])CCCCN([H])[H])N([H])C(=O)CC[C@@H](N([H])[H])C(O)=O,"['Glutathione reductase, mitochondrial']",['P00390']
2112,SP4160,DB02555,656989,46506770,CC(C)C[C@@H](N=C(N)N)C(=O)NCC(=O)N1CCC(CC1)C1=CC(=NN1C)C1=C(Cl)C(Cl)=C(OCC2=CC=C(NC(C)=O)C=C2)C=C1,['Interleukin-2'],['P60568']
2113,D-Phenylalanine,DB02556,71567,46505758,N[C@H](CC1=CC=CC=C1)C(O)=O,"['Kynurenine--oxoglutarate transaminase 1', 'Corticoliberin']","['Q16773', 'P06850']"
2114,Phosphoramidon,DB02557,445114,46506179,CC(C)C[C@H](NP(O)(=O)O[C@@H]1O[C@@H](C)[C@H](O)[C@@H](O)[C@H]1O)C(=O)N[C@@H](CC1=CNC2=CC=CC=C12)C(O)=O,"['Kell blood group glycoprotein', 'Neprilysin']","['P23276', 'P08473']"
2115,N-(3-Phenyl-2-Sulfanylpropanoyl)Phenylalanylalanine,DB02558,448249,46505323,[H][C@@](C)(NC(=O)[C@]([H])(CC1=CC=CC=C1)NC(=O)[C@]([H])(S)CC1=CC=CC=C1)C(O)=O,['Neprilysin'],['P08473']
2116,"6-(Octahydro-1h-Indol-1-Ylmethyl)Decahydroquinazoline-2,4-Diamine",DB02559,17754203,46505268,[H][C@@]12CCN(C[C@@]3([H])CC[C@]4([H])N[C@@]([H])(N)N[C@@]([H])(N)[C@]4([H])C3)[C@@]1([H])CCCC2,"['Dihydrofolate reductase', 'Dihydrofolate reductase']","['P00374', 'P16184']"
2117,[(1S)-1-acetamido-2-(4-chlorophenyl)ethyl]-[(2S)-2-amino-3-hydroxy-3-oxo-propoxy]-dihydroxy-boron,DB02560,17753903,46506797,CC(=O)N[C@H](CC1=CC=C(Cl)C=C1)[B-](O)(O)OC[C@H](N)C(O)=O,['Subtilisin Carlsberg'],['P00780']
2118,Beta-D-Fructopyranose,DB02561,6992107,46505700,OC[C@]1(O)OC[C@H](O)[C@@H](O)[C@@H]1O,['Fucose-binding lectin PA-IIL'],['Q9HYN5']
2119,"Quinonoid 7,8-Tetrahydrobiopterin",DB02562,133246,46506636,[H][C@@]1(CN=C2NC(N)=NC(=O)C2=N1)[C@@H](O)[C@H](C)O,['Phenylalanine-4-hydroxylase'],['P00439']
2120,Hexanoyl-CoA,DB02563,449118,46507427,CCCCCC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(O)(=O)OP(O)(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP(O)(O)=O)N1C=NC2=C1N=CN=C2N,"['Enoyl-CoA hydratase, mitochondrial']",['P30084']
2121,4-(dimethylamino)-N-[7-(hydroxyamino)-7-oxoheptyl]benzamide,DB02565,3994,46507995,CN(C)C1=CC=C(C=C1)C(=O)NCCCCCCC(=O)NO,['Histone deacetylase 8'],['Q9BY41']
2122,8-Hydroxy-4-(1-Hydroxyethyl)Quinoline-2-Carboxylic Acid,DB02566,5289243,46504771,[H][C@@](C)(O)C1=CC(=NC2=C1C=CC[C@]2([H])O)C(O)=O,"['Thiostrepton', '50S ribosomal protein L11']","['P0C8P8', 'P29395']"
2123,PD173955,DB02567,447077,46504639,CSC1=CC=CC(NC2=NC=C3C=C(C(=O)N(C)C3=N2)C2=C(Cl)C=CC=C2Cl)=C1,['Tyrosine-protein kinase transforming protein Abl'],['P00521']
2124,Peldesine,DB02568,60817,46505332,NC1=NC(=O)C2=C(N1)C(CC1=CN=CC=C1)=CN2,['Purine nucleoside phosphorylase'],['P00491']
2125,"2',3'-Dehydro-2',3'-Deoxy-Thymidine 5'-Diphosphate",DB02569,461279,46508621,CC1=CN([C@@H]2O[C@H](CO[P@@](O)(=O)OP(O)(O)=O)C=C2)C(=O)NC1=O,['Nucleoside diphosphate kinase A'],['P15531']
2126,PD150606,DB02570,444306,46508266,[H][C@](S)(CC1=CC=C(I)C=C1)C(O)=O,['Calpain small subunit 1'],['P04632']
2127,Allysine,DB02571,160603,46505195,[H]C(=O)CCC[C@H](N)C(O)=O,['Glutaminase-asparaginase'],['Q88K39']
2128,"1,3-bis-([3-[3-[3-(4-{3-[3-nitro-5-(galactopyranosyloxy)-benzoylamino]-propyl}-piperazin-1-yl)-propylamino-3,4-dioxo-cyclobutenyl]-amino-propoxy-ethoxy-ethoxy]-propyl-]amino-carbonyloxy)-2-amino-propane",DB02572,131704207,46504668,NC(CO\C(O)=N\CCCOCCOCCOCCCNC1=C(NCCCN2CCN(CCC\N=C(/O)C3=CC(=CC(OC4OC(CO)C(O)C(O)C4O)=C3)[N+]([O-])=O)CC2)C(=O)C1=O)CO\C(O)=N\CCCOCCOCCOCCCNC1=C(NCCCN2CCN(CCC\N=C(/O)C3=CC(=CC(O[C@H]4O[C@H](CO)[C@H](O)[C@H](O)[C@H]4O)=C3)[N+]([O-])=O)CC2)C(=O)C1=O,['Cholera enterotoxin subunit B'],['P01556']
2129,"2'-deoxycytidine-2'-deoxyadenosine-3',5'-monophosphate",DB02573,448286,46508944,[H]N([H])C1=NC(=O)N(C=C1)[C@H]1C[C@H](OP(O)(=O)OC[C@H]2O[C@H](C[C@@H]2O)N2C=NC3=C(N=CN=C23)N([H])[H])[C@@H](CO)O1,['Ribonuclease pancreatic'],['P07998']
2130,BV2,DB02574,131704208,46508919,NC(COC(=O)NCCCN1CCN(CCCNC(=O)C2=CC(=CC(OC3OC(CO)C(O)C(O)C3O)=C2)[N+]([O-])=O)CC1)COC(=O)NCCCN1CCN(CCCNC(=O)C2=CC(=CC(O[C@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)=C2)[N+]([O-])=O)CC1,['Cholera enterotoxin subunit B'],['P01556']
2131,F-Loop of Vitamin B12,DB02576,7311735,46506822,C[C@H](O)C[NH3+],['Methylaspartate mutase S chain'],['Q05488']
2132,N-[(6S)-6-Carboxy-6-(glycylamino)hexanoyl]-D-alanyl-D-alanine,DB02578,446306,46508348,[H]N([H])CC(=O)N([H])[C@@H](CCCCC(=O)N([H])[C@H](C)C(=O)N([H])[C@H](C)C(O)=O)C(O)=O,['D-alanyl-D-alanine carboxypeptidase'],['P15555']
2133,Acrylic Acid,DB02579,6581,46508370,OC(=O)C=C,['Beta-lactamase SHV-1'],['P0AD63']
2134,Pentaglyme,DB02580,70931,46506612,COCCOCCOCCOCCOCCOC,"['Profilin-2', 'Restriction endonuclease R.BpuJI', 'Eight-heme nitrite reductase', 'Uncharacterized protein', 'Sensor cyclic diguanylate phosphodiesterase, GAF and GAF domain-containing', 'Putative uncharacterized protein', '2,3-bisphosphoglycerate-dependent phosphoglycerate mutase', 'Adenylosuccinate synthetase', 'Hypothetical cytosolic protein', 'EDD domain protein, DegV family', 'Uncharacterized protein']","['P35080', 'A3FMN7', 'L0DSL2', 'Q82EE4', 'Q74EF5', 'B7JA91', 'Q3JWH7', 'Q8ZIV7', 'Q2LU76', 'A7B6P0', 'Q87MW5']"
2135,"N(2)-carbamimidoyl-N-{2-[4-(3-{4-[(5-carboxyfuran-2-yl)methoxy]-2,3-dichlorophenyl}-1-methyl-1H-pyrazol-5-yl)piperidin-1-yl]-2-oxoethyl}-D-leucinamide",DB02581,5288251,46505835,CC(C)C[C@@H](NC(N)=N)C(=O)NCC(=O)N1CCC(CC1)C1=CC(=NN1C)C1=CC=C(OCC2=CC=C(O2)C(O)=O)C(Cl)=C1Cl,['Interleukin-2'],['P60568']
2136,"N6-(2,5-Dimethoxy-Benzyl)-N6-Methyl-Pyrido[2,3-D]Pyrimidine-2,4,6-Triamine",DB02583,444617,46508317,COC1=CC(CN(C)C2=CC3=C(N=C2)N=C(N)N=C3N)=C(OC)C=C1,['Dihydrofolate reductase'],['P00374']
2137,4-(Hydroxymethyl)Benzamidine,DB02585,448513,46506913,NC(=N)C1=CC=C(CO)C=C1,['Trypsin-3'],['P35030']
2138,"4,7-Dimethyl-[1,10]Phenanthroline",DB02586,72792,46508081,CC1=CC=NC2=C3N=CC=C(C)C3=CC=C12,['Azurin'],['P00282']
