Drug,Cell
tanespimycin,Hs 578T
narciclasine,RL
canertinib,Hs 683
cabozantinib,SNU-1041
ZSTK474,SUP-B15
saracatinib,HEC-1-B
MLN2238,MDA-MB-468
ZSTK474,PA-TU-8902
neratinib,FaDu
NVP-TAE684,Hs 895.T
PHA-793887,A-375
cabozantinib,OPM-2
niclosamide,LUDLU-1
neopeltolide,HEL
pluripotin,Panc 10.05
necrosulfonamide,HEC-50B
KU-0063794,U266B1
vorinostat,EFO-27
BRD-K41597374,GDM-1
OSI-930,COR-L88
pifithrin-alpha,NCI-H2009
necrosulfonamide,RH-30
etoposide,PE/CA-PJ49
BRD-K26531177,ESS-1
paclitaxel,SNU-685
triptolide,HUP-T4
COL-3,SU-DHL-6
PI-103,BL-70
AZD6482,SNU-489
bleomycin A2,NCI-H322
PF-184,JeKo-1
cabozantinib,COLO 829
SCH-79797,HEC-1-B
NSC23766,TT
pifithrin-alpha,HUP-T3
AM-580,HuT 78
mitomycin,MDA-MB-468
cediranib,SK-MEL-3
barasertib,ONS-76
AM-580,NCI-H1581
PIK-93,HCC-95
dasatinib,KMS-27
MLN2238,CHP-126
chlorambucil,HEL
cytarabine hydrochloride,DMS 53
YM-155,A172
COL-3,MHH-CALL-3
cerulenin,HCC2218
cabozantinib,P3HR-1
saracatinib,KNS-81
NSC23766,HCC1954
neopeltolide,KLE
NSC23766,MM1-S
OSI-027,AsPC-1
STF-31,HCC-95
MG-132,SNU-869
dacarbazine,SW620
BRD-K34222889,GSS
niclosamide,MM1-S
linsitinib,COR-L105
BRD-K34222889,SK-HEP-1
BMS-754807,KMS-34
NSC632839,SNU-C5
CD-437,Calu-3
nakiterpiosin,Becker
paclitaxel,SW48
tamoxifen,HuCCT1
KW-2449,NCI-H2228
NSC632839,GSS
rigosertib,NCI-H2126
BMS-754807,SK-N-BE(2)
PF-184,HEL
phloretin,OV-90
mitomycin,SK-N-DZ
nintedanib,EB1
niclosamide,BEN
necrosulfonamide,SK-HEP-1
mitomycin,SU-DHL-1
PI-103,NCI-H1693
topotecan,JHUEM-2
BRD-K66532283,MOLM-6
hyperforin,NCI-H226
CD-437,SW620
OSI-027,SNU-182
BRD-K52037352,LN-18
OSI-930,HEC-151
bexarotene,TE-6
CD-437,SKM-1
parbendazole,SNU-182
narciclasine,COLO 684
alisertib,NCI-H2122
Compound 7d-cis,GDM-1
cabozantinib,SCC-25
neratinib,IGR-39
cerulenin,NCI-H2087
BI-2536,SNU-840
neratinib,SK-N-FI
narciclasine,MFE-319
pluripotin,NCI-H446
KW-2449,KASUMI-1
daporinad,HMCB
HBX-41108,Hs 683
PI-103,MDA-MB-415
KHS101,SNU-719
isoevodiamine,MOTN-1
ML239,SK-MEL-2
sunitinib,Ishikawa (Heraklio) 02 ER-
TPCA-1,A-375
niclosamide,NCI-H2122
fingolimod,PK-1
austocystin D,ONCO-DG-1
COL-3,OCI-LY3
SCH-79797,BT-20
neratinib,OUMS-23
simvastatin,SNU-886
PHA-793887,DEL
docetaxel,ST486
pifithrin-mu,SUP-T11
canertinib,PF-382
fingolimod,JK-1
vorinostat,CAL-62
BRD-K45681478,U-2 OS
obatoclax,NCI-H1581
RAF265,ONCO-DG-1
TW-37,AsPC-1
mitomycin,IMR-32
N9-isopropylolomoucine,SNU-46
PHA-793887,MFE-319
canertinib,NCI-H1155
PRIMA-1,KLE
fluvastatin,RERF-LC-MS
RAF265,NCI-H2452
KU-0063794,DV-90
KU-0063794,B-CPAP
LE-135,SCC-4
dasatinib,FTC-238
PI-103,ACC-MESO-1
daporinad,YD-38
decitabine,KMS-27
etoposide,RH-30
NVP-231,HPB-ALL
KU-55933,SK-CO-1
CHIR-99021,MHH-CALL-3
MLN2238,NCI-H1299
pluripotin,ME-1
STF-31,SNU-685
AZD6482,NCI-H226
KW-2449,NCI-H1581
salermide,HGC-27
PDMP,GDM-1
SMER-3,THP-1
nakiterpiosin,ST486
abiraterone,NCI-H2444
topotecan,U-251 MG
BRD-K26531177,THP-1
neratinib,LUDLU-1
fluvastatin,GSS
saracatinib,NCI-H1373
nakiterpiosin,HCC-366
OSI-930,NCI-H1581
pluripotin,ESS-1
HBX-41108,Hs 611.T
NSC632839,HUP-T3
chlorambucil,HL-60
GW-405833,IPC-298
dasatinib,SU-DHL-1
entinostat,BEN
DBeQ,OVK18
CD-437,RPMI-8402
NVP-TAE684,SNU-601
Compound 7d-cis,HCC1569
RAF265,KMBC-2
BRD-A94377914,GSS
PF-3758309,COR-L88
Ko-143,HEC-50B
gemcitabine,OVTOKO
KHS101,NCI-H526
sunitinib,LCLC-103H
SCH-79797,ST486
saracatinib,SNU-475
FQI-2,8505C
BRD-K34222889,OV56
Ch-55,HL-60
fluvastatin,KMS-27
tanespimycin,KCL-22
barasertib,HEC-251
alisertib,MDA-MB-468
sorafenib,NCI-H2228
NVP-TAE684,8505C
valdecoxib,ZR-75-1
BI-2536,SCC-25
NVP-231,NCI-H2081
NVP-TAE684,MG-63
sunitinib,U-87 MG
GW-405833,RL
triazolothiadiazine,ACC-MESO-1
ABT-737,COV362
parbendazole,WM1799
dacarbazine,J82
BRD-K24690302,Hs 822.T
AT13387,MFE-296
AT13387,U-BLC1
curcumin,MOLM-6
paclitaxel,NCI-H2228
STF-31,KYM-1
tanespimycin,PA-TU-8902
LE-135,CAL-120
canertinib,MFE-319
CAL-101,HCC1419
entinostat,HCC-1438
SMER-3,HUP-T3
topotecan,TE-8
entinostat,PK-1
silmitasertib,VMRC-RCZ
BRD-K45681478,SW 1783
KW-2449,FU97
BMS-754807,A172
topotecan,SNU-410
B02,MG-63
obatoclax,HPAF-II
NVP-231,TE-11
KHS101,EFO-27
axitinib,FTC-133
alisertib,KYSE-70
A-804598,NCI-H1435
dasatinib,NCI-H716
AZD6482,HuCCT1
BMS-754807,NCI-H1694
WP1130,ZR-75-1
narciclasine,U-2 OS
cabozantinib,JHUEM-2
PIK-93,SNU-1272
marinopyrrole A,GAMG
nakiterpiosin,NCI-H2087
TW-37,SNU-46
OSI-930,SNU-1196
narciclasine,U266B1
NSC632839,SUP-B15
vorinostat,DAN-G
FQI-2,KP-N-SI9s
nakiterpiosin,IA-LM
triptolide,NCI-H1755
BRD-K34222889,MDA-MB-157
indisulam,P3HR-1
nutlin-3,OCI-AML2
bleomycin A2,NCI-H2286
salermide,NCI-H2196
CD-437,LN-229
dacarbazine,42-MG-BA
RAF265,RL
neratinib,LN-229
gemcitabine,MDA-MB-468
austocystin D,NCI-H2122
rigosertib,LS 180
parbendazole,Calu-1
sunitinib,NCI-H1435
MLN2238,HuCCT1
SCH-79797,KMBC-2
LRRK2-IN-1,EFE-184
cediranib,NCI-H1915
KU-0063794,CML-T1
ZSTK474,RI-1
bleomycin A2,KYM-1
ETP-46464,SNU-449
N9-isopropylolomoucine,KMRC-3
narciclasine,NCI-H1155
TPCA-1,MONO-MAC-1
obatoclax,A2058
KU-55933,SNU-466
HBX-41108,DND-41
triptolide,G-361
RG-108,MDA-MB-231
entinostat,NCI-H358
KHS101,A-375
austocystin D,OV-90
NSC632839,CAL-62
YM-155,RERF-LC-MS
triptolide,MONO-MAC-1
CD-1530,AU565
isoevodiamine,KASUMI-1
BRD-K34222889,MFE-296
gossypol,BL-70
cediranib,RCC10RGB
ML239,BEN
narciclasine,SK-MEL-2
vandetanib,HMCB
parbendazole,U-251 MG
OSI-027,PL-21
WP1130,KLE
RAF265,NCI-H1581
TPCA-1,B-CPAP
marinopyrrole A,SW 1783
pyrazolanthrone,TE-11
AZD6482,RL
chlorambucil,MHH-CALL-3
rigosertib,LU99
NSC23766,SK-N-AS
PI-103,EB1
rigosertib,JIMT-1
bleomycin A2,23132/87
AZD6482,MDA-MB-468
nakiterpiosin,KNS-81
etoposide,SK-OV-3
paclitaxel,RL
LE-135,DMS 53
sorafenib,TM-31
mitomycin,NCI-H2052
OSI-027,COR-L105
narciclasine,RCM-1
BRD-K66532283,RL
alisertib,DMS 273
YM-155,Hs 611.T
ZSTK474,SCC-9
topotecan,AU565
UNC0638,FTC-238
triazolothiadiazine,HCC-366
tamatinib,NCI-H1666
ZSTK474,SNU-1196
RAF265,CML-T1
PI-103,Panc 03.27
PRIMA-1,NCI-H2452
rigosertib,HEL
BRD-K33199242,MDA-MB-157
NVP-231,MG-63
fingolimod,PA-TU-8902
FQI-2,PSN1
SMER-3,COR-L105
nakiterpiosin,Panc 03.27
neratinib,RMG-I
WP1130,SNU-719
BI-2536,U-2 OS
paclitaxel,JHH-6
importazole,TE-8
lapatinib,SNU-1041
PI-103,NCI-H2444
necrosulfonamide,HCC202
triptolide,DEL
NSC632839,42-MG-BA
CIL55A,SNU-182
curcumin,KYSE-30
KHS101,LS123
docetaxel,Set-2
necrosulfonamide,Hs 729
sorafenib,A-204
tanespimycin,NH-6
KW-2449,KASUMI-2
BI-2536,SNU-1196
cediranib,KP-2
niclosamide,PL-21
paclitaxel,Hs 729
NVP-TAE684,A2058
curcumin,SUP-B15
ABT-737,NCI-H2009
tamatinib,KALS-1
RAF265,KYSE-180
etoposide,HuH-6
AT13387,LK-2
WP1130,U-251 MG
KU-0063794,GSS
palmostatin B,NCI-H1755
CAL-101,Calu-3
austocystin D,NCI-H1395
MLN2238,U266B1
BMS-754807,RCM-1
GANT-61,DBTRG-05MG
phloretin,SNU-410
CD-1530,MONO-MAC-1
tivozanib,NCI-H1581
GANT-61,COR-L105
dasatinib,OCI-M1
PHA-793887,AU565
dasatinib,Calu-3
mitomycin,TOV-21G
BRD-K34222889,NCI-H1755
MK-2206,EN
CD-437,JeKo-1
OSI-930,CAL-120
PIK-93,SCC-25
PDMP,KMRC-3
BI-2536,KNS-60
WP1130,KASUMI-2
curcumin,TCCSUP
Ch-55,G-361
NVP-TAE684,SW620
isoevodiamine,LS 180
Ch-55,NCI-H2081
MLN2238,SCC-4
vorinostat,MOR/CPR
cabozantinib,J82
RAF265,AU565
fingolimod,HCC1954
fingolimod,KYSE-70
narciclasine,Hs 729
bleomycin A2,OCI-AML2
MLN2238,GP2d
ZSTK474,NCI-H716
KU-0063794,HT115
parbendazole,MDA-MB-157
ETP-46464,NCI-H1563
obatoclax,DMS 454
PD 153035,SCC-9
ZSTK474,SNU-175
isoevodiamine,Becker
narciclasine,SNU-886
FQI-2,HCC4006
CI-976,UACC-62
dasatinib,KMRC-3
methylstat,HCC1419
epigallocatechin-3-monogallate,MM1-S
dasatinib,NCI-H1563
skepinone-L,MDA-MB-157
curcumin,SNU-719
PF-3758309,IMR-32
CD-437,NCI-H2228
NVP-231,HCC-366
cabozantinib,VMRC-RCZ
CD-437,HCT 116
bleomycin A2,DK-MG
DBeQ,COLO 684
CI-976,EFE-184
BRD-K34222889,GI-1
B02,ACC-MESO-1
lapatinib,BICR 22
DBeQ,GAMG
marinopyrrole A,JHH-6
triazolothiadiazine,KP-2
KW-2449,SU-DHL-6
MLN2238,NCI-H2452
WP1130,HH
CD-437,NCI-H2286
BRD-K26531177,GP2d
bleomycin A2,EHEB
PI-103,GSS
cytarabine hydrochloride,Panc 10.05
SCH-79797,SNU-601
MGCD-265,SW48
DBeQ,RCM-1
BRD-K34222889,NH-6
PD 153035,LC-1/sq-SF
PRIMA-1,TOV-112D
nilotinib,HCC4006
SCH-79797,KYSE-180
curcumin,DMS 273
tanespimycin,HCC1419
Compound 23 citrate,Hs 822.T
PRIMA-1,BCP-1
NVP-TAE684,NCI-H1650
entinostat,JIMT-1
gossypol,MOR/CPR
entinostat,"G-292, clone A141B1"
Ch-55,Hs 822.T
topotecan,PEER
MLN2238,GSS
NVP-TAE684,HT-1376
nakiterpiosin,DEL
PHA-793887,IPC-298
cabozantinib,BC-3C
B02,MHH-CALL-3
MLN2238,IMR-32
PI-103,SNU-840
saracatinib,NCI-H1299
entinostat,DMS 273
BRD-K34222889,NCI-H1650
MLN2238,BxPC-3
BRD-K26531177,EFO-27
NSC632839,CHP-126
fingolimod,MM1-S
cabozantinib,JIMT-1
BRD-K80183349,AsPC-1
bleomycin A2,SNU-1041
obatoclax,MFE-296
methylstat,OV-90
nakiterpiosin,U-2 OS
vandetanib,NCI-H441
TW-37,KNS-81
CAL-101,DMS 79
MLN2238,HCC-366
BI-2536,DND-41
NVP-TAE684,Becker
curcumin,RL
vorinostat,MHH-ES-1
Ch-55,SNU-1272
gemcitabine,OPM-2
GW-405833,NCI-H1581
paclitaxel,HEC-1-B
NSC23766,BEN
daporinad,HCC-56
marinopyrrole A,COV362
B02,EN
CIL55A,RH-30
barasertib,SU-DHL-6
PHA-793887,SU-DHL-1
OSI-930,Ishikawa (Heraklio) 02 ER-
vorinostat,BL-70
marinopyrrole A,SNU-685
pluripotin,ONCO-DG-1
isoevodiamine,RPMI-8402
obatoclax,SK-OV-3
PF-3758309,NCI-H1693
CIL55A,NCI-H441
dasatinib,HEC-1-B
PHA-793887,MFE-296
Ch-55,SK-N-DZ
rigosertib,NCI-H441
pandacostat,SK-MEL-2
paclitaxel,8305C
LRRK2-IN-1,NCI-H1694
dasatinib,EN
pluripotin,FTC-238
NVP-231,LS 180
fluvastatin,SNU-1041
NVP-TAE684,BC-3C
SMER-3,MOTN-1
isoevodiamine,ACC-MESO-1
RAF265,MHH-CALL-3
SMER-3,CML-T1
dasatinib,BC-3C
lapatinib,NCI-H2141
narciclasine,MHH-ES-1
paclitaxel,NCI-H209
OSI-027,Becker
docetaxel,EN
mitomycin,KASUMI-1
cabozantinib,YD-8
PF-184,ONS-76
mitomycin,PEER
PI-103,NCI-H1581
austocystin D,A-204
nakiterpiosin,Hs 683
MLN2238,MG-63
B02,LU65
RITA,BCP-1
VER-155008,PL-21
nutlin-3,NCI-H2122
daporinad,HCC-1438
AZD6482,NCI-H358
triazolothiadiazine,JeKo-1
YM-155,COLO-320
BRD-K45681478,ACC-MESO-1
ABT-737,SNU-C5
BRD-A94377914,QGP-1
SCH-79797,NCI-H1666
cerulenin,TE-5
mitomycin,SNU-475
XL765,LU65
fluvastatin,OVTOKO
tivozanib,SW1417
BI-2536,MHH-ES-1
STF-31,FTC-133
WP1130,JURKAT
sorafenib,JURKAT
parbendazole,GSS
SMER-3,Hs 729
parbendazole,MOTN-1
niclosamide,MDST8
CAL-101,KP-N-YN
mitomycin,FTC-238
TW-37,NCI-H1755
tamatinib,42-MG-BA
MLN2238,LC-1/sq-SF
ZSTK474,NCI-H2196
YM-155,SNU-719
PIK-93,NCI-H1703
docetaxel,MFE-319
BRD-K01737880,U-BLC1
fluvastatin,TOV-112D
fingolimod,ME-1
NSC23766,CAL-62
A-804598,NCI-H226
CD-437,SK-LMS-1
BI-2536,DK-MG
tivozanib,BEN
CAL-101,KG-1-C
BRD-K34485477,BEN
PI-103,COV362
KHS101,LK-2
nintedanib,UACC-257
NVP-231,MJ
bleomycin A2,DEL
AT13387,OCI-AML5
valdecoxib,RMG-I
chlorambucil,FTC-133
mitomycin,SNU-1196
gemcitabine,FU97
marinopyrrole A,BICR 22
KW-2449,PA-TU-8902
MLN2238,MEL-HO
PF-3758309,UACC-257
PIK-93,SNU-840
alisertib,LN-18
pluripotin,SK-OV-3
sunitinib,A-375
gemcitabine,HL-60
RITA,NCI-H1435
mitomycin,DV-90
nakiterpiosin,AMO-1
niclosamide,THP-1
SRT-1720,JHH-6
TW-37,TE-5
triptolide,NCI-H1651
fingolimod,NCI-H2052
MGCD-265,MV-4-11
DBeQ,JHH-6
tanespimycin,KMBC-2
AT13387,NCI-H2196
alisertib,HCC827
gemcitabine,MONO-MAC-1
COL-3,NCI-H1755
importazole,OVK18
cabozantinib,NCI-H716
docetaxel,SK-N-BE(2)
entinostat,LN-18
RAF265,PA-TU-8902
salermide,NCI-H2228
rigosertib,SK-N-BE(2)
curcumin,LXF-289
curcumin,SNU-1041
alisertib,Calu-1
ETP-46464,NCI-H2444
gemcitabine,SUP-T1
nakiterpiosin,GP2d
AM-580,SK-N-DZ
pandacostat,NCI-H1651
fingolimod,Ishikawa (Heraklio) 02 ER-
nakiterpiosin,TE-11
PHA-793887,GOS-3
chlorambucil,KMS-34
tigecycline,HEC-151
YM-155,SK-HEP-1
NVP-231,P12-ICHIKAWA
BRD-K33199242,P3HR-1
SCH-79797,NCI-H1339
triazolothiadiazine,ME-1
N9-isopropylolomoucine,HCC4006
sunitinib,NCI-H1734
AM-580,KALS-1
entinostat,EPLC-272H
OSI-027,COLO-800
daporinad,WM-793
cerulenin,P31/FUJ
silmitasertib,HUP-T3
alisertib,BL-70
narciclasine,COV434
NVP-TAE684,SNU-478
CI-976,AsPC-1
BRD-K26531177,L-1236
gemcitabine,RI-1
marinopyrrole A,NCI-H446
axitinib,A-375
nakiterpiosin,SJSA-1
ZSTK474,NCI-H2228
DBeQ,Hs 578T
TW-37,SK-N-BE(2)
cabozantinib,NCI-H358
sorafenib,HuH-6
CD-1530,TOV-112D
entinostat,LS123
PIK-93,BICR 16
KU-0063794,SW 1783
NSC632839,KASUMI-2
gemcitabine,HT115
fluvastatin,SNU-869
cabozantinib,NCI-H1792
BRD-K26531177,SNU-1196
isoevodiamine,DMS 273
SMER-3,BC-3C
MK-2206,Becker
ML050,Hs 822.T
lapatinib,SCC-9
manumycin A,COV362
BRD-A94377914,HUP-T4
obatoclax,U266B1
sunitinib,GAMG
skepinone-L,A-498
daporinad,GMS-10
marinopyrrole A,ME-1
BRD-K85133207,SK-MM-2
DBeQ,P3HR-1
tanespimycin,SNU-601
sorafenib,OCI-AML5
NVP-TAE684,UACC-257
gemcitabine,TC-71
Compound 23 citrate,MHH-NB-11
phloretin,B-CPAP
vorinostat,NCI-H1694
NSC632839,TOV-21G
cytarabine hydrochloride,KMS-27
bleomycin A2,MFE-296
triazolothiadiazine,NCI-H2081
AT13387,DAN-G
fluvastatin,NCI-H2342
nilotinib,NCI-H2126
imatinib,42-MG-BA
sunitinib,KMBC-2
isoevodiamine,RL
austocystin D,JIMT-1
etoposide,NCI-H2009
BRD-K34222889,DBTRG-05MG
paclitaxel,SU-DHL-6
etoposide,SK-CO-1
canertinib,OCI-AML5
pluripotin,HCC-56
TGX-221,KALS-1
MLN2238,LS 180
importazole,NCI-H1651
vandetanib,MFE-319
chlorambucil,NCI-H1155
entinostat,SW48
valdecoxib,HuH-6
PHA-793887,ONS-76
axitinib,Hs 578T
narciclasine,BC-3C
TPCA-1,JURKAT
vorinostat,COV434
NSC 74859,KP-N-YN
mitomycin,Hs 895.T
topotecan,KALS-1
YM-155,NCI-H1703
indisulam,HGC-27
obatoclax,OV56
BRD-K26531177,NCI-H1650
vandetanib,JK-1
KU-55933,CAL-120
nakiterpiosin,COLO-800
entinostat,MEL-HO
neopeltolide,SNU-489
triazolothiadiazine,MFE-296
DBeQ,Set-2
AM-580,SU.86.86
parbendazole,LK-2
PIK-93,GOS-3
narciclasine,TM-31
valdecoxib,KALS-1
sunitinib,LC-1/sq-SF
cabozantinib,KCL-22
SMER-3,SNU-478
PHA-793887,THP-1
CAL-101,LN-229
PF-184,ONCO-DG-1
triazolothiadiazine,SK-HEP-1
mitomycin,Hs 683
CD-437,HUP-T4
neratinib,SK-HEP-1
cediranib,AU565
narciclasine,IA-LM
vorinostat,Calu-1
necrosulfonamide,G-361
PF-3758309,FTC-133
alisertib,SNU-886
vorinostat,NCI-H1563
nilotinib,YD-8
KU-0063794,HuCCT1
sorafenib,BxPC-3
QS-11,LCLC-103H
SRT-1720,HCC202
DBeQ,SF126
tivozanib,WM1799
gossypol,OV-90
nilotinib,KP-2
HBX-41108,HGC-27
DBeQ,P31/FUJ
MK-2206,MDA-MB-468
parbendazole,SU-DHL-4
barasertib,GOS-3
PIK-93,HCC827
PRIMA-1,NCI-H1755
FQI-2,DMS 454
vandetanib,Calu-3
TW-37,NCI-H322
MGCD-265,HCC1954
ETP-46464,NCI-H1339
KU-0063794,COR-L88
cabozantinib,DEL
KU-60019,HCC1954
niclosamide,A549
mitomycin,SW 1783
BRD-K45681478,JHH-5
WP1130,SF126
paclitaxel,LUDLU-1
fingolimod,EHEB
paclitaxel,Calu-3
gossypol,HCT 116
PHA-793887,8305C
mitomycin,NCI-H2087
indisulam,NCI-H2009
triazolothiadiazine,Hs 578T
BRD-K34222889,NCI-H1563
nutlin-3,HEC-1-B
brivanib,DEL
PHA-793887,KNS-81
CAL-101,NCI-H1650
DBeQ,KALS-1
niclosamide,SW48
MLN2238,MDA-MB-231
PF-184,DV-90
SCH-79797,ONS-76
marinopyrrole A,GOS-3
PRIMA-1,WM-793
ML239,PEER
ETP-46464,CHP-126
triptolide,COLO 829
sorafenib,COV362
obatoclax,SK-LMS-1
BI-2536,MDA-MB-361
obatoclax,SNU-719
CD-1530,IA-LM
austocystin D,HEC-251
dasatinib,Hs 822.T
paclitaxel,HuH28
curcumin,A101D
vorinostat,KCL-22
A-804598,COR-L88
fingolimod,HPAF-II
etoposide,Hs 729
OSI-027,OCI-LY3
axitinib,ME-1
NVP-TAE684,MOR/CPR
KW-2449,BICR 31
BI-2536,UACC-62
alisertib,EFE-184
STF-31,SK-HEP-1
importazole,HCC-1438
neratinib,NCI-H716
CD-1530,HL-60
NSC23766,NCI-H1666
MLN2238,SNU-869
cytarabine hydrochloride,HL-60
KHS101,JURKAT
topotecan,LXF-289
alisertib,SNU-46
AZD6482,LN-18
rigosertib,SNU-1041
entinostat,Hs 729
fingolimod,DK-MG
paclitaxel,SNU-423
nakiterpiosin,MDA-MB-361
TW-37,697
entinostat,MC116
WP1130,NCI-H716
cyanoquinoline 11,TE-1
fluvastatin,MG-63
NSC23766,NCC-StC-K140
BRD-K26531177,HCC202
triptolide,SCaBER
austocystin D,GP2d
MG-132,RVH-421
parbendazole,NCI-H226
BI-2536,NCI-H322
barasertib,OCI-AML2
triazolothiadiazine,MONO-MAC-1
NVP-TAE684,KLE
N9-isopropylolomoucine,RCC10RGB
MLN2238,A101D
bleomycin A2,JHUEM-2
cytarabine hydrochloride,NCI-H1703
curcumin,COLO-320
etoposide,SNU-1079
cytarabine hydrochloride,G-361
KW-2449,NCI-H1792
CIL55A,JIMT-1
sorafenib,42-MG-BA
paclitaxel,GMS-10
sorafenib,SNU-423
gossypol,VMRC-RCZ
NSC23766,P3HR-1
PF-3758309,SK-N-FI
vorinostat,KMS-34
cytarabine hydrochloride,SK-N-BE(2)
CI-976,A-498
KW-2449,NCI-H226
fingolimod,HMCB
topotecan,RL
cabozantinib,NCI-H1650
MK-2206,KALS-1
paclitaxel,EPLC-272H
TPCA-1,AMO-1
CIL55A,RI-1
narciclasine,MOTN-1
curcumin,MHH-NB-11
entinostat,SNU-840
CAL-101,HPAF-II
nakiterpiosin,AU565
rigosertib,SCC-9
RG-108,HGC-27
N9-isopropylolomoucine,HCC-1833
vandetanib,DV-90
cerulenin,SUP-T11
SRT-1720,SK-MM-2
PRIMA-1-Met,MHH-CALL-3
BRD-K11533227,IMR-32
NSC632839,BEN
rigosertib,LS411N
PRIMA-1,HT115
etoposide,Calu-1
PDMP,LC-1/sq-SF
UNC0638,GSS
neratinib,EB1
CD-1530,ZR-75-1
SMER-3,HCT 116
pluripotin,HL-60
HBX-41108,OCI-M1
NVP-231,SK-N-BE(2)
pluripotin,SKM-1
PIK-93,HL-60
ETP-46464,ME-1
marinopyrrole A,SU-DHL-4
paclitaxel,NCI-H2126
MK-2206,NCI-H1299
mitomycin,JeKo-1
RITA,ZR-75-1
KU-0063794,SCC-9
NSC23766,SNU-5
phloretin,NCI-H2122
ABT-737,SK-LMS-1
DBeQ,MFE-296
nintedanib,NCI-H1581
BRD-K45681478,COLO-800
MG-132,NCI-H716
salermide,OPM-2
topotecan,A2058
GANT-61,TE-5
niclosamide,ME-1
ML203,COR-L88
manumycin A,HCC4006
sunitinib,NCI-H2452
manumycin A,BT-20
fluvastatin,SNU-182
vorinostat,DMS 53
spautin-1,SNU-C5
ETP-46464,PE/CA-PJ49
NVP-231,HEL
docetaxel,OPM-2
AZD6482,SW1417
marinopyrrole A,NCI-H2286
ZSTK474,BT-20
PF-184,NCI-H2052
valdecoxib,FU97
vandetanib,RCC10RGB
marinopyrrole A,SCaBER
cytarabine hydrochloride,SNU-175
vorinostat,NCI-H1581
BI-2536,NCI-H2405
isoevodiamine,KCL-22
triptolide,Hs 729
obatoclax,GP2d
marinopyrrole A,SU.86.86
TGX-221,NCI-H1650
gossypol,HPAF-II
RAF265,NCI-H441
STF-31,A-204
rigosertib,NCI-H1651
MK-2206,NCI-H1703
neratinib,RVH-421
cediranib,NH-6
Compound 7d-cis,BL-70
STF-31,A2058
pluripotin,COR-L51
KU-55933,NCI-H2126
MLN2238,MC116
rigosertib,QGP-1
docetaxel,VCaP
parbendazole,SCC-9
KHS101,SNU-869
nintedanib,MHH-CALL-3
vandetanib,DK-MG
BRD-K26531177,WM-793
fingolimod,HUP-T4
rigosertib,SK-CO-1
dasatinib,DV-90
silmitasertib,SW620
triptolide,BICR 22
BRD-K45681478,23132/87
HBX-41108,COV362
CD-437,PSN1
niclosamide,LN-229
vandetanib,NUGC-4
YM-155,LXF-289
saracatinib,HCC4006
linsitinib,SNU-1196
vorapaxar,SNU-475
BRD-K34222889,SK-OV-3
etoposide,NCI-H1650
UNC0638,SNU-182
methylstat,DMS 454
NSC632839,SNU-423
canertinib,HEC-251
WP1130,LCLC-103H
AM-580,Panc 03.27
TPCA-1,NCI-H716
curcumin,HOS
bexarotene,HCT 116
niclosamide,RH-30
AZD6482,KMRC-3
YM-155,U-BLC1
RAF265,SK-BR-3
SCH-79797,JeKo-1
CIL55A,MV-4-11
PI-103,AMO-1
erismodegib,ACC-MESO-1
ABT-737,SK-N-BE(2)
topotecan,KMBC-2
CD-437,Hs 578T
obatoclax,MM1-S
DBeQ,HCC2218
methylstat,KP-N-SI9s
KU-0063794,JL-1
KHS101,HEL
etoposide,Hs 611.T
topotecan,NCI-H2196
BRD-K26531177,HGC-27
vorinostat,MOTN-1
BI-2536,HT-144
PF-184,GDM-1
tanespimycin,SNU-182
MK-2206,KASUMI-2
obatoclax,HUP-T3
obatoclax,EFE-184
daporinad,TE-1
TW-37,NCI-H2141
vorinostat,MV-4-11
BRD-K26531177,RPMI-8402
AZD6482,NCI-H2052
neratinib,SNU-C5
vandetanib,SJSA-1
pluripotin,TOV-112D
RAF265,RVH-421
manumycin A,SU-DHL-6
WP1130,NCI-H1666
parbendazole,Capan-1
tamoxifen,NCI-H358
narciclasine,NCI-H2196
ETP-46464,NCI-H1703
silmitasertib,IA-LM
curcumin,KMRC-3
etoposide,KMS-34
SCH-79797,TE-5
SCH-79797,SNU-1041
CD-437,LN-18
BI-2536,MONO-MAC-1
narciclasine,NCI-H1395
WP1130,LXF-289
paclitaxel,TUHR4TKB
DNMDP,SNU-449
tanespimycin,A-498
PF-184,SF126
dasatinib,KMBC-2
Compound 23 citrate,ONCO-DG-1
KW-2449,KYSE-70
PRIMA-1,SK-N-FI
ZSTK474,SNU-1041
TW-37,RH-18
SMER-3,NCI-H1703
NVP-231,DMS 79
docetaxel,SK-MEL-3
triptolide,IA-LM
austocystin D,LUDLU-1
SCH-79797,NCI-H446
lapatinib,HuCCT1
neopeltolide,LN-18
WP1130,NCI-H526
topotecan,CHP-126
BRD-K34222889,BICR 16
thalidomide,SNU-475
PHA-793887,U-BLC1
nakiterpiosin,EPLC-272H
cerulenin,"G-292, clone A141B1"
barasertib,FU97
PIK-93,MG-63
obatoclax,NCI-H1339
BI-2536,NCI-H2009
OSI-027,P12-ICHIKAWA
triazolothiadiazine,RERF-LC-MS
NVP-231,Becker
PRIMA-1,SK-BR-3
austocystin D,SK-N-AS
tigecycline,MM1-S
barasertib,HGC-27
MGCD-265,SF126
tanespimycin,HuH28
brivanib,DND-41
tivozanib,NH-6
KHS101,NCI-H1339
PI-103,HT-1376
marinopyrrole A,OCI-AML2
sunitinib,DMS 273
