DRUG_NAME,CELL_LINE_NAME
Selumetinib,LC-1-sq
Ipatasertib,CAL-78
Ibrutinib,JHH-6
Taselisib,HCC1428
Tanespimycin,A101D
Paclitaxel,DK-MG
Ribociclib,HPAC
Vinorelbine,HCC70
Ribociclib,HCC1806
Bosutinib,CAS-1
Tanespimycin,NCI-H209
Sapitinib,HuO-3N1
Sinularin,SKG-IIIa
Motesanib,A704
Dabrafenib,OAW-28
Trametinib,ES4
Dabrafenib,SCC90
Bromosporine,MFE-319
Paclitaxel,NCI-H747
Bosutinib,CFPAC-1
Selumetinib,T84
Irinotecan,TGBC1TKB
Docetaxel,SKG-IIIa
Buparlisib,NCC021
Talazoparib,GAK_cell
Vinorelbine,BICR31
Bortezomib,CADO-ES1
Taselisib,PANC-03-27
Venetoclax,LB373-MEL-D
Cediranib,MDA-MB-231
Paclitaxel,NCI-H250
Dabrafenib,NCI-H747
Cediranib,NCI-H1781
MK-2206,CAL-62
Buparlisib,PANC-04-03
Buparlisib,NCI-H28
Docetaxel,SK-MEL-1
Dabrafenib,ECC10
Irinotecan,BT-483
Palbociclib,SW948
MK-2206,DoTc2-4510
Trametinib,NCI-H835
Dabrafenib,NCI-H358
Bromosporine,NCI-H1781
Dihydrorotenone,MDA-MB-231
Buparlisib,YKG-1
Ribociclib,NCI-H2228
Palbociclib,MEG-01
Taselisib,TOV-21G
Lapatinib,NB10
Ibrutinib,DMS-114
Talazoparib,OACM5-1
Afatinib,FU97
Selumetinib,NCI-H1869
Motesanib,J82
Dabrafenib,SK-MG-1
Refametinib,NAMALWA
Irinotecan,NCI-H2172
Taselisib,GAK_cell
Vinorelbine,NCI-H2085
Paclitaxel,KP-3
Dihydrorotenone,NCI-H661
Dihydrorotenone,Ca-Ski
Talazoparib,SK-MG-1
Refametinib,DBTRG-05MG
Pictilisib,MDA-MB-157
Ribociclib,GI-1
Vinorelbine,SW780
Venetoclax,SU-DHL-1
Ibrutinib,RH-1
Bosutinib,PEO1
Vorinostat,PA-TU-8988T
Ribociclib,SW948
Osimertinib,SW948
Tanespimycin,COR-L321
Lapatinib,KU-19-19
Taselisib,L-540
Taselisib,NCI-H23
Afatinib,EVSA-T
Ribociclib,U-266
Dabrafenib,REH
Dabrafenib,NCI-H2085
Sinularin,NCI-H28
Bortezomib,HCC-15
Trametinib,NCI-H250
Selumetinib,A253
Selumetinib,Ca-Ski
Methotrexate,SK-LU-1
Sapitinib,G-MEL
Tanespimycin,LS-1034
Bortezomib,NCI-H358
Pictilisib,KYSE-140
Ibrutinib,DBTRG-05MG
Ipatasertib,NCI-H661
Palbociclib,TE-8
Selumetinib,MPP-89
Venetoclax,C3A
Refametinib,Becker
Ribociclib,NCI-H1341
Ibrutinib,SW620
Bromosporine,JIMT-1
Sinularin,NCI-H1563
Bosutinib,KMRC-1
Sinularin,PSN1
Paclitaxel,EW-24
Paclitaxel,SNU-C1
Vinorelbine,WM35
MK-2206,MDA-MB-157
Motesanib,NCI-H661
Buparlisib,SCC90
Dabrafenib,EFM-192A
Ribociclib,LB373-MEL-D
Docetaxel,EW-13
Taselisib,SNU-1040
Ribociclib,BICR78
Sinularin,RERF-LC-KJ
Vinorelbine,SW626
Pictilisib,A704
Irinotecan,BB49-HNC
Tanespimycin,SNU-C1
Bosutinib,NCI-H441
Ribociclib,SW962
Trametinib,SU-DHL-16
Motesanib,MG-63
Ipatasertib,TYK-nu
Afatinib,PCI-30
Osimertinib,PEO1
Afatinib,MPP-89
Bosutinib,NCI-H1963
Methotrexate,SU-DHL-4
Docetaxel,SU8686
Methotrexate,NCI-H810
Afatinib,SNU-C1
Bosutinib,NCI-H2172
Tretinoin,CAKI-1
Selumetinib,CAS-1
Bromosporine,JHH-2
Selumetinib,MDA-MB-157
Refametinib,MS751
Cediranib,SK-OV-3
Ipatasertib,EJM
Ibrutinib,TC-71
Lapatinib,EW-13
Dihydrorotenone,LS-513
Venetoclax,NCC021
Sinularin,NCI-H2023
Cediranib,EW-16
Motesanib,SW156
Refametinib,RCC-AB
Osimertinib,no-10
Vinorelbine,no-10
Paclitaxel,NCI-H2141
Palbociclib,DoTc2-4510
Taselisib,SNU-423
Trametinib,DoTc2-4510
Savolitinib,RCC-JF
Cediranib,RF-48
Teniposide,JHH-4
Ipatasertib,KYSE-410
Irinotecan,HCC1428
Dabrafenib,HCC70
Venetoclax,A431
Dihydrorotenone,G-MEL
Ribociclib,EN
Dasatinib,NUGC-4
Selumetinib,NCI-H1876
Docetaxel,ECC12
Docetaxel,NCI-H358
Refametinib,RERF-LC-KJ
Selumetinib,CTB-1
Pictilisib,NCI-H1435
Teniposide,NCI-H2085
Refametinib,KP-2
MK-2206,L-540
Savolitinib,PA-TU-8902
Bortezomib,NUGC-3
Bortezomib,NCI-H2405
Sinularin,NCI-H526
Docetaxel,EW-24
Pictilisib,ML-1
Afatinib,PANC-10-05
Vinorelbine,U031
Ibrutinib,EW-13
Ibrutinib,NCI-H2291
Ibrutinib,SNU-387
Taselisib,PCI-30
Savolitinib,NCI-H250
Bosutinib,NCI-H1581
Pictilisib,SW1417
MK-2206,SAT
Selumetinib,J82
Ipatasertib,NCI-H810
Trametinib,PANC-08-13
Motesanib,LB373-MEL-D
Sapitinib,NOMO-1
Dasatinib,SW780
Docetaxel,KNS-62
Cediranib,DBTRG-05MG
Trametinib,T98G
Tanespimycin,NCI-H841
Cediranib,A253
Vinorelbine,C3A
Docetaxel,NCI-H2141
Buparlisib,NCI-H441
Trametinib,EW-12
Vorinostat,LXF-289
Docetaxel,KP-1N
Motesanib,SKN
Irinotecan,NCI-H1755
Paclitaxel,NCI-H660
Afatinib,NCI-H2347
Taselisib,MDST8
Savolitinib,PC-14
Talazoparib,KMRC-1
Tanespimycin,KYSE-140
Sinularin,TC-YIK
Lapatinib,PEO1
Talazoparib,NCI-H1963
Docetaxel,KP-3
Trametinib,RERF-LC-KJ
Dabrafenib,J82
Bosutinib,WM-115
Ipatasertib,PSN1
MK-2206,HCC1428
Venetoclax,MEL-HO
Cediranib,TE-4
Sinularin,CaR-1
Vinorelbine,SW1463
Palbociclib,HCC-15
Venetoclax,NCI-H1435
Selumetinib,KYSE-70
Savolitinib,NUGC-3
Dasatinib,C3A
Talazoparib,T98G
Buparlisib,LC-1-sq
Savolitinib,NCI-H2085
Docetaxel,NCI-H2342
Irinotecan,SNU-387
Talazoparib,NCI-N87
Palbociclib,HuH-7
Savolitinib,NCI-H2342
Ipatasertib,SK-N-AS
Venetoclax,GAMG
Dihydrorotenone,NCI-H358
Venetoclax,PA-TU-8988T
Ipatasertib,NCI-H526
Bortezomib,NCI-H23
Bromosporine,23132-87
Pictilisib,KP-1N
Afatinib,BEN
Teniposide,YAPC
Palbociclib,BB65-RCC
Talazoparib,NCI-H1869
Taselisib,KCL-22
Trametinib,NCI-H1876
Palbociclib,NCI-H2023
Sapitinib,Becker
Dihydrorotenone,H3255
Ibrutinib,ML-2
Docetaxel,NCC010
Dasatinib,NB(TU)1-10
Tanespimycin,YAPC
Docetaxel,KP-2
Cediranib,SW1463
Taselisib,TC-YIK
Ipatasertib,DoTc2-4510
Motesanib,NCI-H2405
Savolitinib,HCC-15
Cediranib,NCI-H2291
Selumetinib,NCI-H1623
Selumetinib,NCI-H2141
Sapitinib,A101D
Ipatasertib,WM278
Venetoclax,NCC010
Tretinoin,no-11
Afatinib,RERF-LC-KJ
Trametinib,MLMA
Paclitaxel,NCI-H2085
Lapatinib,SISO
Venetoclax,EFM-192A
Osimertinib,SW620
Bortezomib,CAS-1
Bosutinib,NCI-H1436
Docetaxel,SK-OV-3
MK-2206,SNU-61
MK-2206,LOU-NH91
Dasatinib,ChaGo-K-1
Venetoclax,OV-7
Bromosporine,RCM-1
Sapitinib,OVCAR-3
Dasatinib,OV-56
Buparlisib,NCI-H358
Methotrexate,BICR31
Lapatinib,EN
Lapatinib,TOV-21G
Selumetinib,KMRC-1
MK-2206,CAL-27
Bromosporine,LS-1034
Ribociclib,CAL-120
Dasatinib,PA-TU-8902
Venetoclax,Becker
Sinularin,SCC90
Selumetinib,ALL-SIL
Teniposide,CAPAN-1
Docetaxel,SNU-61
Docetaxel,BICR78
Savolitinib,A431
Docetaxel,GB-1
Docetaxel,NCI-H660
Talazoparib,OVCAR-4
Sinularin,HuO-3N1
Talazoparib,SK-LU-1
Talazoparib,NCI-H226
Venetoclax,CFPAC-1
Taselisib,RERF-LC-KJ
Dihydrorotenone,MFM-223
Talazoparib,LS-1034
Docetaxel,BEN
Trametinib,LC-1-sq
Docetaxel,KYSE-70
Sapitinib,A4-Fuk
Trametinib,KNS-81-FD
Sinularin,GB-1
Pictilisib,SW626
Motesanib,HTC-C3
Taselisib,MPP-89
Bortezomib,VA-ES-BJ
Docetaxel,KYAE-1
Dihydrorotenone,RCM-1
Dihydrorotenone,ESO26
MK-2206,ML-1
Ipatasertib,NCI-H1435
MK-2206,NB10
Selumetinib,Jurkat
Taselisib,BICR78
Savolitinib,MDA-MB-157
Teniposide,SKG-IIIa
Ribociclib,D-392MG
Tanespimycin,EW-16
Tanespimycin,TK
Motesanib,SNU-423
Vinorelbine,A253
Afatinib,NCI-H2228
Lapatinib,ES4
Docetaxel,NCI-H1869
Afatinib,SNU-61
Pictilisib,ECC12
Ipatasertib,ECC10
Refametinib,L-363
Palbociclib,GAMG
Dabrafenib,COR-L105
Vinorelbine,WM-115
Venetoclax,DAN-G
Ibrutinib,MHH-CALL-4
Tanespimycin,NCI-H1581
Buparlisib,RCC-AB
Irinotecan,A704
Selumetinib,ATN-1
Tanespimycin,CAL-78
Palbociclib,NB5
Methotrexate,NCI-H1623
Sinularin,HuH-7
Vorinostat,KP-3
Refametinib,H3255
Selumetinib,RL
Vinorelbine,PANC-03-27
MK-2206,PANC-04-03
Vinorelbine,EN
Dabrafenib,NCI-H64
Bromosporine,JHH-1
Savolitinib,PANC-04-03
Palbociclib,OVK-18
Palbociclib,KNS-62
Dihydrorotenone,KARPAS-1106P
Trametinib,EN
Selumetinib,SNU-387
Afatinib,SW780
Methotrexate,KON
Osimertinib,SJSA-1
Dasatinib,KYSE-70
Refametinib,CaR-1
Bosutinib,LNZTA3WT4
Ibrutinib,BB49-HNC
Trametinib,VA-ES-BJ
Teniposide,BICR78
Vinorelbine,OVCAR-3
Dabrafenib,RERF-LC-KJ
Motesanib,HT55
Ipatasertib,NCI-H2085
Refametinib,CRO-AP2
Afatinib,NCI-H23
Ipatasertib,A253
Cediranib,MFH-ino
Selumetinib,MS-1
Ipatasertib,KMOE-2
Ipatasertib,HCC2218
Tanespimycin,HCC70
Ipatasertib,KMRC-20
Bortezomib,TE-6
Selumetinib,EW-11
Selumetinib,NCI-H209
Docetaxel,L-540
Savolitinib,CaR-1
Pictilisib,ESO51
Ibrutinib,KNS-62
Ibrutinib,NCI-H2196
Dihydrorotenone,KMRC-20
Talazoparib,H3255
Selumetinib,no-10
Lapatinib,ESO51
Buparlisib,NCI-H1341
Dasatinib,SBC-5
Paclitaxel,SK-N-FI
Venetoclax,SW626
Docetaxel,OVCAR-5
Tanespimycin,NCI-H250
Lapatinib,OV-56
Venetoclax,CTB-1
Taselisib,HeLa
Dabrafenib,A2058
Pictilisib,NCI-H211
Selumetinib,Becker
Taselisib,TYK-nu
Ribociclib,T84
Osimertinib,DBTRG-05MG
Sapitinib,ATN-1
Palbociclib,SNU-387
Dihydrorotenone,TYK-nu
Ipatasertib,NCI-H23
Vorinostat,NCI-H2291
Venetoclax,WM35
Palbociclib,PC-14
Cediranib,SCC-15
Dabrafenib,H3255
Trametinib,RPMI-8866
Bosutinib,NCI-H64
Taselisib,BT-483
Docetaxel,WM278
Buparlisib,GAK_cell
Motesanib,EW-24
Trametinib,TC-71
Venetoclax,SK-MEL-3
Vinorelbine,LB996-RCC
Dabrafenib,HLE
Tanespimycin,A4-Fuk
Pictilisib,WM35
MK-2206,PANC-03-27
Dabrafenib,PA-TU-8902
Ribociclib,BB65-RCC
Vorinostat,U031
Vinorelbine,CAL-120
Bosutinib,MKN45
Trametinib,COR-L32
Motesanib,YAPC
Sinularin,NCI-H226
Afatinib,SISO
Pictilisib,HPAC
Refametinib,MS-1
Savolitinib,KNS-81-FD
Dabrafenib,SJSA-1
Ribociclib,Ca-Ski
Cediranib,YAPC
Osimertinib,KARPAS-1106P
Tanespimycin,CAKI-1
Docetaxel,KP-1N
Selumetinib,NCI-H64
Bromosporine,MKN45
Tanespimycin,HuH-7
Irinotecan,TK10
Vinorelbine,PCI-30
Bosutinib,YAPC
Irinotecan,SK-N-AS
Ribociclib,MPP-89
Cediranib,SNU-61
Bortezomib,SCC90
Cediranib,PANC-03-27
Teniposide,KURAMOCHI
Osimertinib,GAK_cell
Venetoclax,KMRC-1
Ipatasertib,SK-LU-1
MK-2206,SN12C
Ipatasertib,NCI-H1944
Vinorelbine,SW156
Ribociclib,NCC010
Dabrafenib,SK-LU-1
Cediranib,NCI-H841
Cediranib,MZ2-MEL
Bosutinib,SKN
MK-2206,SKN
Vorinostat,SAT
Savolitinib,SK-MEL-5
Selumetinib,EW-3
Ipatasertib,FU-OV-1
Vinorelbine,NCI-H1869
Bromosporine,KM-H2
Sinularin,LU-135
Trametinib,CAL-120
Motesanib,NCI-H841
Methotrexate,RF-48
Trametinib,SK-OV-3
Bromosporine,NCI-H2085
Cediranib,EJM
Ibrutinib,LB373-MEL-D
Dabrafenib,MFM-223
Buparlisib,SU8686
Selumetinib,CAL-51
Savolitinib,MHH-CALL-4
Trametinib,VAL
Methotrexate,H4
Afatinib,MFE-319
Vinorelbine,UACC-62
Osimertinib,A253
Bosutinib,SW626
Taselisib,CAL-78
Ipatasertib,L-428
Refametinib,ECC12
Trametinib,SNG-M
Palbociclib,CAPAN-1
Selumetinib,DAN-G
Dabrafenib,NCC010
Dasatinib,NCI-H1341
Dasatinib,RS4-11
MK-2206,CaR-1
Irinotecan,PANC-08-13
Selumetinib,IST-SL1
Taselisib,J82
Trametinib,KYSE-50
Refametinib,MG-63
Refametinib,YKG-1
Bortezomib,BT-483
Pictilisib,PEO1
Savolitinib,Mo-T
Docetaxel,RCM-1
Palbociclib,KYSE-410
Bromosporine,NCI-N87
Methotrexate,no-10
Irinotecan,KYSE-70
Paclitaxel,MFH-ino
Talazoparib,HLE
Trametinib,CAL-33
Selumetinib,NCI-H2228
Vorinostat,MG-63
Pictilisib,EN
Taselisib,JHH-1
Dasatinib,ECC10
Docetaxel,NCI-H2347
Trametinib,Jurkat
Venetoclax,KYSE-180
Taselisib,CP66-MEL
Selumetinib,EW-24
MK-2206,NCI-H1869
Selumetinib,A673
Bosutinib,COR-L32
Selumetinib,42-MG-BA
Tanespimycin,SK-MEL-5
Palbociclib,NCI-H810
Sapitinib,NCI-H2347
Ibrutinib,ECC12
Dabrafenib,MDA-MB-157
Osimertinib,HeLa
Irinotecan,ASH-3
Refametinib,JIMT-1
Savolitinib,SW156
MK-2206,RCM-1
Paclitaxel,SK-LU-1
Tanespimycin,KYSE-450
Sinularin,SKN
Venetoclax,SW1417
Buparlisib,TE-5
Dasatinib,BC-1
Savolitinib,TE-8
Selumetinib,NCI-H1963
MK-2206,KP-N-YN
Refametinib,GB-1
Methotrexate,KP-2
Dihydrorotenone,MPP-89
Dabrafenib,BB65-RCC
Bortezomib,JHH-6
Docetaxel,CW-2
Bromosporine,TE-8
Afatinib,SNG-M
Trametinib,MPP-89
Trametinib,EW-7
Sinularin,TE-8
Taselisib,CHSA0011
Afatinib,KU-19-19
Osimertinib,MKN1
Lapatinib,NCI-H2196
Trametinib,NCI-H841
Pictilisib,NCI-H661
Vorinostat,HPAC
Cediranib,LCLC-97TM1
Buparlisib,TOV-21G
Irinotecan,KMRC-20
Bromosporine,SNG-M
Ibrutinib,IGR-37
Teniposide,NCI-H1435
Ribociclib,SU8686
Methotrexate,RCC-AB
Palbociclib,HCC1806
Ibrutinib,Hey
Venetoclax,HPAC
Trametinib,OSC-20
Trametinib,EW-13
Selumetinib,MLMA
Lapatinib,MEG-01
Taselisib,TK
Cediranib,TK10
Dabrafenib,DMS-114
Osimertinib,HCC2998
Selumetinib,SUP-T1
Selumetinib,EW-7
Tanespimycin,HCC-827
Ribociclib,NCI-H226
Motesanib,LOU-NH91
Cediranib,NCI-H2347
Osimertinib,Mo-T
Ribociclib,MEG-01
Bosutinib,Becker
Selumetinib,SBC-5
Dasatinib,NB6
Venetoclax,WM793B
Bosutinib,SK-N-FI
Vorinostat,NCI-H1435
Methotrexate,NCI-H2291
Afatinib,ESO51
Palbociclib,IGR-37
Bortezomib,NCI-H660
Taselisib,SISO
Bosutinib,no-10
Refametinib,CADO-ES1
Ibrutinib,A2058
Ribociclib,NCI-H835
Palbociclib,T84
Docetaxel,NCI-H2172
Selumetinib,SN12C
Cediranib,SK-N-AS
Bromosporine,CAL-51
Bosutinib,A2058
Motesanib,SCC90
Venetoclax,SW620
Bromosporine,A673
Savolitinib,SBC-3
Paclitaxel,H3255
MK-2206,PEO1
Dasatinib,NCI-H1869
Talazoparib,SW948
Ipatasertib,YKG-1
Ribociclib,PSN1
Talazoparib,DoTc2-4510
Buparlisib,MDA-MB-231
Cediranib,NCI-H1341
Osimertinib,EW-13
Pictilisib,SK-N-FI
Palbociclib,ES4
Vorinostat,HCC-827
Afatinib,GB-1
Selumetinib,TE-12
Dasatinib,23132-87
Palbociclib,KYSE-70
Dihydrorotenone,JIMT-1
Paclitaxel,U031
Palbociclib,NCI-H64
Savolitinib,D-392MG
Pictilisib,LU-135
Osimertinib,NCI-H2347
Cediranib,LU-135
Bosutinib,NCI-H2141
Talazoparib,PANC-04-03
Sinularin,SBC-3
Pictilisib,SU-DHL-1
Venetoclax,JHH-2
Venetoclax,SW13
Tretinoin,COR-L32
Palbociclib,FU-OV-1
Savolitinib,NCI-H1703
Motesanib,COR-L105
Ibrutinib,TE-5
Ibrutinib,FLO-1
Lapatinib,HOS
MK-2206,KMRC-20
Bosutinib,OACM5-1
Motesanib,SNU-449
Taselisib,KMRC-1
Vorinostat,HCC1806
Paclitaxel,SCC-15
Buparlisib,MEL-HO
MK-2206,ChaGo-K-1
Ipatasertib,HT-144
Osimertinib,UACC-62
Dasatinib,LB373-MEL-D
Tanespimycin,SW1271
Ribociclib,PC-14
Docetaxel,Hey
Ipatasertib,LOU-NH91
Bosutinib,NCI-H23
Irinotecan,RCM-1
Vorinostat,EW-13
Tanespimycin,HuO-3N1
Savolitinib,HCC-827
Dihydrorotenone,LOU-NH91
Talazoparib,KURAMOCHI
Ibrutinib,A101D
Irinotecan,MEL-HO
Sapitinib,HCC1428
Bortezomib,PEO1
Ribociclib,KYSE-70
Vinorelbine,TGBC1TKB
Dasatinib,NCI-H358
Paclitaxel,CAL-51
Dihydrorotenone,TK10
Venetoclax,PL-21
Selumetinib,NCI-H1755
Trametinib,MOLT-16
Ribociclib,C32
Venetoclax,SNU-423
Dasatinib,BT-483
Sinularin,NCI-H441
Bromosporine,PANC-10-05
Tanespimycin,CAL-120
Lapatinib,SW1417
Pictilisib,YKG-1
Selumetinib,EFM-192A
Palbociclib,OSC-20
Docetaxel,PA-TU-8902
Methotrexate,NCI-H226
Bosutinib,NCI-H1876
Palbociclib,C32
Ibrutinib,CP66-MEL
Motesanib,WM278
Pictilisib,KM-H2
Refametinib,NCI-H441
Tanespimycin,SW13
Dabrafenib,EN
MK-2206,CHP-134
Bromosporine,EW-16
Dasatinib,ES1
Talazoparib,ESO26
Tanespimycin,NCI-H2141
Pictilisib,TOV-112D
Ipatasertib,HuO-3N1
Vinorelbine,SCC-15
Methotrexate,MZ2-MEL
Dasatinib,EN
Selumetinib,ChaGo-K-1
Ibrutinib,SW1417
Dasatinib,A375
Pictilisib,NCI-H441
Bortezomib,UACC-62
Buparlisib,EJM
Sapitinib,ChaGo-K-1
Motesanib,PCI-30
Ipatasertib,MPP-89
Dasatinib,CP66-MEL
Ibrutinib,SKM-1
Teniposide,KYSE-450
Vorinostat,NCI-H226
Bromosporine,HCC1806
Motesanib,CHP-212
Dabrafenib,T98G
Methotrexate,OV-7
Sinularin,MKN45
Sinularin,IGROV-1
Selumetinib,KMRC-20
Docetaxel,DSH1
Palbociclib,NCI-H1341
MK-2206,NCI-H2085
Refametinib,REH
Ibrutinib,HCC-827
Paclitaxel,TE-8
Motesanib,EW-16
Sinularin,PEO1
Selumetinib,NCI-H1781
Dabrafenib,CAL-33
Selumetinib,CCRF-CEM
Vorinostat,OVCAR-4
Sapitinib,Hey
Sapitinib,YAPC
Afatinib,U-266
Trametinib,EFM-192A
Methotrexate,HuO-3N1
Taselisib,COR-L95
Lapatinib,SKG-IIIa
Trametinib,SBC-3
Ibrutinib,NCI-H2085
Dasatinib,NOMO-1
Motesanib,TE-12
Cediranib,BT-20
Ribociclib,KMRC-1
Vorinostat,OVK-18
Lapatinib,HPAC
Sinularin,TOV-112D
Vinorelbine,FU-OV-1
Ipatasertib,ASH-3
Ribociclib,OVCAR-5
Talazoparib,NCI-H1688
Bromosporine,HCC-15
Irinotecan,YAPC
Osimertinib,MDST8
Dasatinib,SN12C
Teniposide,SNU-C1
Teniposide,NCI-H2405
Sapitinib,RS4-11
Sapitinib,BEN
Savolitinib,PANC-10-05
Refametinib,L-540
Bromosporine,ES4
Bortezomib,PA-TU-8902
Dihydrorotenone,U-266
Sapitinib,YH-13
Paclitaxel,CCK-81
Trametinib,PA-TU-8902
Osimertinib,A375
Sapitinib,IPC-298
Pictilisib,WM278
Ibrutinib,NCI-H660
Selumetinib,TE-8
Vorinostat,A101D
Vorinostat,CAS-1
Osimertinib,FU97
Sinularin,CHP-134
Sinularin,SCC-15
Venetoclax,HCC70
Refametinib,HPAC
Dihydrorotenone,SNU-449
Selumetinib,NCI-H1623
Refametinib,SK-OV-3
Cediranib,SK-LU-1
Pictilisib,MFH-ino
Methotrexate,RCC-JF
Ribociclib,HCC70
Lapatinib,CADO-ES1
Tretinoin,DMS-79
Ibrutinib,NCI-H2228
Pictilisib,MFE-319
Docetaxel,HuO-3N1
Afatinib,HeLa
Ipatasertib,C3A
Trametinib,NCI-H810
Bosutinib,EW-3
Cediranib,CAPAN-1
Ipatasertib,ES4
Vinorelbine,LC-1-sq
Methotrexate,VAL
Dabrafenib,SW1463
Sinularin,NCI-H1944
Motesanib,HCC1395
Vinorelbine,NCI-H2405
Trametinib,NCI-H1688
Venetoclax,COR-L105
Dasatinib,KP-N-YN
Talazoparib,BICR78
Palbociclib,HCC1428
Refametinib,CAL-78
Ipatasertib,NCI-H2405
Trametinib,ECC12
Ipatasertib,KCL-22
Cediranib,NCI-H1688
Dihydrorotenone,NUGC-3
Taselisib,HCC-15
MK-2206,CAL-33
Methotrexate,UWB1.289
Osimertinib,CAL-51
Ribociclib,NCI-H661
Lapatinib,JHH-6
Docetaxel,FU97
Osimertinib,HT-144
Irinotecan,ESO51
Venetoclax,NCI-H3122
Vorinostat,GB-1
Ipatasertib,CAPAN-1
Talazoparib,HPAC
Sapitinib,TK
Trametinib,KP-N-YN
Talazoparib,NCI-H2347
Tanespimycin,NCI-H2342
Ribociclib,EB-3
Bosutinib,KNS-62
Dabrafenib,JIMT-1
Docetaxel,NCI-H2196
Pictilisib,LOU-NH91
Teniposide,NCI-H1755
Cediranib,HPAC
Ipatasertib,NCI-H1963
Selumetinib,NUGC-3
Refametinib,LC-1-sq
Selumetinib,T98G
Sapitinib,GAK_cell
Dabrafenib,HCC-15
Sinularin,U-87-MG
Buparlisib,BICR31
Trametinib,MDA-MB-157
Teniposide,EJM
Vorinostat,TE-5
Tretinoin,TE-12
Teniposide,JHH-2
Ipatasertib,KP-3
Lapatinib,NCI-H2405
Dasatinib,COR-L95
Cediranib,PCI-30
Ribociclib,KYAE-1
Talazoparib,NCC010
Afatinib,NCI-H661
Venetoclax,OAW-28
Selumetinib,MKN1
Dabrafenib,SNU-423
Osimertinib,SBC-3
Savolitinib,NCI-H2405
Savolitinib,HSC-2
Bromosporine,HeLa
Dihydrorotenone,A2058
Selumetinib,KYSE-450
Selumetinib,OSC-20
Ipatasertib,A673
Dihydrorotenone,H4
Vorinostat,639-V
Docetaxel,NUGC-4
Venetoclax,PA-TU-8902
Osimertinib,FLO-1
Savolitinib,MEL-HO
Vinorelbine,BT-483
Palbociclib,EN
Irinotecan,FLO-1
Bosutinib,Mo-T
Buparlisib,NCI-H2172
Selumetinib,NCI-H345
Taselisib,SW1417
Bromosporine,NCI-H661
Trametinib,PEO1
Buparlisib,SKN
MK-2206,TGBC1TKB
Afatinib,YAPC
Irinotecan,HCC-827
Docetaxel,KYSE-520
Palbociclib,JIMT-1
Refametinib,SKN
Afatinib,DBTRG-05MG
Savolitinib,FU97
Taselisib,OAW-28
Lapatinib,KNS-62
Buparlisib,HCC1428
Venetoclax,LU-135
Talazoparib,J82
Refametinib,NCC021
Motesanib,TOV-21G
Motesanib,HCC-15
Pictilisib,KP-N-YN
Afatinib,OVK-18
Savolitinib,SK-MEL-3
Tretinoin,COR-L321
Bosutinib,CAL-62
Trametinib,GAMG
Osimertinib,PA-TU-8902
Tanespimycin,SISO
Lapatinib,639-V
Osimertinib,RPMI-7951
Pictilisib,SN12C
Vorinostat,UACC-62
Palbociclib,Mo-T
Refametinib,MLMA
Dihydrorotenone,NCI-H1876
Savolitinib,NCI-H810
Palbociclib,no-11
Paclitaxel,SW780
Teniposide,WM-115
Lapatinib,COR-L95
Savolitinib,OVCAR-4
Palbociclib,NCI-H526
Docetaxel,NCI-H2085
Osimertinib,WM-115
Dasatinib,EW-11
Irinotecan,NCI-H1944
Trametinib,SK-MG-1
Bosutinib,NCI-H2291
Vorinostat,EN
Dabrafenib,SW780
Sapitinib,OACM5-1
Trametinib,FU97
Sinularin,DK-MG
Buparlisib,SW620
Selumetinib,MHH-CALL-2
Irinotecan,Mo-T
Dasatinib,MS-1
Tanespimycin,CAL-33
Palbociclib,NCI-H2196
Dasatinib,NCI-H835
Teniposide,SN12C
Methotrexate,CRO-AP2
Tanespimycin,CW-2
Buparlisib,TE-12
Lapatinib,KP-N-YN
Teniposide,KARPAS-45
Savolitinib,NCI-H3122
Dihydrorotenone,U-87-MG
Irinotecan,SK-MG-1
Sinularin,EW-11
Docetaxel,SW1271
Ribociclib,OVK-18
Dabrafenib,CAL-78
Bortezomib,SN12C
Osimertinib,HPAC
Sapitinib,SNU-387
Venetoclax,IGR-37
Bortezomib,CHSA0011
MK-2206,WM278
Vorinostat,Hey
Paclitaxel,TE-5
Sapitinib,MFE-319
Vorinostat,SNU-398
Dihydrorotenone,ST486
Cediranib,ML-1
Methotrexate,FADU
Taselisib,CAL-120
Selumetinib,D-392MG
Vorinostat,SW780
Motesanib,KYAE-1
Methotrexate,NCI-N87
Ribociclib,FU97
Cediranib,ASH-3
MK-2206,CAPAN-1
MK-2206,IPC-298
Dasatinib,U-87-MG
Ribociclib,LOU-NH91
Methotrexate,JHU-029
Dihydrorotenone,CHP-134
Afatinib,PA-TU-8988T
Taselisib,SW1271
Dabrafenib,42-MG-BA
Vinorelbine,MFH-ino
Paclitaxel,NCI-H441
Afatinib,MSTO-211H
Teniposide,TE-6
Cediranib,HCC70
Ipatasertib,C32
Sinularin,MDST8
MK-2206,KURAMOCHI
Vinorelbine,SNU-423
Sapitinib,HOS
Dihydrorotenone,SU-DHL-10
Sinularin,HPAC
Ipatasertib,GAK_cell
Methotrexate,OVCA420
Vinorelbine,MFM-223
Cediranib,KYSE-70
Bromosporine,HPAC
Taselisib,EB-3
Sinularin,OVCAR-5
Ipatasertib,NCI-H226
Dasatinib,HuH-7
Savolitinib,NCI-H2172
Cediranib,OACp4C
Ipatasertib,HuH-7
Irinotecan,PEO1
Ipatasertib,Ca9-22
Pictilisib,BEN
Refametinib,DMS-79
Dasatinib,A673
Dasatinib,SISO
