,drug,smiles
678,"(5Z)-2-[(2-chlorophenyl)methylimino]-5-(quinolin-6-ylmethylidene)-1,3-thiazolidin-4-one",C1=CC=C(C(=C1)CN=C2NC(=O)C(=CC3=CC4=C(C=C3)N=CC=C4)S2)Cl
679,"(5Z)-2-[(2-bromophenyl)methylimino]-5-(quinolin-6-ylmethylidene)-1,3-thiazolidin-4-one",C1=CC=C(C(=C1)CN=C2NC(=O)C(=CC3=CC4=C(C=C3)N=CC=C4)S2)Br
680,"(5Z)-2-[2-(3-fluorophenyl)ethylimino]-5-(quinolin-6-ylmethylidene)-1,3-thiazolidin-4-one",C1=CC(=CC(=C1)F)CCN=C2NC(=O)C(=CC3=CC4=C(C=C3)N=CC=C4)S2
681,2-(2-Pyridin-2-yl-ethylamino)-5-[1-quinolin-6-yl-meth-(z)-ylidene]-thiazol-4-one,C1=CC=NC(=C1)CCN=C2NC(=O)C(=CC3=CC4=C(C=C3)N=CC=C4)S2
682,2-(2-Thiophen-2-yl-ethylamino)-5-[1-quinolin-6-yl-meth-(z)-ylidene]-thiazol-4-one,C1=CC2=C(C=CC(=C2)C=C3C(=O)NC(=NCCC4=CC=CS4)S3)N=C1
683,"(5Z)-2-(1-hydroxy-3-phenylpropan-2-yl)imino-5-(quinolin-6-ylmethylidene)-1,3-thiazolidin-4-one",C1=CC=C(C=C1)CC(CO)N=C2NC(=O)C(=CC3=CC4=C(C=C3)N=CC=C4)S2
684,[4-Amino-2-(1-methanesulfonylpiperidin-4-ylamino)pyrimidin-5-yl](2-methoxyphenyl)methanone,COC1=CC=CC=C1C(=O)C2=CN=C(N=C2N)NC3CCN(CC3)S(=O)(=O)C
685,[4-Amino-2-(1-methanesulfonylpiperidin-4-ylamino)pyrimidin-5-yl](5-fluoro-2-methoxyphenyl)methanone,COC1=C(C=C(C=C1)F)C(=O)C2=CN=C(N=C2N)NC3CCN(CC3)S(=O)(=O)C
686,2-((r)-2-Hydroxy-1-phenyl-ethylamino)-5-[1-quinolin-6-yl-meth-(z)-ylidene]-thiazol-4-one,C1=CC=C(C=C1)C(CO)N=C2NC(=O)C(=CC3=CC4=C(C=C3)N=CC=C4)S2
687,"[4-Amino-2-(1-methanesulfonylpiperidin-4-ylamino)pyrimidin-5-yl](4,5-difluoro-2-methoxyphenyl)methanone",COC1=CC(=C(C=C1C(=O)C2=CN=C(N=C2N)NC3CCN(CC3)S(=O)(=O)C)F)F
688,"(5Z)-2-[(2,6-dichlorophenyl)methylimino]-5-(quinolin-6-ylmethylidene)-1,3-thiazolidin-4-one",C1=CC(=C(C(=C1)Cl)CN=C2NC(=O)C(=CC3=CC4=C(C=C3)N=CC=C4)S2)Cl
689,"[4-Amino-2-(1-methanesulfonylpiperidin-4-ylamino)pyrimidin-5-yl](2,3,4-trifluoro-6-methoxyphenyl)methanone",COC1=CC(=C(C(=C1C(=O)C2=CN=C(N=C2N)NC3CCN(CC3)S(=O)(=O)C)F)F)F
690,[4-Amino-2-(1-methanesulfonylpiperidin-4-ylamino)pyrimidin-5-yl](2-fluoro-6-methoxyphenyl)methanone,COC1=C(C(=CC=C1)F)C(=O)C2=CN=C(N=C2N)NC3CCN(CC3)S(=O)(=O)C
691,"(5Z)-5-(quinolin-6-ylmethylidene)-1,3-thiazolidine-2,4-dione",C1=CC2=C(C=CC(=C2)C=C3C(=O)NC(=O)S3)N=C1
692,"ROCHE screening, 75",C1=CC2=C(C=CC(=C2)C=C3C(=O)NC(=NCC4=CC=CS4)O3)N=C1
693,"[4-Amino-2-(1-methanesulfonylpiperidin-4-ylamino)pyrimidin-5-yl](2,6-difluorophenyl)methanone",CS(=O)(=O)N1CCC(CC1)NC2=NC=C(C(=N2)N)C(=O)C3=C(C=CC=C3F)F
694,2-((s)-2-Hydroxy-1-phenyl-ethylamino)-5-[1-quinolin-6-yl-meth-(z)-ylidene]-thiazol-4-one,C1=CC=C(C=C1)C(CO)N=C2NC(=O)C(=CC3=CC4=C(C=C3)N=CC=C4)S2
695,"6-(2,4-Difluorophenoxy)-8-(2-methanesulfonyl-ethyl)-2-(tetrahydro-pyran-4-ylamino)-8H-pyrido[2,3-d]pyrimidin-7-one",CS(=O)(=O)CCN1C2=NC(=NC=C2C=C(C1=O)OC3=C(C=C(C=C3)F)F)NC4CCOCC4
696,"2-(1-Acetyl-piperidin-4-ylamino)-6-(2,4-difluorophenoxy)-8-methyl-8H-pyrido[2,3-d]pyrimidin-7-one",CC(=O)N1CCC(CC1)NC2=NC=C3C=C(C(=O)N(C3=N2)C)OC4=C(C=C(C=C4)F)F
697,"(2S)-2-[(4R)-4-[4-[(2R)-2,3-dihydroxypropoxy]phenyl]-2,5-dioxoimidazolidin-1-yl]-N-(2-fluoro-4-iodophenyl)-3-phenylbutanamide",CC(C1=CC=CC=C1)C(C(=O)NC2=C(C=C(C=C2)I)F)N3C(=O)C(NC3=O)C4=CC=C(C=C4)OCC(CO)O
698,"2-[[5-[3-(Dimethylamino)propyl]-2-methylpyridin-3-yl]amino]-9-(trifluoromethyl)-5,7-dihydropyrimido[5,4-d][1]benzazepine-6-thione",CC1=C(C=C(C=N1)CCCN(C)C)NC2=NC=C3CC(=S)NC4=C(C3=N2)C=CC(=C4)C(F)(F)F
699,Momelotinib,C1COCCN1C2=CC=C(C=C2)NC3=NC=CC(=N3)C4=CC=C(C=C4)C(=O)NCC#N
700,Fedratinib,CC1=CN=C(N=C1NC2=CC(=CC=C2)S(=O)(=O)NC(C)(C)C)NC3=CC=C(C=C3)OCCN4CCCC4
701,"7-(3,5-Dimethylisoxazol-4-yl)-8-methoxy-1-((R)-1-(pyridin-2-yl)ethyl)-1H-imidazo[4,5-c]quinolin-2(3H)-one",CC1=C(C(=NO1)C)C2=C(C=C3C(=C2)N=CC4=C3N(C(=O)N4)C(C)C5=CC=CC=N5)OC
702,"5-(3-Phenylmethoxyphenyl)-7-[3-(pyrrolidin-1-ylmethyl)cyclobutyl]pyrrolo[2,3-d]pyrimidin-4-amine",C1CCN(C1)CC2CC(C2)N3C=C(C4=C(N=CN=C43)N)C5=CC(=CC=C5)OCC6=CC=CC=C6
703,N-[5-[3-(benzenesulfonamido)phenyl]-1H-pyrazol-3-yl]-4-(4-methylpiperazin-1-yl)benzamide,CN1CCN(CC1)C2=CC=C(C=C2)C(=O)NC3=NNC(=C3)C4=CC(=CC=C4)NS(=O)(=O)C5=CC=CC=C5
704,Ipatasertib,CC1CC(C2=C1C(=NC=N2)N3CCN(CC3)C(=O)C(CNC(C)C)C4=CC=C(C=C4)Cl)O
705,"N-(2,6-Difluorophenyl)-5-[3-[2-[[5-ethyl-2-(methyloxy)-4-[4-[4-(methylsulfonyl)-1-piperazinyl]-1-piperidinyl]phenyl]amino]-4-pyrimidinyl]imidazo[1,2-a]pyridin-2-yl]-2-(methyloxy)benzamide",CCC1=CC(=C(C=C1N2CCC(CC2)N3CCN(CC3)S(=O)(=O)C)OC)NC4=NC=CC(=N4)C5=C(N=C6N5C=CC=C6)C7=CC(=C(C=C7)OC)C(=O)NC8=C(C=CC=C8F)F
706,Ricolinostat,C1=CC=C(C=C1)N(C2=CC=CC=C2)C3=NC=C(C=N3)C(=O)NCCCCCCC(=O)NO
707,"5-(2-Chlorophenyl)-7-fluoro-1,2-dihydro-8-methoxy-3-methylpyrazolo(3,4-b)(1,4)benzodiazepine",CC1=C2C(=NN1)NC3=CC(=C(C=C3C(=N2)C4=CC=CC=C4Cl)F)OC
708,"4-(2-(2-(3-(3-(1-Methyl-1hpyrazol-4-yl)-6-oxo-1,6-dihydropyridazin-1-ylmethyl)-phenyl)-pyrimidin-5-yloxy)-ethyl)-morpholine)",CN1C=C(C=N1)C2=NN(C(=O)C=C2)CC3=CC(=CC=C3)C4=NC=C(C=N4)OCCN5CCOCC5
709,Cobimetinib,C1CCNC(C1)C2(CN(C2)C(=O)C3=C(C(=C(C=C3)F)F)NC4=C(C=C(C=C4)I)F)O
710,"N-{[(3s)-3-Amino-1-(5-Ethyl-7h-Pyrrolo[2,3-D]pyrimidin-4-Yl)pyrrolidin-3-Yl]methyl}-2,4-Difluorobenzamide",CCC1=CNC2=C1C(=NC=N2)N3CCC(C3)(CNC(=O)C4=C(C=C(C=C4)F)F)N
711,"4-((9-Cyclopentyl-7,7-difluoro-5-methyl-6-oxo-6,7,8,9-tetrahydro-5H-pyrimido[4,5-b][1,4]diazepin-2-yl)amino)-2-fluoro-5-methoxy-N-(1-methylpiperidin-4-yl)benzamide",CN1CCC(CC1)NC(=O)C2=CC(=C(C=C2F)NC3=NC=C4C(=N3)N(CC(C(=O)N4C)(F)F)C5CCCC5)OC
712,Abemaciclib,CCN1CCN(CC1)CC2=CN=C(C=C2)NC3=NC=C(C(=N3)C4=CC5=C(C(=C4)F)N=C(N5C(C)C)C)F
713,Cobimetinib (R-enantiomer),C1CCNC(C1)C2(CN(C2)C(=O)C3=C(C(=C(C=C3)F)F)NC4=C(C=C(C=C4)I)F)O
714,"N-[4-({3-[(3,5-dimethoxyphenyl)amino]quinoxalin-2-yl}sulfamoyl)phenyl]-3-methoxy-4-methylbenzamide",CC1=C(C=C(C=C1)C(=O)NC2=CC=C(C=C2)S(=O)(=O)NC3=NC4=CC=CC=C4N=C3NC5=CC(=CC(=C5)OC)OC)OC
715,Genz-644282,CNCCN1C2=C(C=NC3=CC4=C(C=C32)OCO4)C5=CC(=C(C=C5C1=O)OC)OC
716,Snx-5422,CC1(CC2=C(C(=O)C1)C(=NN2C3=CC(=C(C=C3)C(=O)N)NC4CCC(CC4)OC(=O)CN)C(F)(F)F)C
717,2-methyl-1-(2-methyl-3-(trifluoromethyl)benzyl)-6-morpholino-1H-benzo[d]imidazole-4-carboxylic acid,CC1=C(C=CC=C1C(F)(F)F)CN2C(=NC3=C(C=C(C=C32)N4CCOCC4)C(=O)O)C
718,"4,5,6,7-Tetrahydro-11-methoxy-2-((4-methyl-1-piperazinyl)methyl)-1H-cyclopenta(a)pyrrolo(3,4-C)carbazole-1,3(2H)-dione",CN1CCN(CC1)CN2C(=O)C3=C(C2=O)C4=C(C5=C3CCC5)NC6=C4C(=CC=C6)OC
719,(S)-1-(4-(1H-Pyrazol-4-yl)phenyl)-2-amino-1-(4-chlorophenyl)ethanol,C1=CC(=CC=C1C2=CNN=C2)C(CN)(C3=CC=C(C=C3)Cl)O
720,"3-N-[4-(4-morpholin-4-ylcyclohexyl)phenyl]-1-pyridin-2-yl-1,2,4-triazole-3,5-diamine",C1CC(CCC1C2=CC=C(C=C2)NC3=NN(C(=N3)N)C4=CC=CC=N4)N5CCOCC5
721,Gdc-0349,CCNC(=O)NC1=CC=C(C=C1)C2=NC3=C(CCN(C3)C4COC4)C(=N2)N5CCOCC5C
722,"1H-Pyrazole-1-ethanol, 4-((1E)-2-(5-((1R)-1-(3,5-dichloro-4-pyridinyl)ethoxy)-1H-indazol-3-yl)ethenyl)-",CC(C1=C(C=NC=C1Cl)Cl)OC2=CC3=C(C=C2)NN=C3C=CC4=CN(N=C4)CCO
723,Lestaurtinib,CC12C(CC(O1)N3C4=CC=CC=C4C5=C6C(=C7C8=CC=CC=C8N2C7=C53)CNC6=O)(CO)O
724,"3-(9-Fluoro-2-(piperidine-1-carbonyl)-1,2,3,4-tetrahydro-[1,4]diazepino[6,7,1-hi]indol-7-yl)-4-(imidazo[1,2-a]pyridin-3-yl)-1H-pyrrole-2,5-dione",C1CCN(CC1)C(=O)N2CCN3C=C(C4=CC(=CC(=C43)C2)F)C5=C(C(=O)NC5=O)C6=CN=C7N6C=CC=C7
725,Merestinib,CC1=CC=C(C(=O)N1C2=CC=C(C=C2)F)C(=O)NC3=CC(=C(C=C3)OC4=C(C=C5C(=C4)C=NN5C)C6=CNN=C6)F
726,Duvelisib,CC(C1=CC2=C(C(=CC=C2)Cl)C(=O)N1C3=CC=CC=C3)NC4=NC=NC5=C4NC=N5
727,"2-((2-fluoro-4-iodophenyl)amino)-N-(2-hydroxyethoxy)-1,5-dimethyl-6-oxo-1,6-dihydropyridine-3-carboxamide",CC1=CC(=C(N(C1=O)C)NC2=C(C=C(C=C2)I)F)C(=O)NOCCO
728,"(2S)-N-[(1S)-1-cyclohexyl-2-[(2S)-2-[4-(4-fluorobenzoyl)-1,3-thiazol-2-yl]pyrrolidin-1-yl]-2-oxoethyl]-2-(methylamino)propanamide",CC(C(=O)NC(C1CCCCC1)C(=O)N2CCCC2C3=NC(=CS3)C(=O)C4=CC=C(C=C4)F)NC
729,"2-Amino-4-(4-chloro-2-(2-(4-fluoro-1H-pyrazol-1-yl)ethoxy)-6-methylphenyl)-N-(2,2-difluoropropyl)-5H-pyrrolo[3,4-d]pyrimidine-6(7H)-carboxamide",CC1=CC(=CC(=C1C2=NC(=NC3=C2CN(C3)C(=O)NCC(C)(F)F)N)OCCN4C=C(C=N4)F)Cl
730,Pyrrolidine-2-carboxylic acid {4-[2-(4-morpholin-4-yl-phenylamino)-pyrimidin-4-yl]-phenyl}-amide,C1CC(NC1)C(=O)NC2=CC=C(C=C2)C3=NC(=NC=C3)NC4=CC=C(C=C4)N5CCOCC5
731,N-[4-[4-(2-methoxyphenyl)piperazine-1-carbonyl]phenyl]quinoline-8-sulfonamide,COC1=CC=CC=C1N2CCN(CC2)C(=O)C3=CC=C(C=C3)NS(=O)(=O)C4=CC=CC5=C4N=CC=C5
732,"[6-[[5-Fluoro-2-(3,4,5-trimethoxyanilino)pyrimidin-4-yl]amino]-2,2-dimethyl-3-oxopyrido[3,2-b][1,4]oxazin-4-yl]methyl phosphate",CC1(C(=O)N(C2=C(O1)C=CC(=N2)NC3=NC(=NC=C3F)NC4=CC(=C(C(=C4)OC)OC)OC)COP(=O)([O-])[O-])C
733,"(4-Amino-2-((1-(methylsulfonyl)piperidin-4-yl)amino)pyrimidin-5-yl)(2,3-difluoro-6-methoxyphenyl)methanone",COC1=C(C(=C(C=C1)F)F)C(=O)C2=CN=C(N=C2N)NC3CCN(CC3)S(=O)(=O)C
734,MK-5108,C1CC(CCC1OC2=C(C(=CC=C2)Cl)F)(CC3=NC(=CC=C3)NC4=NC=CS4)C(=O)O
735,N-(3-aminopropyl)-N-[1-(3-benzyl-7-chloro-4-oxochromen-2-yl)-2-methylpropyl]-4-methylbenzamide,CC1=CC=C(C=C1)C(=O)N(CCCN)C(C2=C(C(=O)C3=C(O2)C=C(C=C3)Cl)CC4=CC=CC=C4)C(C)C
736,Lyn-IN-1,CC1=C(C=C(C=C1)NC(=O)C2=CC(=C(C=C2)CN3CCC(C3)N(C)C)C(F)(F)F)NC4=NC=C(C=N4)C5=CN=CN=C5
737,N-hydroxy-2-(4-(naphthalen-2-ylsulfonyl)piperazin-1-yl)pyrimidine-5-carboxamide,C1CN(CCN1C2=NC=C(C=N2)C(=O)NO)S(=O)(=O)C3=CC4=CC=CC=C4C=C3
738,Entrectinib,CN1CCN(CC1)C2=CC(=C(C=C2)C(=O)NC3=NNC4=C3C=C(C=C4)CC5=CC(=CC(=C5)F)F)NC6CCOCC6
739,"6-chloro-9-((4-methoxy-3,5-dimethylpyridin-2-yl)methyl)-9H-purin-2-amine",CC1=CN=C(C(=C1OC)C)CN2C=NC3=C2N=C(N=C3Cl)N
740,"4-(2,6-dichlorobenzamido)-N-(piperidin-4-yl)-1H-pyrazole-3-carboxamide",C1CNCCC1NC(=O)C2=C(C=NN2)NC(=O)C3=C(C=CC=C3Cl)Cl
741,"2-[(4s)-6-(4-Chlorophenyl)-8-Methoxy-1-Methyl-4h-[1,2,4]triazolo[4,3-A][1,4]benzodiazepin-4-Yl]-N-Ethylacetamide",CCNC(=O)CC1C2=NN=C(N2C3=C(C=C(C=C3)OC)C(=N1)C4=CC=C(C=C4)Cl)C
742,"Pyrazolo[4,3-h]quinazoline-3-carboxamide, 29",CC1(CC2=CN=C(N=C2C3=C1C(=NN3C)C(=O)NC)NC4=CC(=CC=C4)N5CCN(CC5)C)C
743,Rebastinib,CC(C)(C)C1=NN(C(=C1)NC(=O)NC2=C(C=C(C=C2)OC3=CC(=NC=C3)C(=O)NC)F)C4=CC5=C(C=C4)N=CC=C5
744,Palomid 529,CC(C1=CC2=C(C=C1)C3=CC(=C(C=C3OC2=O)OCC4=CC=C(C=C4)OC)OC)O
745,(R)-1-(2-oxo-2-(4-(4-(pyrimidin-2-yl)phenyl)piperazin-1-yl)ethyl)-N-(3-(pyridin-4-yl)-1H-indazol-5-yl)pyrrolidine-3-carboxamide,C1CN(CC1C(=O)NC2=CC3=C(C=C2)NN=C3C4=CC=NC=C4)CC(=O)N5CCN(CC5)C6=CC=C(C=C6)C7=NC=CC=N7
746,Telatinib,CNC(=O)C1=NC=CC(=C1)COC2=NN=C(C3=C2OC=C3)NC4=CC=C(C=C4)Cl
747,Agerafenib,CC(C)(C1=CC(=NO1)NC(=O)NC2=CC(=CC=C2)OC3=NC=NC4=CC(=C(C=C43)OC)OC)C(F)(F)F
748,"(R,Z)-5-((2-(3-aminopiperidin-1-yl)-[1,1'-biphenyl]-3-yl)methylene)thiazolidine-2,4-dione",C1CC(CN(C1)C2=C(C=CC=C2C3=CC=CC=C3)C=C4C(=O)NC(=O)S4)N
749,Tesevatinib,CN1CC2CC(CC2C1)COC3=C(C=C4C(=C3)N=CN=C4NC5=C(C(=C(C=C5)Cl)Cl)F)OC
750,(2-((5-Chloro-2-((4-(4-(dimethylamino)piperidin-1-yl)-2-methoxyphenyl)amino)pyrimidin-4-yl)amino)phenyl)dimethylphosphine oxide,CN(C)C1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C(C(=N3)NC4=CC=CC=C4P(=O)(C)C)Cl)OC
751,"8-chloro-2-pyrrolidin-2-yl-3H-[1]benzofuro[3,2-d]pyrimidin-4-one",C1CC(NC1)C2=NC3=C(C(=O)N2)OC4=C3C=C(C=C4)Cl
752,N-(4-(4-Aminopiperidin-1-yl)-2-methoxyphenyl)-5-chloro-4-(1H-indol-3-yl)pyrimidin-2-amine,COC1=C(C=CC(=C1)N2CCC(CC2)N)NC3=NC=C(C(=N3)C4=CNC5=CC=CC=C54)Cl
753,Daporinad,C1CN(CCC1CCCCNC(=O)C=CC2=CN=CC=C2)C(=O)C3=CC=CC=C3
754,Taselisib,CC1=NN(C(=N1)C2=CN3CCOC4=C(C3=N2)C=CC(=C4)C5=CN(N=C5)C(C)(C)C(=O)N)C(C)C
755,"3-(4-(4-(2-(3-((dimethylamino)methyl)phenyl)-1H-pyrrolo[2,3-b]pyridin-4-yl)-1-ethyl-1H-pyrazol-3-yl)phenyl)-1,1-dimethylurea",CCN1C=C(C(=N1)C2=CC=C(C=C2)NC(=O)N(C)C)C3=C4C=C(NC4=NC=C3)C5=CC=CC(=C5)CN(C)C
756,Ceritinib,CC1=CC(=C(C=C1C2CCNCC2)OC(C)C)NC3=NC=C(C(=N3)NC4=CC=CC=C4S(=O)(=O)C(C)C)Cl
757,"2-Methoxy-N-(3-Methyl-2-Oxo-1,2,3,4-Tetrahydroquinazolin-6-Yl)benzenesulfonamide",CN1CC2=C(C=CC(=C2)NS(=O)(=O)C3=CC=CC=C3OC)NC1=O
758,"N-(1-benzylpiperidin-4-yl)-6,7-dimethoxy-2-(4-methyl-1,4-diazepan-1-yl)quinazolin-4-amine",CN1CCCN(CC1)C2=NC3=CC(=C(C=C3C(=N2)NC4CCN(CC4)CC5=CC=CC=C5)OC)OC
759,"(R)-8-(1-((3,5-difluorophenyl)amino)ethyl)-N,N-dimethyl-2-morpholino-4-oxo-4H-chromene-6-carboxamide",CC(C1=CC(=CC2=C1OC(=CC2=O)N3CCOCC3)C(=O)N(C)C)NC4=CC(=CC(=C4)F)F
760,"4-{4-[(3R)-3-methylmorpholin-4-yl]-6-[1-(S-methylsulfonimidoyl)cyclopropyl]pyrimidin-2-yl}-1H-pyrrolo[2,3-b]pyridine",CC1COCCN1C2=NC(=NC(=C2)C3(CC3)S(=N)(=O)C)C4=C5C=CNC5=NC=C4
761,"2-(2',3-Dimethyl-[2,4'-bipyridin]-5-yl)-N-(5-(pyrazin-2-yl)pyridin-2-yl)acetamide",CC1=CC(=CN=C1C2=CC(=NC=C2)C)CC(=O)NC3=NC=C(C=C3)C4=NC=CN=C4
762,Berzosertib,CC(C)S(=O)(=O)C1=CC=C(C=C1)C2=CN=C(C(=N2)C3=CC(=NO3)C4=CC=C(C=C4)CNC)N
763,"4-(4-cyano-2-fluorophenyl)-2-morpholino-5-(1H-1,2,4-triazol-5-yl)thiophene-3-carbonitrile",C1COCCN1C2=C(C(=C(S2)C3=NC=NN3)C4=C(C=C(C=C4)C#N)F)C#N
764,Encorafenib,CC(C)N1C=C(C(=N1)C2=C(C(=CC(=C2)Cl)NS(=O)(=O)C)F)C3=NC(=NC=C3)NCC(C)NC(=O)OC
765,Cdk4/6-IN-16,CN(CCO)C1CCN(CC1)C2=CN=C(C=C2)NC3=NC=C4C5=C(C(=NC=C5)F)N(C4=N3)C6CCCC6
766,Afuresertib,CN1C(=C(C=N1)Cl)C2=C(SC(=C2)C(=O)NC(CC3=CC(=CC=C3)F)CN)Cl
767,Defactinib,CNC(=O)C1=CC=C(C=C1)NC2=NC=C(C(=N2)NCC3=NC=CN=C3N(C)S(=O)(=O)C)C(F)(F)F
768,"4-N-(5-cyclopropyl-1H-pyrazol-3-yl)-6-(4-methylpiperazin-1-yl)-2-N-[(3-propan-2-yl-1,2-oxazol-5-yl)methyl]pyrimidine-2,4-diamine",CC(C)C1=NOC(=C1)CNC2=NC(=CC(=N2)N3CCN(CC3)C)NC4=NNC(=C4)C5CC5
769,Pexmetinib,CC1=CC=C(C=C1)N2C(=CC(=N2)C(C)(C)C)NC(=O)NCC3=C(C=CC(=C3)F)OC4=CC5=C(C=C4)N(N=C5)CCO
770,Uprosertib,CN1C(=C(C=N1)Cl)C2=C(OC(=C2)C(=O)NC(CC3=CC(=C(C=C3)F)F)CN)Cl
771,Gdc-0623,C1=CC(=C(C=C1I)F)NC2=C(C=CC3=CN=CN32)C(=O)NOCCO
772,Birabresib,CC1=C(SC2=C1C(=NC(C3=NN=C(N32)C)CC(=O)NC4=CC=C(C=C4)O)C5=CC=C(C=C5)Cl)C
773,"N-{7-Cyano-6-[4-Fluoro-3-({[3-(Trifluoromethyl)phenyl]acetyl}amino)phenoxy]-1,3-Benzothiazol-2-Yl}cyclopropanecarboxamide",C1CC1C(=O)NC2=NC3=C(S2)C(=C(C=C3)OC4=CC(=C(C=C4)F)NC(=O)CC5=CC(=CC=C5)C(F)(F)F)C#N
774,Ribociclib,CN(C)C(=O)C1=CC2=CN=C(N=C2N1C3CCCC3)NC4=NC=C(C=C4)N5CCNCC5
775,Osimertinib,CN1C=C(C2=CC=CC=C21)C3=NC(=NC=C3)NC4=C(C=C(C(=C4)NC(=O)C=C)N(C)CCN(C)C)OC
776,5-(9-Isopropyl-8-methyl-2-morpholino-9H-purin-6-yl)pyrimidin-2-amine,CC1=NC2=C(N=C(N=C2N1C(C)C)N3CCOCC3)C4=CN=C(N=C4)N
777,Cep-28122 (alk),COC1=C(C=CC2=C1CCC(CC2)N3CCOCC3)NC4=NC=C(C(=N4)NC5C6CC(C5C(=O)N)C=C6)Cl
778,Canertinib,C=CC(=O)NC1=C(C=C2C(=C1)C(=NC=N2)NC3=CC(=C(C=C3)F)Cl)OCCCN4CCOCC4
779,Rociletinib,CC(=O)N1CCN(CC1)C2=CC(=C(C=C2)NC3=NC=C(C(=N3)NC4=CC(=CC=C4)NC(=O)C=C)C(F)(F)F)OC
780,Spebrutinib,COCCOC1=CC=C(C=C1)NC2=NC=C(C(=N2)NC3=CC(=CC=C3)NC(=O)C=C)F
781,2-Methoxy-N-[(2E)-3-[4-[[3-methyl-4-[(6-methyl-3-pyridinyl)oxy]phenyl]amino]-6-quinazolinyl]-2-propen-1-yl]acetamide,CC1=NC=C(C=C1)OC2=C(C=C(C=C2)NC3=NC=NC4=C3C=C(C=C4)C=CCNC(=O)COC)C
782,Lorlatinib,CC1C2=C(C=CC(=C2)F)C(=O)N(CC3=NN(C(=C3C4=CC(=C(N=C4)N)O1)C#N)C)C
783,Somcl-12-81,CC(C)S(=O)(=O)C1=CC=CC=C1NC2=NC(=NC=C2Cl)NC3=CC(=CC=C3)NC(=O)CN
784,"Benzamide, 3-ethyl-4-[3-(1-methylethyl)-4-[4-(1-methyl-1H-pyrazol-4-yl)-1H-imidazol-1-yl]-1H-pyrazolo[3,4-b]pyridin-1-yl]-",CCC1=C(C=CC(=C1)C(=O)N)N2C3=NC=CC(=C3C(=N2)C(C)C)N4C=C(N=C4)C5=CN(N=C5)C
785,Ceralasertib,CC1COCCN1C2=NC(=NC(=C2)C3(CC3)S(=N)(=O)C)C4=C5C=CNC5=NC=C4
786,(S)-Ceralasertib,CC1COCCN1C2=NC(=NC(=C2)C3(CC3)S(=N)(=O)C)C4=C5C=CNC5=NC=C4
787,"2-[2-(2-methyl-2,3-dihydro-1H-indol-1-yl)-2-oxoethyl]-6-(morpholin-4-yl)pyrimidin-4(3H)-one",CC1CC2=CC=CC=C2N1C(=O)CC3=NC(=CC(=O)N3)N4CCOCC4
788,"N-cyclohexyl-3-[2-(3,4-dichlorophenyl)ethylamino]-N-[2-[2-(5-hydroxy-3-oxo-4H-1,4-benzoxazin-8-yl)ethylamino]ethyl]propanamide",C1CCC(CC1)N(CCNCCC2=C3C(=C(C=C2)O)NC(=O)CO3)C(=O)CCNCCC4=CC(=C(C=C4)Cl)Cl
789,Marinopyrrole A,C1=CC=C(C(=C1)C(=O)C2=CC(=C(N2C3=C(NC(=C3Cl)Cl)C(=O)C4=CC=CC=C4O)Cl)Cl)O
790,Alk-fak inhibitor CEP-37440,CNC(=O)C1=CC=CC=C1NC2=NC(=NC=C2Cl)NC3=C(C4=C(CC(CCC4)N5CCN(CC5)CCO)C=C3)OC
791,Ravoxertinib,CN1C(=CC=N1)NC2=NC=CC(=N2)C3=CC(=O)N(C=C3)C(CO)C4=CC(=C(C=C4)Cl)F
792,Onvansertib,CN1CCN(CC1)C2=CC(=C(C=C2)OC(F)(F)F)NC3=NC=C4CCC5=C(C4=N3)N(N=C5C(=O)N)CCO
793,"L-Prolinamide, N-methyl-L-alanyl-(2S)-2-cyclohexylglycyl-N-(2-(2-oxazolyl)-4-phenyl-5-thiazolyl)-",CC(C(=O)NC(C1CCCCC1)C(=O)N2CCCC2C(=O)NC3=C(N=C(S3)C4=NC=CO4)C5=CC=CC=C5)NC
794,"N-((1S)-2-(Dimethylamino)-1-phenylethyl)-6,6-dimethyl-3-((2-methylthieno(3,2-d)pyrimidin-4-yl)amino)-4,6-dihydropyrrolo(3,4-C)pyrazole-5(1H)-carboxamide",CC1=NC2=C(C(=N1)NC3=NNC4=C3CN(C4(C)C)C(=O)NC(CN(C)C)C5=CC=CC=C5)SC=C2
795,Erdafitinib,CC(C)NCCN(C1=CC2=NC(=CN=C2C=C1)C3=CN(N=C3)C)C4=CC(=CC(=C4)OC)OC
796,Entospletinib,C1COCCN1C2=CC=C(C=C2)NC3=NC(=CN4C3=NC=C4)C5=CC6=C(C=C5)C=NN6
797,"1-(5-(4-amino-7-methyl-7H-pyrrolo[2,3-d]pyrimidin-5-yl)indolin-1-yl)-2-(3-(trifluoromethyl)phenyl)ethanone",CN1C=C(C2=C(N=CN=C21)N)C3=CC4=C(C=C3)N(CC4)C(=O)CC5=CC(=CC=C5)C(F)(F)F
798,Antitumor agent-3,C1=CC2=NC(=C(N2C=C1)C3=CSC(=N3)NC4=CC=C(C=C4)C(F)(F)F)C(F)(F)F
