,Term,Adjusted P-value,Genes,drug
0,Complement,1.4492261755064726e-05,CA2;CTSL;LCK;FDX1;PRKCD;PIM1;FYN;RAF1;CTSS,256927
1,E2F Targets,1.4492261755064726e-05,POLE4;PLK4;WEE1;MELK;LIG1;CDK4;CHEK1;CDK1;DCK,256927
2,UV Response Up,1.7028634659003527e-05,KCNH2;RET;CA2;PPAT;NTRK3;PRKCD;TYRO3;HSPA2,256927
3,PI3K/AKT/mTOR  Signaling,0.00014492803863468554,MAP2K3;CDK4;LCK;CDK1;RAF1;EGFR,256927
4,G2-M Checkpoint,0.0004380358514081612,PLK4;CDK4;CHEK1;CDK1;NEK2;TTK;MAPK14,256927
5,Allograft Rejection,0.0004380358514081612,MAP4K1;ITK;ZAP70;LCK;ITGAL;EGFR;CTSS,256927
6,Xenobiotic Metabolism,0.0028973133001842,ALDH2;CA2;AKR1C3;HPRT1;PGD;ESR1,256927
7,UV Response Dn,0.0039251320407783,PDGFRB;ERBB2;PIK3CD;FYN;MAPK14,256927
11,KRAS Signaling Up,0.0110794048291271,MAP4K1;CA2;PTGS2;EPHB2;CTSS,256927
10,Apical Junction,0.0110794048291271,KCNH2;SYK;CDH11;MAPK14;EGFR,256927
8,Myc Targets V2,0.0110794048291271,PLK4;CDK4;MAP3K6,256927
9,Estrogen Response Late,0.0110794048291271,PLK4;RET;CA2;PGR;HPRT1,256927
12,Spermatogenesis,0.0145302576736358,CDK1;NEK2;TTK;HSPA2,256927
13,DNA Repair,0.019519376062761,POLE4;LIG1;HPRT1;ADA,256927
16,Myc Targets V1,0.0401629380676957,HDAC2;CDK4;RUVBL2;HPRT1,256927
14,Mitotic Spindle,0.0401629380676957,CDK1;NEK2;TTK;MARK4,256927
15,TNF-alpha Signaling via NF-kB,0.0401629380676957,MAP2K3;PLK2;SIK1;PTGS2,256927
17,Inflammatory Response,0.0401629380676957,AXL;LCK;AHR;RAF1,256927
0,Epithelial Mesenchymal Transition,0.0096022129199992,SFRP4;POSTN;COL3A1;COL1A2;MGP;MMP3,256942
1,Angiogenesis,0.0096022129199992,POSTN;COL3A1;PRG2,256942
2,Allograft Rejection,0.0276985120728179,SIT1;CD7;CD3E;CD3D;ELANE,256942
0,Complement,1.4492261755064726e-05,CA2;CTSL;LCK;FDX1;PRKCD;PIM1;FYN;CTSS;PIK3CG,264137
1,E2F Targets,1.4492261755064726e-05,POLE4;PLK4;WEE1;MELK;LIG1;CHEK1;CDK1;DCK;AURKA,264137
2,UV Response Up,0.00019389238398477565,KCNH2;RET;CA2;PPAT;NTRK3;PRKCD;HSPA2,264137
3,G2-M Checkpoint,0.0005256430216897934,PLK4;CHEK1;CDK1;NEK2;TTK;MAPK14;AURKA,264137
4,Allograft Rejection,0.0005256430216897934,MAP4K1;ITK;ZAP70;LCK;ITGAL;EGFR;CTSS,264137
5,Xenobiotic Metabolism,0.0033495748004159,ALDH2;CA2;AKR1C3;HPRT1;PGD;ESR1,264137
6,Spermatogenesis,0.0033495748004159,CDK1;NEK2;TTK;HSPA2;AURKA,264137
7,UV Response Dn,0.0039251320407783,PDGFRB;ERBB2;PIK3CD;FYN;MAPK14,264137
8,PI3K/AKT/mTOR  Signaling,0.0084949024546,MAP2K3;LCK;CDK1;EGFR,264137
9,Estrogen Response Late,0.0110794048291271,PLK4;RET;CA2;PGR;HPRT1,264137
10,Apical Junction,0.0110794048291271,KCNH2;SYK;CDH11;MAPK14;EGFR,264137
11,KRAS Signaling Up,0.0110794048291271,MAP4K1;CA2;PTGS2;EPHB2;CTSS,264137
12,DNA Repair,0.0210208665291272,POLE4;LIG1;HPRT1;ADA,264137
13,Mitotic Spindle,0.0451833053261577,CDK1;NEK2;TTK;AURKA,264137
14,TNF-alpha Signaling via NF-kB,0.0451833053261577,MAP2K3;PLK2;SIK1;PTGS2,264137
15,Glycolysis,0.0451833053261577,CDK1;MERTK;EGFR;AURKA,264137
0,Allograft Rejection,0.00023571242853159488,CD8B;SIT1;IL1B;CD7;IL2RG;CD3E;CD3D;ELANE,266046
1,Epithelial Mesenchymal Transition,0.0081124772405159,COL3A1;COL1A2;MMP1;MGP;MMP3;BGN,266046
0,Complement,2.9709136597882687e-05,CA2;CTSL;LCK;FDX1;PRKCD;PIM1;FYN;RAF1;CTSS,267469
1,E2F Targets,0.00015100327452805296,POLE4;PLK4;WEE1;MELK;LIG1;CHEK1;CDK1;DCK,267469
2,UV Response Up,0.00019873969358439505,KCNH2;RET;CA2;NTRK3;PRKCD;TYRO3;HSPA2,267469
3,Allograft Rejection,0.0006734801215400478,MAP4K1;ITK;ZAP70;LCK;ITGAL;EGFR;CTSS,267469
4,PI3K/AKT/mTOR  Signaling,0.0015063047211349,MAP2K3;LCK;CDK1;RAF1;EGFR,267469
5,Xenobiotic Metabolism,0.0034647038214703,ALDH2;CA2;AKR1C3;HPRT1;PGD;ESR1,267469
6,UV Response Dn,0.0045980118191974,PDGFRB;ERBB2;PIK3CD;FYN;MAPK14,267469
7,G2-M Checkpoint,0.0123887890362058,PLK4;CHEK1;CDK1;TTK;MAPK14,267469
8,Estrogen Response Late,0.0123887890362058,PLK4;RET;CA2;PGR;HPRT1,267469
9,Apical Junction,0.0123887890362058,KCNH2;SYK;CDH11;MAPK14;EGFR,267469
10,KRAS Signaling Up,0.0123887890362058,MAP4K1;CA2;PTGS2;EPHB2;CTSS,267469
11,DNA Repair,0.0233419205417183,POLE4;LIG1;HPRT1;ADA,267469
12,IL-2/STAT5 Signaling,0.0494004138232658,CA2;PIM1;AHR;HIPK2,267469
13,TNF-alpha Signaling via NF-kB,0.0494004138232658,MAP2K3;PLK2;SIK1;PTGS2,267469
14,Inflammatory Response,0.0494004138232658,AXL;LCK;AHR;RAF1,267469
0,E2F Targets,2.530659690179851e-06,POLE4;PLK4;WEE1;MELK;LIG1;CDK4;CHEK1;CDK1;DCK;AURKA,268242
1,UV Response Up,2.554295198850529e-05,KCNH2;RET;CA2;PPAT;NTRK3;PRKCD;TYRO3;HSPA2,268242
2,G2-M Checkpoint,7.36601339161234e-05,PLK4;CDK4;CHEK1;CDK1;NEK2;TTK;MAPK14;AURKA,268242
3,Complement,7.36601339161234e-05,CA2;CTSL;LCK;FDX1;PRKCD;PIM1;FYN;CTSS,268242
4,Allograft Rejection,0.0005256430216897934,MAP4K1;ITK;ZAP70;LCK;ITGAL;EGFR;CTSS,268242
5,PI3K/AKT/mTOR  Signaling,0.0012246379846625,MAP2K3;CDK4;LCK;CDK1;EGFR,268242
6,Apical Junction,0.0025351491376612,KCNH2;MAP4K2;SYK;CDH11;MAPK14;EGFR,268242
7,Xenobiotic Metabolism,0.0025351491376612,ALDH2;CA2;AKR1C3;HPRT1;PGD;ESR1,268242
8,Spermatogenesis,0.0026052248447679,CDK1;NEK2;TTK;HSPA2;AURKA,268242
9,UV Response Dn,0.0031401056326226,PDGFRB;ERBB2;PIK3CD;FYN;MAPK14,268242
10,Mitotic Spindle,0.0102271429191943,CDK1;NEK2;TTK;MARK4;AURKA,268242
11,Estrogen Response Late,0.0102271429191943,PLK4;RET;CA2;PGR;HPRT1,268242
12,KRAS Signaling Up,0.0102271429191943,MAP4K1;CA2;PTGS2;EPHB2;CTSS,268242
13,DNA Repair,0.019519376062761,POLE4;LIG1;HPRT1;ADA,268242
14,TNF-alpha Signaling via NF-kB,0.0425254638363837,MAP2K3;PLK2;SIK1;PTGS2,268242
15,Myc Targets V1,0.0425254638363837,HDAC2;CDK4;RUVBL2;HPRT1,268242
16,Glycolysis,0.0425254638363837,CDK1;MERTK;EGFR;AURKA,268242
0,Complement,1.3164785577706611e-05,CA2;CTSL;LCK;FDX1;PRKCD;PIM1;FYN;RAF1;CTSS,269148
1,E2F Targets,1.3164785577706611e-05,POLE4;PLK4;WEE1;MELK;LIG1;CDK4;CHEK1;CDK1;DCK,269148
2,PI3K/AKT/mTOR  Signaling,1.3164785577706611e-05,MAP2K3;CDK4;LCK;CSNK2B;CDK1;RAF1;EGFR,269148
3,UV Response Up,0.00014905477018829628,KCNH2;RET;CA2;PPAT;NTRK3;PRKCD;HSPA2,269148
4,G2-M Checkpoint,0.0004489867476933652,PLK4;CDK4;CHEK1;CDK1;NEK2;TTK;MAPK14,269148
5,Allograft Rejection,0.0004489867476933652,MAP4K1;ITK;ZAP70;LCK;ITGAL;EGFR;CTSS,269148
6,Xenobiotic Metabolism,0.0029697461326888,ALDH2;CA2;AKR1C3;HPRT1;PGD;ESR1,269148
7,UV Response Dn,0.0040232603417978,PDGFRB;ERBB2;PIK3CD;FYN;MAPK14,269148
10,KRAS Signaling Up,0.0123887890362058,MAP4K1;CA2;PTGS2;EPHB2;CTSS,269148
8,Estrogen Response Late,0.0123887890362058,PLK4;RET;CA2;PGR;HPRT1,269148
9,Apical Junction,0.0123887890362058,KCNH2;SYK;CDH11;MAPK14;EGFR,269148
11,Spermatogenesis,0.0161346402917664,CDK1;NEK2;TTK;HSPA2,269148
12,DNA Repair,0.0215463881923554,POLE4;LIG1;HPRT1;ADA,269148
15,TNF-alpha Signaling via NF-kB,0.0435886004322933,MAP2K3;PLK2;SIK1;PTGS2,269148
13,Mitotic Spindle,0.0435886004322933,CDK1;NEK2;TTK;MARK4,269148
14,IL-2/STAT5 Signaling,0.0435886004322933,CA2;PIM1;AHR;HIPK2,269148
16,Myc Targets V1,0.0435886004322933,HDAC2;CDK4;RUVBL2;HPRT1,269148
0,Complement,0.00028727452227288126,CA2;CTSL;LCK;FDX1;PRKCD;PIM1;FYN;CTSS,271674
1,E2F Targets,0.0008541699102459143,POLE4;WEE1;MELK;LIG1;CHEK1;CDK1;DCK,271674
2,Allograft Rejection,0.0008541699102459143,MAP4K1;ITK;ZAP70;LCK;ITGAL;EGFR;CTSS,271674
3,UV Response Up,0.0013931542829222,KCNH2;RET;CA2;NTRK3;PRKCD;HSPA2,271674
4,UV Response Dn,0.0061232059836142,PDGFRB;ERBB2;PIK3CD;FYN;MAPK14,271674
5,PI3K/AKT/mTOR  Signaling,0.0124237948398525,MAP2K3;LCK;CDK1;EGFR,271674
6,G2-M Checkpoint,0.0129629036500787,CHEK1;CDK1;NEK2;TTK;MAPK14,271674
7,Apical Junction,0.0129629036500787,KCNH2;SYK;CDH11;MAPK14;EGFR,271674
8,Xenobiotic Metabolism,0.0129629036500787,ALDH2;CA2;AKR1C3;HPRT1;ESR1,271674
9,KRAS Signaling Up,0.0129629036500787,MAP4K1;CA2;PTGS2;EPHB2;CTSS,271674
10,Spermatogenesis,0.0167428196375758,CDK1;NEK2;TTK;HSPA2,271674
11,DNA Repair,0.0222032902713906,POLE4;LIG1;HPRT1;ADA,271674
12,Mitotic Spindle,0.046990637539204,CDK1;NEK2;TTK;MARK4,271674
13,TNF-alpha Signaling via NF-kB,0.046990637539204,MAP2K3;PLK2;SIK1;PTGS2,271674
14,Estrogen Response Late,0.046990637539204,RET;CA2;PGR;HPRT1,271674
0,Complement,2.554295198850529e-05,CA2;CTSL;LCK;FDX1;PRKCD;PIM1;FYN;RAF1;CTSS,276382
1,UV Response Up,2.554295198850529e-05,KCNH2;RET;CA2;PPAT;NTRK3;PRKCD;TYRO3;HSPA2,276382
2,E2F Targets,0.0008760717028163224,POLE4;WEE1;MELK;CHEK1;CDK1;DCK;AURKA,276382
3,G2-M Checkpoint,0.0033495748004159,CHEK1;CDK1;NEK2;TTK;MAPK14;AURKA,276382
4,Xenobiotic Metabolism,0.0033495748004159,ALDH2;CA2;AKR1C3;HPRT1;PGD;ESR1,276382
5,Allograft Rejection,0.0033495748004159,MAP4K1;ITK;ZAP70;LCK;ITGAL;CTSS,276382
6,Spermatogenesis,0.0033495748004159,CDK1;NEK2;TTK;HSPA2;AURKA,276382
7,UV Response Dn,0.0039251320407783,PDGFRB;ERBB2;PIK3CD;FYN;MAPK14,276382
8,PI3K/AKT/mTOR  Signaling,0.0084949024546,MAP2K3;LCK;CDK1;RAF1,276382
9,KRAS Signaling Up,0.0132952857949526,MAP4K1;CA2;PTGS2;EPHB2;CTSS,276382
10,DNA Repair,0.0248428422616958,POLE4;POLB;HPRT1;ADA,276382
11,Mitotic Spindle,0.0425254638363837,CDK1;NEK2;TTK;AURKA,276382
12,IL-2/STAT5 Signaling,0.0425254638363837,CA2;PIM1;AHR;HIPK2,276382
13,TNF-alpha Signaling via NF-kB,0.0425254638363837,MAP2K3;PLK2;SIK1;PTGS2,276382
14,Estrogen Response Late,0.0425254638363837,RET;CA2;PGR;HPRT1,276382
15,Apical Junction,0.0425254638363837,KCNH2;SYK;CDH11;MAPK14,276382
16,Inflammatory Response,0.0425254638363837,AXL;LCK;AHR;RAF1,276382
0,KRAS Signaling Up,0.001774045198203,SERPINA3;ABCB1;ALDH1A2;TSPAN7;IGF2;APOD;IL2RG,279836
1,Epithelial Mesenchymal Transition,0.0045632684477902,POSTN;COL3A1;MMP1;MGP;MMP3;BGN,279836
2,Allograft Rejection,0.0045632684477902,CD8B;CD7;IL2RG;CD3E;CD3D;ELANE,279836
3,Angiogenesis,0.0051851949767995,POSTN;COL3A1;PRG2,279836
0,Complement,2.4673931979253548e-06,CA2;CTSL;LCK;FDX1;PRKCD;PIM1;FYN;RAF1;CTSS;PIK3CG,281612
1,Allograft Rejection,0.0012812548653688,MAP4K1;ITK;ZAP70;LCK;ITGAL;EGFR;CTSS,281612
2,UV Response Up,0.001791033052569,KCNH2;RET;CA2;NTRK3;PRKCD;HSPA2,281612
3,PI3K/AKT/mTOR  Signaling,0.001791033052569,MAP2K3;LCK;CDK1;RAF1;EGFR,281612
4,E2F Targets,0.0032956938789596,POLE4;WEE1;MELK;CHEK1;CDK1;DCK,281612
5,Xenobiotic Metabolism,0.0032956938789596,ALDH2;CA2;AKR1C3;HPRT1;PGD;ESR1,281612
6,UV Response Dn,0.0043737185597244,PDGFRB;ERBB2;PIK3CD;FYN;MAPK14,281612
7,G2-M Checkpoint,0.0129629036500787,CHEK1;CDK1;NEK2;TTK;MAPK14,281612
8,Apical Junction,0.0129629036500787,KCNH2;SYK;CDH11;MAPK14;EGFR,281612
9,KRAS Signaling Up,0.0129629036500787,MAP4K1;CA2;PTGS2;EPHB2;CTSS,281612
10,Spermatogenesis,0.0167428196375758,CDK1;NEK2;TTK;HSPA2,281612
11,Androgen Response,0.0449207129555073,STK39;PTK2B;MERTK,281612
0,Epithelial Mesenchymal Transition,0.0068449026716853,POSTN;COL3A1;MMP1;MGP;MMP3;BGN,287459
1,Allograft Rejection,0.0068449026716853,SIT1;CD7;IL2RG;CD3E;CD3D;ELANE,287459
2,Angiogenesis,0.0069135933023994,POSTN;COL3A1;PRG2,287459
0,Allograft Rejection,0.0024310989753152,PRKCG;MAP4K1;ITK;ZAP70;LCK;ITGAL;CTSS,295499
1,UV Response Up,0.0026434209470832,KCNH2;RET;MAOA;CA2;NTRK3;HSPA2,295499
2,Complement,0.0062533678728977,CA2;CTSL;LCK;FDX1;CTSS;PIK3CG,295499
3,UV Response Dn,0.0072614942754399,PDGFRB;ERBB2;KIT;PIK3CD;MAPK14,295499
4,Xenobiotic Metabolism,0.0204968989338852,MAOA;CA2;AKR1C3;HPRT1;ESR1,295499
5,KRAS Signaling Up,0.0204968989338852,MAP4K1;CA2;TLR8;PTGS2;CTSS,295499
0,E2F Targets,2.5939261824343477e-06,POLE4;PLK4;WEE1;MELK;LIG1;CDK4;CHEK1;CDK1;DCK;AURKA,295500
1,Complement,0.00015100327452805296,CA2;CTSL;LCK;FDX1;PRKCD;PIM1;FYN;CTSS,295500
2,G2-M Checkpoint,0.0006734801215400478,PLK4;CDK4;CHEK1;CDK1;TTK;MAPK14;AURKA,295500
3,Allograft Rejection,0.0006734801215400478,MAP4K1;ITK;ZAP70;LCK;ITGAL;EGFR;CTSS,295500
4,UV Response Up,0.0011716784738422,KCNH2;RET;CA2;NTRK3;PRKCD;HSPA2,295500
5,PI3K/AKT/mTOR  Signaling,0.0012552539342791,MAP2K3;CDK4;LCK;CDK1;EGFR,295500
6,Xenobiotic Metabolism,0.0029697461326888,ALDH2;CA2;AKR1C3;HPRT1;PGD;ESR1,295500
7,UV Response Dn,0.0040232603417978,PDGFRB;ERBB2;PIK3CD;FYN;MAPK14,295500
10,KRAS Signaling Up,0.0123887890362058,MAP4K1;CA2;PTGS2;EPHB2;CTSS,295500
8,Estrogen Response Late,0.0123887890362058,PLK4;RET;CA2;PGR;HPRT1,295500
9,Apical Junction,0.0123887890362058,KCNH2;SYK;CDH11;MAPK14;EGFR,295500
11,Spermatogenesis,0.0161346402917664,CDK1;TTK;HSPA2;AURKA,295500
12,DNA Repair,0.0215463881923554,POLE4;LIG1;HPRT1;ADA,295500
13,Androgen Response,0.0404780050807868,STK39;PTK2B;MERTK,295500
15,Myc Targets V1,0.0435886004322933,HDAC2;CDK4;RUVBL2;HPRT1,295500
14,TNF-alpha Signaling via NF-kB,0.0435886004322933,MAP2K3;PLK2;SIK1;PTGS2,295500
16,Glycolysis,0.0435886004322933,CDK1;MERTK;EGFR;AURKA,295500
0,Complement,2.530659690179851e-06,CA2;CTSL;LCK;FDX1;PRKCD;PIM1;FYN;RAF1;CTSS;PIK3CG,295501
1,UV Response Up,0.0002908385759771635,KCNH2;RET;CA2;NTRK3;PRKCD;TYRO3;HSPA2,295501
2,Allograft Rejection,0.0008760717028163224,MAP4K1;ITK;ZAP70;LCK;ITGAL;EGFR;CTSS,295501
3,PI3K/AKT/mTOR  Signaling,0.0018369569769938,MAP2K3;LCK;CDK1;RAF1;EGFR,295501
4,E2F Targets,0.0040562386202579,POLE4;WEE1;MELK;CHEK1;CDK1;DCK,295501
5,UV Response Dn,0.0052335093877044,PDGFRB;ERBB2;PIK3CD;FYN;MAPK14,295501
6,Apical Junction,0.0147725397721695,KCNH2;SYK;CDH11;MAPK14;EGFR,295501
7,Xenobiotic Metabolism,0.0147725397721695,ALDH2;CA2;AKR1C3;HPRT1;ESR1,295501
8,KRAS Signaling Up,0.0147725397721695,MAP4K1;CA2;PTGS2;EPHB2;CTSS,295501
0,Complement,0.0002946405356644936,CA2;CTSL;LCK;FDX1;PRKCD;PIM1;FYN;CTSS,296934
1,E2F Targets,0.0008760717028163224,POLE4;WEE1;MELK;CHEK1;CDK1;DCK;AURKA,296934
2,Allograft Rejection,0.0008760717028163224,MAP4K1;ITK;ZAP70;LCK;ITGAL;EGFR;CTSS,296934
3,UV Response Up,0.0014288761876125,KCNH2;RET;CA2;NTRK3;PRKCD;HSPA2,296934
4,UV Response Dn,0.0062802112652453,PDGFRB;ERBB2;PIK3CD;FYN;MAPK14,296934
5,PI3K/AKT/mTOR  Signaling,0.0127423536819,MAP2K3;LCK;CDK1;EGFR,296934
6,G2-M Checkpoint,0.0132952857949526,CHEK1;CDK1;TTK;MAPK14;AURKA,296934
7,Apical Junction,0.0132952857949526,KCNH2;SYK;CDH11;MAPK14;EGFR,296934
8,Xenobiotic Metabolism,0.0132952857949526,ALDH2;CA2;AKR1C3;PGD;ESR1,296934
9,KRAS Signaling Up,0.0132952857949526,MAP4K1;CA2;PTGS2;EPHB2;CTSS,296934
10,Spermatogenesis,0.017172122705206,CDK1;TTK;HSPA2;AURKA,296934
11,Androgen Response,0.0460725261082126,STK39;PTK2B;MERTK,296934
0,Epithelial Mesenchymal Transition,0.0063378728441531,POSTN;COL3A1;MMP1;MGP;MMP3;BGN,301739
1,Allograft Rejection,0.0063378728441531,SIT1;IL1B;CD7;CD3E;CD3D;ELANE,301739
2,Angiogenesis,0.0064014752799994,POSTN;COL3A1;PRG2,301739
0,Complement,2.8259910422376216e-05,CA2;CTSL;LCK;FDX1;PRKCD;PIM1;FYN;CTSS;PIK3CG,302991
1,Allograft Rejection,0.0012812548653688,MAP4K1;ITK;ZAP70;LCK;ITGAL;EGFR;CTSS,302991
2,UV Response Up,0.0018575390438963,KCNH2;RET;CA2;NTRK3;PRKCD;HSPA2,302991
3,Xenobiotic Metabolism,0.0049435408184394,ALDH2;CA2;AKR1C3;HPRT1;PGD;ESR1,302991
4,UV Response Dn,0.0061232059836142,PDGFRB;ERBB2;PIK3CD;FYN;MAPK14,302991
5,PI3K/AKT/mTOR  Signaling,0.0124237948398525,MAP2K3;LCK;CDK1;EGFR,302991
6,Apical Junction,0.0144032262778653,KCNH2;SYK;CDH11;MAPK14;EGFR,302991
7,E2F Targets,0.0144032262778653,WEE1;MELK;CHEK1;CDK1;DCK,302991
8,KRAS Signaling Up,0.0144032262778653,MAP4K1;CA2;PTGS2;EPHB2;CTSS,302991
0,Complement,2.9709136597882687e-05,CA2;CTSL;LCK;FDX1;PRKCD;PIM1;FYN;CTSS;PIK3CG,303812
1,E2F Targets,0.00015100327452805296,POLE4;WEE1;MELK;CDK4;CHEK1;CDK1;DCK;AURKA,303812
2,UV Response Up,0.00019873969358439505,KCNH2;RET;CA2;NTRK3;PRKCD;TYRO3;HSPA2,303812
3,G2-M Checkpoint,0.0005387840972320382,CDK4;CHEK1;CDK1;NEK2;TTK;MAPK14;AURKA,303812
4,Allograft Rejection,0.0005387840972320382,MAP4K1;ITK;ZAP70;LCK;ITGAL;EGFR;CTSS,303812
5,PI3K/AKT/mTOR  Signaling,0.0012552539342791,MAP2K3;CDK4;LCK;CDK1;EGFR,303812
6,Xenobiotic Metabolism,0.0029697461326888,ALDH2;CA2;AKR1C3;HPRT1;PGD;ESR1,303812
7,Spermatogenesis,0.003004149899123,CDK1;NEK2;TTK;HSPA2;AURKA,303812
8,UV Response Dn,0.0035762314149313,PDGFRB;ERBB2;PIK3CD;FYN;MAPK14,303812
9,Apical Junction,0.0123887890362058,KCNH2;SYK;CDH11;MAPK14;EGFR,303812
10,KRAS Signaling Up,0.0123887890362058,MAP4K1;CA2;PTGS2;EPHB2;CTSS,303812
11,Androgen Response,0.0435886004322933,STK39;PTK2B;MERTK,303812
12,Mitotic Spindle,0.0435886004322933,CDK1;NEK2;TTK;AURKA,303812
13,TNF-alpha Signaling via NF-kB,0.0435886004322933,MAP2K3;PLK2;SIK1;PTGS2,303812
14,Estrogen Response Late,0.0435886004322933,RET;CA2;PGR;HPRT1,303812
15,Myc Targets V1,0.0435886004322933,HDAC2;CDK4;RUVBL2;HPRT1,303812
16,Glycolysis,0.0435886004322933,CDK1;MERTK;EGFR;AURKA,303812
0,Allograft Rejection,0.0009527279768127506,SIT1;IL1B;CD7;IL2RG;CD3E;CD3D;ELANE,308847
1,KRAS Signaling Up,0.0009527279768127506,SERPINA3;ABCB1;FCER1G;IL1B;ALDH1A2;TSPAN7;IL2RG,308847
0,Epithelial Mesenchymal Transition,0.0136898053433707,COL3A1;COL1A2;MMP1;MGP;MMP3;BGN,312887
1,Allograft Rejection,0.044871589557965,CD8B;SIT1;CD7;CD3E;ELANE,312887
0,Complement,0.0002908385759771635,CA2;CTSL;LCK;FDX1;PRKCD;PIM1;FYN;CTSS,314622
1,UV Response Up,0.0002908385759771635,KCNH2;RET;CA2;NTRK3;PRKCD;TYRO3;HSPA2,314622
2,E2F Targets,0.0006570537771122417,POLE4;WEE1;MELK;LIG1;CHEK1;CDK1;DCK,314622
3,Allograft Rejection,0.0006570537771122417,MAP4K1;ITK;ZAP70;LCK;ITGAL;EGFR;CTSS,314622
4,Xenobiotic Metabolism,0.0040562386202579,ALDH2;CA2;AKR1C3;HPRT1;PGD;ESR1,314622
5,UV Response Dn,0.0052335093877044,PDGFRB;ERBB2;PIK3CD;FYN;MAPK14,314622
6,Apical Junction,0.0166191072436907,KCNH2;SYK;CDH11;MAPK14;EGFR,314622
7,KRAS Signaling Up,0.0166191072436907,MAP4K1;CA2;PTGS2;EPHB2;CTSS,314622
8,DNA Repair,0.030363473875406,POLE4;LIG1;HPRT1;ADA,314622
0,Complement,0.00015100327452805296,CA2;CTSL;LCK;FDX1;PRKCD;PIM1;FYN;CTSS,320846
1,E2F Targets,0.00015100327452805296,PLK4;WEE1;MELK;LIG1;CHEK1;CDK1;DCK;AURKA,320846
2,G2-M Checkpoint,0.0006734801215400478,PLK4;CHEK1;CDK1;NEK2;TTK;MAPK14;AURKA,320846
3,Allograft Rejection,0.0006734801215400478,MAP4K1;ITK;ZAP70;LCK;ITGAL;EGFR;CTSS,320846
4,UV Response Up,0.0011716784738422,KCNH2;RET;CA2;NTRK3;PRKCD;HSPA2,320846
5,Xenobiotic Metabolism,0.0034333141704263,ALDH2;CA2;AKR1C3;HPRT1;PGD;ESR1,320846
6,Spermatogenesis,0.0034333141704263,CDK1;NEK2;TTK;HSPA2;AURKA,320846
7,UV Response Dn,0.0040232603417978,PDGFRB;ERBB2;PIK3CD;FYN;MAPK14,320846
8,PI3K/AKT/mTOR  Signaling,0.008707275015965,TBK1;LCK;CDK1;EGFR,320846
9,Estrogen Response Late,0.0113563899498553,PLK4;RET;CA2;PGR;HPRT1,320846
10,Apical Junction,0.0113563899498553,KCNH2;SYK;CDH11;MAPK14;EGFR,320846
11,KRAS Signaling Up,0.0113563899498553,MAP4K1;CA2;PTGS2;EPHB2;CTSS,320846
12,Androgen Response,0.0435916977793088,STK39;PTK2B;MERTK,320846
13,Mitotic Spindle,0.0463128879593117,CDK1;NEK2;TTK;AURKA,320846
14,IL-2/STAT5 Signaling,0.0463128879593117,CA2;PIM1;AHR;HIPK2,320846
15,Glycolysis,0.0463128879593117,CDK1;MERTK;EGFR;AURKA,320846
0,Complement,1.4492261755064726e-05,CA2;CTSL;LCK;FDX1;PRKCD;PIM1;FYN;RAF1;CTSS,326231
1,E2F Targets,1.4492261755064726e-05,POLE4;PLK4;WEE1;MELK;CDK4;CHEK1;CDK1;DCK;AURKA,326231
2,G2-M Checkpoint,9.821351188816454e-05,PLK4;CDK4;CHEK1;CDK1;NEK2;TTK;MAPK14;AURKA,326231
3,PI3K/AKT/mTOR  Signaling,0.0001163354303908654,MAP2K3;CDK4;LCK;CDK1;RAF1;EGFR,326231
4,UV Response Up,0.0001163354303908654,KCNH2;RET;CA2;NTRK3;PRKCD;TYRO3;HSPA2,326231
5,Allograft Rejection,0.0004380358514081612,MAP4K1;ITK;ZAP70;LCK;ITGAL;EGFR;CTSS,326231
6,Xenobiotic Metabolism,0.0028973133001842,ALDH2;CA2;AKR1C3;HPRT1;PGD;ESR1,326231
7,Spermatogenesis,0.0029308779503639,CDK1;NEK2;TTK;HSPA2;AURKA,326231
8,UV Response Dn,0.0034890062584696,PDGFRB;ERBB2;PIK3CD;FYN;MAPK14,326231
9,Estrogen Response Late,0.0110794048291271,PLK4;RET;CA2;PGR;HPRT1,326231
10,Apical Junction,0.0110794048291271,KCNH2;SYK;CDH11;MAPK14;EGFR,326231
11,KRAS Signaling Up,0.0110794048291271,MAP4K1;CA2;PTGS2;EPHB2;CTSS,326231
12,Mitotic Spindle,0.0425254638363837,CDK1;NEK2;TTK;AURKA,326231
13,TNF-alpha Signaling via NF-kB,0.0425254638363837,MAP2K3;PLK2;SIK1;PTGS2,326231
14,Myc Targets V1,0.0425254638363837,HDAC2;CDK4;RUVBL2;HPRT1,326231
15,Inflammatory Response,0.0425254638363837,AXL;LCK;AHR;RAF1,326231
16,Glycolysis,0.0425254638363837,CDK1;MERTK;EGFR;AURKA,326231
0,Complement,2.898452351012945e-05,CA2;CTSL;LCK;FDX1;PIM1;FYN;RAF1;CTSS;PIK3CG,328410
1,PI3K/AKT/mTOR  Signaling,0.0002898560772693711,MAP2K3;CDK4;LCK;CDK1;RAF1;EGFR,328410
2,Allograft Rejection,0.0008760717028163224,MAP4K1;ITK;ZAP70;LCK;ITGAL;EGFR;CTSS,328410
3,Xenobiotic Metabolism,0.0050702982753224,ALDH2;CA2;AKR1C3;HPRT1;PGD;ESR1,328410
4,UV Response Dn,0.0062802112652453,PDGFRB;ERBB2;PIK3CD;FYN;MAPK14,328410
