NSC #,Drug name,FDA status,Mechanism of action,PubChem SID
641995,"Dimethyl 2-(2-((3-(3-acetylanilino)-2,3-dioxopropyl)sulfonyl)ethyl)malonate",-,-,369802
642009,"Butanedioic acid, 2-[[2-[(3-chloro-1,4-dihydro-1,4-dioxo...",-,-,-
642021,"4-[1,1'-Biphenyl]-2-yl-N-(2-cyanophenyl)-2,4-dioxo-3-(3-oxo-1,3-dihydro-2-benzofuran-1-yl)butanamide",-,-,369825
642024,"N-(3,4-Dichlorophenyl)-2,4-dioxo-3-(3-oxo-1H-2-benzofuran-1-yl)-4-(2-phenylphenyl)butanamide",-,-,369827
642026,"N-[2,6-Di(propan-2-yl)phenyl]-2,4-dioxo-3-(3-oxo-1H-2-benzofuran-1-yl)-4-(2-phenylphenyl)butanamide",-,-,369829
642038,-,-,-,-
642049,"Acetamide, N-(3-acetylphenyl)-2-[(4-amino-5-mercapto- 4H...",-,-,3000679
642051,"Methyl 5-(2,4-dimethylanilino)-3-(3-hydroxy-2-quinoxalinyl)-2,4,5-trioxopentanoate",-,-,369854
642054,"[2-[(2E)-2-[2-[(6-Ethoxy-1,3-benzothiazol-2-yl)carbamoyl]-7-hydroxychromen-4-ylidene]hydrazinyl]-2-oxoethyl]-trimethylazanium;chloride",-,-,135483956
642057,-,-,-,-
642061,"Propanamide, N-(2-chloro-1,4-dioxo-3-naphthalenyl)-3-cya...",-,-,9574385
642069,"N-(4-Bromophenyl)-2-oxo-2-(2,4,6-trioxohexahydro-5-pyrimidinyl)acetamide",-,-,369876
642071,"N-[(E)-1-[2-[5-[(E)-N-Anilino-C-methylcarbonimidoyl]-4-methyl-1,3-thiazol-2-yl]-4-methyl-1,3-thiazol-5-yl]ethylideneamino]aniline",-,-,9555852
642075,"N-(3-((3,4-Dimethoxybenzyl)amino)-2-phenyl-7-(trifluoromethyl)-5-quinoxalinyl)acetamide",-,-,369881
642077,"3-Phenyl-6-(trifluoromethyl)-N-(3,4,5-trimethoxybenzyl)-2-quinoxalinamine",-,-,369883
642079,Dipropyl 2-((4-((3-(2-thienyl)-2-quinoxalinyl)amino)benzoyl)amino)pentanedioate,-,-,369885
642099,Longikaurin B,-,-,-
642195,"4-O-Benzyl 2-O-ethyl 5-[[(5-ethoxycarbonyl-4-methyl-3-phenylmethoxycarbonyl-1H-pyrrol-2-yl)methyl-methylamino]methyl]-3-methyl-1H-pyrrole-2,4-dicarboxylate",-,-,369904
642198,antineoplastic-642198,-,-,-
642276,"[(5S,8Ar,9R)-9-(4-hydroxy-3,5-dimethoxyphenyl)-8-oxo-5a,6,8a,9-tetrahydro-5H-[2]benzofuro[5,6-f][1,3]benzodioxol-5-yl] 3-aminobenzoate",-,-,369909
642277,"N-[(5S,8Ar,9R)-9-(4-hydroxy-3,5-dimethoxyphenyl)-8-oxo-5a,6,8a,9-tetrahydro-5H-[2]benzofuro[5,6-f][1,3]benzodioxol-5-yl]-3-aminobenzamide",-,-,369910
642278,"N-[(5S,8Ar,9R)-9-(4-hydroxy-3,5-dimethoxyphenyl)-8-oxo-5a,6,8a,9-tetrahydro-5H-[2]benzofuro[5,6-f][1,3]benzodioxol-5-yl]-3-nitrobenzamide",-,-,369911
642279,"(5S,8Ar,9R)-5-(benzylamino)-9-(4-hydroxy-3,5-dimethoxyphenyl)-5a,6,8a,9-tetrahydro-5H-[2]benzofuro[6,5-f][1,3]benzodioxol-8-one",-,-,369912
642280,"(5R,8As,9S)-9-(4-hydroxy-3,5-dimethoxyphenyl)-5-[(4-nitrophenyl)methylamino]-5a,6,8a,9-tetrahydro-5H-[2]benzofuro[6,5-f][1,3]benzodioxol-8-one",-,-,369913
642281,"(5R,8As,9S)-5-[(4-fluorophenyl)methylamino]-9-(4-hydroxy-3,5-dimethoxyphenyl)-5a,6,8a,9-tetrahydro-5H-[2]benzofuro[6,5-f][1,3]benzodioxol-8-one",-,-,369914
642282,"(5S,8Ar,9R)-5-[(3-fluorophenyl)methylamino]-9-(4-hydroxy-3,5-dimethoxyphenyl)-5a,6,8a,9-tetrahydro-5H-[2]benzofuro[6,5-f][1,3]benzodioxol-8-one",-,-,369915
642283,"(5S,8Ar,9R)-5-[(2-fluorophenyl)methylamino]-9-(4-hydroxy-3,5-dimethoxyphenyl)-5a,6,8a,9-tetrahydro-5H-[2]benzofuro[6,5-f][1,3]benzodioxol-8-one",-,-,369916
642284,"4-[[[(5S,8Ar,9R)-9-(4-hydroxy-3,5-dimethoxyphenyl)-8-oxo-5a,6,8a,9-tetrahydro-5H-[2]benzofuro[6,5-f][1,3]benzodioxol-5-yl]amino]methyl]benzonitrile",-,-,369917
642285,"N-[(5S,8Ar,9R)-9-(4-hydroxy-3,5-dimethoxyphenyl)-8-oxo-5a,6,8a,9-tetrahydro-5H-[2]benzofuro[5,6-f][1,3]benzodioxol-5-yl]-4-nitrobenzamide",-,-,369918
642286,"N-[(5S,8Ar,9R)-9-(4-hydroxy-3,5-dimethoxyphenyl)-8-oxo-5a,6,8a,9-tetrahydro-5H-[2]benzofuro[5,6-f][1,3]benzodioxol-5-yl]-4-aminobenzamide",-,-,369919
642287,"3-[[[(5S,8Ar,9R)-9-(4-hydroxy-3,5-dimethoxyphenyl)-8-oxo-5a,6,8a,9-tetrahydro-5H-[2]benzofuro[6,5-f][1,3]benzodioxol-5-yl]amino]methyl]benzonitrile",-,-,369920
642288,"N-[(5S,8Ar,9R)-9-(4-hydroxy-3,5-dimethoxyphenyl)-8-oxo-5a,6,8a,9-tetrahydro-5H-[2]benzofuro[5,6-f][1,3]benzodioxol-5-yl]benzamide",-,-,369921
642289,"N-[(5S,8Ar,9R)-9-(4-hydroxy-3,5-dimethoxyphenyl)-8-oxo-5a,6,8a,9-tetrahydro-5H-[2]benzofuro[5,6-f][1,3]benzodioxol-5-yl]-3-fluorobenzamide",-,-,369922
642290,"4-Acetyl-N-[(5S,8aR,9R)-9-(4-hydroxy-3,5-dimethoxyphenyl)-8-oxo-5a,6,8a,9-tetrahydro-5H-[2]benzofuro[5,6-f][1,3]benzodioxol-5-yl]benzamide",-,-,369923
642291,"[4-[[(5S,8Ar,9R)-9-(4-hydroxy-3,5-dimethoxyphenyl)-8-oxo-5a,6,8a,9-tetrahydro-5H-[2]benzofuro[5,6-f][1,3]benzodioxol-5-yl]carbamoyl]phenyl] acetate",-,-,369924
642292,"N-[(5S,8Ar,9R)-9-(4-hydroxy-3,5-dimethoxyphenyl)-8-oxo-5a,6,8a,9-tetrahydro-5H-[2]benzofuro[5,6-f][1,3]benzodioxol-5-yl]-4-cyanobenzamide",-,-,369925
642293,"N-[(5S,8Ar,9R)-9-(4-hydroxy-3,5-dimethoxyphenyl)-8-oxo-5a,6,8a,9-tetrahydro-5H-[2]benzofuro[5,6-f][1,3]benzodioxol-5-yl]-3-cyanobenzamide",-,-,369926
642294,ANTINEOPLASTIC-642294,-,-,369927
642295,"[(5S,8Ar,9R)-9-(4-hydroxy-3,5-dimethoxyphenyl)-8-oxo-5a,6,8a,9-tetrahydro-5H-[2]benzofuro[5,6-f][1,3]benzodioxol-5-yl] 4-aminobenzoate",-,-,369928
642296,"[6-[[(2R,10S,15S)-7-Acetyloxy-15-[(5R)-4,5-dihydroxy-6-methoxy-6-methylheptan-2-yl]-2,6,6,10-tetramethyl-3-pentacyclo[12.3.1.01,14.02,11.05,10]octadecanyl]oxy]-3,4,5-trihydroxyoxan-2-yl]methyl acetate",-,-,369929
642297,"[6-[[(2R,10S,15S)-7-Acetyloxy-2,6,6,10-tetramethyl-15-[(5R)-4,5,6-trihydroxy-6-methylheptan-2-yl]-3-pentacyclo[12.3.1.01,14.02,11.05,10]octadecanyl]oxy]-3,4,5-trihydroxyoxan-2-yl]methyl acetate",-,-,369930
642300,"[6-[[(2R,10S,15S)-15-[4-(3,3-Dimethyloxiran-2-yl)-4-hydroxybutan-2-yl]-7-hydroxy-2,6,6,10-tetramethyl-3-pentacyclo[12.3.1.01,14.02,11.05,10]octadecanyl]oxy]-3,4,5-trihydroxyoxan-2-yl]methyl acetate",-,-,369933
642306,"N-(1,2,3-Trihydroxy-10-methylsulfanyl-9-oxo-6,7-dihydro-5H-benzo[a]heptalen-7-yl)benzamide",-,-,369939
642308,"[4-[(1,2,3-Trihydroxy-10-methylsulfanyl-9-oxo-6,7-dihydro-5H-benzo[a]heptalen-7-yl)carbamoyl]phenyl] acetate",-,-,369941
642309,Colchicine analog,-,-,369942
642310,"4-Cyano-N-(1,2,3-trihydroxy-10-methylsulfanyl-9-oxo-6,7-dihydro-5H-benzo[a]heptalen-7-yl)benzamide",-,-,369943
642311,"N-(1,2,3-Trihydroxy-10-methylsulfanyl-9-oxo-6,7-dihydro-5H-benzo[a]heptalen-7-yl)hexadecanamide",-,-,369944
642312,"N-(1,2,3-Trihydroxy-10-methylsulfanyl-9-oxo-6,7-dihydro-5H-benzo[a]heptalen-7-yl)hexanamide",-,-,369945
642313,ANTINEOPLASTIC-642313,-,-,369946
642314,ANTINEOPLASTIC-642314,-,-,369947
642315,ANTINEOPLASTIC-642315,-,-,369948
642316,ANTINEOPLASTIC-642316,-,-,369949
642317,"N-(1,2,3-Trimethoxy-10-methylsulfanyl-9-oxo-6,7-dihydro-5H-benzo[a]heptalen-7-yl)hexadecanamide",-,-,369950
642319,ANTINEOPLASTIC-642319,-,-,369952
642320,"N-(1,2,3-Trimethoxy-10-methylsulfanyl-9-oxo-6,7-dihydro-5H-benzo[a]heptalen-7-yl)tricosanamide",-,-,369953
642321,LMPK12113341,-,-,369954
642322,"5-[(5S,8Ar)-5-(4-nitroanilino)-8-oxo-5a,6,8a,9-tetrahydro-5H-[2]benzofuro[6,5-f][1,3]benzodioxol-9-yl]-3-methoxycyclohexa-3,5-diene-1,2-dione",-,-,369955
642323,"Ethyl 4-[[(5S,8aR)-9-(5-methoxy-3,4-dioxocyclohexa-1,5-dien-1-yl)-8-oxo-5a,6,8a,9-tetrahydro-5H-[2]benzofuro[5,6-f][1,3]benzodioxol-5-yl]amino]benzoate",-,-,369956
642324,"5-[(5S,8Ar)-5-(4-fluoroanilino)-8-oxo-5a,6,8a,9-tetrahydro-5H-[2]benzofuro[6,5-f][1,3]benzodioxol-9-yl]-3-methoxycyclohexa-3,5-diene-1,2-dione",-,-,369957
642328,"Benzonitrile, 4-[[1,3,3a,4,9,9a-hexahydro-9-(4-hydroxy- ...",-,-,-
642329,"Naphtho[2,3-c]furan-1(9a)-one, 3,3a,4,9-tetrahydro-4- (4...",-,-,369962
642393,-,-,-,-
642396,-,-,-,-
642397,-,-,-,-
642398,-,-,-,-
642399,-,-,-,-
642400,-,-,-,-
642401,-,-,-,-
642402,-,-,-,-
642403,-,-,-,-
642405,-,-,-,-
642407,-,-,-,-
642408,-,-,-,-
642409,-,-,-,-
642410,-,-,-,-
642418,-,-,-,-
642481,-,-,-,-
642492,O-Chloroacetylcarbamoylfumagillol,-,-,-
642498,-,-,-,-
642517,4-Hydroxy-3-[(4-hydroxy-1-methyl-2-oxo-3-quinolyl)-phenyl-methyl]-1-methyl-quinolin-2-one,-,-,54687020
642520,STK687015,-,-,54687023
642523,4-Hydroxy-3-[(4-hydroxy-2-oxo-1-phenyl-3-quinolyl)-(4-nitrophenyl)methyl]-1-phenyl-quinolin-2-one,-,-,54687025
642565,"N-(3-Chlorophenyl)-3-oxo-3-[2-[2-oxo-2-[(5-phenyl-1,3,4-thiadiazol-2-yl)amino]ethyl]hydrazinyl]propanamide",-,-,370001
642570,-,-,-,-
642572,-,-,-,-
642576,-,-,-,-
642581,N-[(Z)-1-[4-[Bis(2-cyanoethyl)amino]phenyl]-3-(4-methoxyanilino)-3-oxoprop-1-en-2-yl]-2-chloro-5-nitrobenzamide,-,-,6477309
642592,"2,6-diNO2Ph-SO2-Ph",-,-,370024
642594,-,-,-,-
642595,-,-,-,-
642596,3-Benzoyl-1-ethyl-4-hydroxy-1-methyl-4-phenylpiperidinium bromide,-,-,370031
642597,"Piperidinium, 1-ethyl-4-hydroxy-4-(4-methoxyphenyl)- 3-[...",-,-,370033
642600,"[5-Acetamido-4-[1-[[1-[(5-amino-1,5-dioxo-1-phenylmethoxypentan-2-yl)amino]-3-methyl-1-oxobutan-2-yl]amino]-1-oxopropan-2-yl]oxy-3-hydroxyoxan-2-yl]methyl 11-[(1-nitro-9-oxo-10H-acridine-4-carbonyl)am",-,-,3774228
642614,-,-,-,-
642624,-,-,-,-
642626,-,-,-,-
642638,7-Chloro-3-[hydroxy(3-nitrophenyl)acetyl]quinoxalin-2(1H)-one,-,-,370079
642640,"[(E)-[(E)-1-[2-(3,5-Diphenylpyrazol-1-yl)-4-methyl-1,3-thiazol-5-yl]-3-(4-nitrophenyl)prop-2-enylidene]amino]thiourea",-,-,5932655
642641,-,-,-,-
642642,"3(2H)-Pyridazinone, 4,5-dichloro-2-phenyl-",-,-,-
642645,-,-,-,-
642649,"2-(1,3-Benzodioxol-5-yl)-1-(6-chloro-3-hydroxy-2-quinoxalinyl)-2-hydroxyethanone",-,-,370089
642651,-,-,-,-
642704,S-N-(Phenethylthiocarbamoyl)-L-glutathione,-,-,-
642728,"4a-Chloro-10-ethyl-3-methyl-5-[(4-methylphenyl)sulfonyl-methylsulfanylmethyl]-5H-pyrimido[4,5-b]quinoline-2,4-dione",-,-,370138
642738,-,-,-,-
642740,"4H-1-Benzopyran-4-one, 2-(2-chlorophenyl)-5,7-dihydroxy-...",-,-,5466794
642899,"Methanesulfonate;2,3,8,9-tetramethoxy-5-methyl-12-[8-(2,3,8,9-tetramethoxy-5-methylbenzo[c]phenanthridin-5-ium-12-yl)oxyoctoxy]benzo[c]phenanthridin-5-ium",-,-,24202359
642904,7-Methyl-coumarin-4-acetic acid,-,-,370162
642908,-,-,-,-
642910,[5-[[2-Chloroethyl(nitroso)carbamoyl]amino]-3-hydroxy-2-(hydroxymethyl)-6-methoxyoxan-4-yl] acetate,-,-,370166
642911,"[5-[[2-Chloroethyl(nitroso)carbamoyl]amino]-3,4-dihydroxy-6-methoxyoxan-2-yl]methyl dodecanoate",-,-,370167
642912,"[5-[[2-Chloroethyl(nitroso)carbamoyl]amino]-3,4-dihydroxy-6-methoxyoxan-2-yl]methyl tetradecanoate",-,-,370168
642913,[5-[[2-Chloroethyl(nitroso)carbamoyl]amino]-3-hydroxy-2-(hydroxymethyl)-6-methoxyoxan-4-yl] tetradecanoate,-,-,370169
642914,"[5-[[2-Chloroethyl(nitroso)carbamoyl]amino]-3,4-dihydroxy-6-methoxyoxan-2-yl]methyl octadecanoate",-,-,370170
642915,Neuro_000320,-,-,370171
642916,[5-[[2-Chloroethyl(nitroso)carbamoyl]amino]-3-hydroxy-2-(hydroxymethyl)-6-methoxyoxan-4-yl] hexadecanoate,-,-,370172
642932,-,-,-,-
642938,-,-,-,-
642940,-,-,-,-
642942,-,-,-,-
642947,"Methanone, [3-(dibromomethyl)-6-chloroquinolin-2-yl] phe...",-,-,370203
642948,"(5,8-Dichloro-3-(dibromomethyl)-2-quinolinyl)(phenyl)methanone",-,-,370204
642950,(8-Hydroxy-2-quinolinyl)(phenyl)methanone,-,-,370206
642951,(8-Methoxy-2-quinolinyl)(phenyl)methanone,-,-,370207
642953,(6-Methoxy-3-methylquinolin-2-yl)(phenyl)methanone,-,-,370209
642954,"(5,7-Dibromo-8-hydroxy-3-methyl-2-quinolinyl)(phenyl)methanone",-,-,370210
642956,-,-,-,-
642957,-,-,-,-
642964,"4-Hydroxybenzo[b]acridine-6,11-dione",-,-,370220
642968,"Benzo[g]quinoline-5,10-dione, 5,10-dihydro- 4-[2-(1-pipe...",-,-,-
642970,"1,2,3-Tri-O-acetyl-4-O-(2,3,4,6-tetra-O-acetylhexopyranosyl)-6-S-(2,3,4,6-tetra-O-acetylhexopyranosyl)-6-thiohexopyranose",-,-,370226
642998,"6,6,13,13-Tetrachlorodibenzo[d,i][1,3,6,8,2,7]tetraoxadisilecine",-,-,370228
642999,"4a,8a-Dihydro-2-quinoxalinyl-N-benzylmethanesulfonamide",-,-,370229
643000,2-(1H-imidazol-2-ylmethyl)-4-(1H-imidazol-4-ylmethyl)-1H...,-,-,370230
643001,antineoplastic-643001,-,-,-
643004,-,-,-,-
643006,"[5-[[2-Chloroethyl(nitroso)carbamoyl]amino]-3,4-dihydroxy-6-methoxyoxan-2-yl]methyl octanoate",-,-,370236
643019,Triethyl-o-bromo-.alpha.-phosphono-cinnamate,-,-,6477312
643023,".alpha.-Phenyl-2,5-dimethoxy-.alpha.-cinnamonitrile",-,-,-
643025,"2-(2,5-Dimethoxybenzylidene)-1-tetralone",-,-,-
643026,"Diethyl 2,5-dimethoxybenzylidene-malonate",-,-,81758
643027,Diethyl p-phenoxybenzalmalonate,-,-,370253
643032,m-Phenoxy-.alpha.-phenylcinnamonitrile,-,-,-
643045,"3,4-Bis(4-methylphenyl)-1,2,5-triphenyl-2,4-cyclopentadien-1-ol",-,-,370267
643046,"1,3,4-Tris(4-methylphenyl)-2,5-diphenyl-2,4-cyclopentadien-1-ol",-,-,370268
643048,ZSUDSCKIBFDILN-UHFFFAOYSA-N,-,-,370270
643051,"2-Chloro-5H-pyrido[2',1':2,3]imidazo[4,5-b]indole hydroc...",-,-,-
643123,"Methyl 5,11-dimethyl-1,5a,6,10b-tetrahydro-2H-pyrido[4,3-b]carbazole-2-carboxylate",-,-,370277
643125,"9-Hydroxy-2,5,11-trimethyl-10-(2,2,2-trifluoroethoxy)-6h-pyrido[4,3-b]carbazol-2-ium iodide",-,-,370279
643133,-,-,-,-
643134,"4-[(E)-3-oxo-2,3-diphenyl-prop-1-enyl]benzonitrile",-,-,5466802
643139,5-Nitrofurylmalonic acid diethyl ester,-,-,370288
643158,Triethyl-(3-thiofuryl)-phosphono acetate,-,-,370303
643180,"3,4,5-Trimethoxybenzylidene acetophenone",-,-,-
643190,3-Methoxy-4-benzyloxy-.alpha.-benzoylcinnamonitrile,-,-,6062847
643194,N-[Bis(2-chloroethyl)amino-phenoxyphosphoryl]-4-methylaniline,-,-,370335
643238,Oxytakatonine Iodide,-,-,370338
643248,"23,27-Epoxy-3H-pyrido[2,1-c] [1,4]oxaazacyclohentriacont...",-,-,54600729
643342,Pyrophen,-,-,370342
643406,Xestoquinone,-,-,122838
643407,Halenaquinone,-,-,370346
643412,-,-,-,-
643416,-,-,-,-
643419,-,-,-,-
643439,"5-Oxido-6-phenylquinolino[4,3-b]quinoxalin-5-ium",-,-,467007
643476,"[3-(Ethoxymethyl)-2,6-dihydro-1,3,5-oxadiazin-4-yl]cyanamide",-,-,370384
643486,"1,1,3,3-Tetrabenzyl-2-cyanoguanidine",-,-,370392
643491,"Urea, N,N''-methylenebis[N,N'-diethyl-",-,-,370395
643498,N-Methyl-N'-(methylsulfamoyl)benzenesulfonohydrazide,-,-,370399
643547,"Spiroirida-15(28),16-dienal, 14,15-dihydro- 26(R),29-dih...",-,-,-
643590,4-Chloro-N-(4-methylphenyl)-N-[3-[4-[(4-nitrophenyl)diazenyl]-5-oxo-3-phenyl-4H-pyrazol-1-yl]-3-oxopropanoyl]benzamide,-,-,370459
643591,"3-(4-((4-Chlorophenyl)diazenyl)-3,5-diphenyl-1H-pyrazol-1-yl)-N-(4-methylphenyl)-3-oxopropanamide",-,-,370460
643593,"3-(4-((2-Chlorophenyl)diazenyl)-3,5-diphenyl-1H-pyrazol-1-yl)-N-(4-methylphenyl)-3-oxopropanamide",-,-,370462
643596,N-(4-Chlorophenyl)-6-((2-chlorophenyl)diazenyl)-2-oxo-2H-chromene-3-carboxamide,-,-,370465
643599,N-(2-Cyanoethyl)-N-(4-(((4-methoxyphenyl)imino)methyl)-3-methylphenyl)benzenesulfonamide,-,-,370469
643713,"1-Acetyl-3-(4-methoxyphenyl)-1H-[1,3,4]oxadiazino[5,6-b]quinoxaline",-,-,370491
643724,"1-[(2R,6R)-6-Methylpiperidin-2-yl]nonan-3-ol",-,-,370503
643735,"1,2-Benzo-8-(D,L-alanyl)-3-phenoxazone nitrate salt",-,-,5459200
643736,(5Z)-3-(4-Bromophenyl)-2-(2-chloro-5-nitro-phenyl)-5-[1-(2-oxochromen-3-yl)ethylidene]imidazol-4-one,-,-,3001637
643737,"(5Z)-3-(4-Chlorocyclohexa-1,3-dien-1-yl)-2-(2-chloro-5-nitrophenyl)-5-[1-(2-oxochromen-3-yl)ethylidene]imidazol-4-one",-,-,3004300
643740,3-[4-[(1Z)-1-[1-(4-Bromophenyl)-2-(2-chloro-5-nitrophenyl)-5-oxoimidazol-4-ylidene]ethyl]-N-(2-cyanoethyl)-3-methylanilino]propanenitrile,-,-,3004303
643757,Octyl 1-dodecyl-5-hydroxy-3-methyl-1H-pyrazole-4-carbodithioate,-,-,370530
643761,AT-417/43484827,-,-,370534
643769,o-Bromo-.alpha.-benzoyl cinnamonitrile,-,-,6061570
643779,-,-,-,-
643812,antineoplastic-643812,-,-,-
643813,"3'-O-(Carboxymethyl)-(Z)-Combretastatin 4-A, Na salt, hy...",-,-,-
643826,"8-Aza-3,5-dioxa-4-phosphahexacosan-1-aminium, 4-hydroxy-...",-,-,131966
643827,"8-Aza-3,5-dioxa-4-phosphahexacosan-1-aminium, 4-hydroxy-...",-,-,131972
643828,"9-Aza-3,5-dioxa-4-phosphaheptacosan-1-aminium, 4-hydroxy...",-,-,131968
643829,"1,1'-Hexane-1,6-diylbis(3,3-dimethyl-1,3-dihydro-2H-indol-2-one)",-,-,370576
643833,Camptothecin Derivative,-,TOP1,6711820
643835,"Dibutyl(bis((3,4,5-trimethoxybenzoyl)oxy))stannane",-,-,16683185
643836,"[Diethyl-(2,3,4-trimethoxybenzoyl)oxy-stannyl] 2,3,4-trimethoxybenzoate",-,-,16683186
643837,"Dibutyl(bis((2,4,5-trimethoxybenzoyl)oxy))stannane",-,-,16683573
643838,[Diethyl-(2-fluorobenzoyl)oxy-stannyl] 2-fluorobenzoate,-,-,16683574
643840,[Diethyl-(4-fluorobenzoyl)oxy-stannyl] 4-fluorobenzoate,-,-,16683575
643841,"[Dibutyl-(2,6-difluorobenzoyl)oxy-stannyl] 2,6-difluorobenzoate",-,-,16683188
643842,"[Dibutyl-(2,3-difluorobenzoyl)oxy-stannyl] 2,3-difluorobenzoate",-,-,16683576
643843,"[Dibutyl-(3,5-difluorobenzoyl)oxy-stannyl] 3,5-difluorobenzoate",-,-,16683577
643844,"[Dibutyl-(2,5-difluorobenzoyl)oxy-stannyl] 2,5-difluorobenzoate",-,-,16683578
643845,LS-28225,-,-,16683189
643846,"1,1,3,3-Tetraethyl-1,3-bis((3,4,5-trimethoxybenzoyl)oxy)distannoxane",-,-,16683190
643847,Neuro_000324,-,-,16683191
643848,"1,1,3,3-Tetrabutyl-1,3-bis((2,4,5-trimethoxybenzoyl)oxy)distannoxane",-,-,16683192
643849,[[Diethyl-(2-fluorobenzoyl)oxy-stannyl]oxy-diethyl-stannyl] 2-fluorobenzoate,-,-,16683193
643850,[[Diethyl-(3-fluorobenzoyl)oxy-stannyl]oxy-diethyl-stannyl] 3-fluorobenzoate,-,-,16683194
643851,[[Diethyl-(4-fluorobenzoyl)oxy-stannyl]oxy-diethyl-stannyl] 4-fluorobenzoate,-,-,16683195
643852,"[[(2,6-Difluorobenzoyl)oxy-diethyl-stannyl]oxy-diethyl-stannyl] 2,6-difluorobenzoate",-,-,16683196
643853,Neuro_000325,-,-,16683197
643854,"[dibutyl-[dibutyl-(3,5-difluorobenzoyl)oxy-stannyl]oxy-stannyl] 3,5-difluorobenzoate",-,-,16683198
643855,Neuro_000326,-,-,16683199
643856,[[Diethyl-(2-methoxybenzoyl)oxy-stannyl]oxy-diethyl-stannyl] 2-methoxybenzoate,-,-,16683200
643857,[[Diethyl-(3-methoxybenzoyl)oxy-stannyl]oxy-diethyl-stannyl] 3-methoxybenzoate,-,-,16683201
643858,[Dibutyl-[2-(4-fluorophenyl)acetyl]oxy-stannyl] 2-(4-fluorophenyl)acetate,-,-,16683202
643859,Neuro_000327,-,-,16683203
643860,Dibutyl(bis((3-(2-fluorophenyl)acryloyl)oxy))stannane,-,-,16683204
643861,[Dibutyl-(2-methylsulfanylpyridine-3-carbonyl)oxy-stannyl] 2-methylsulfanylpyridine-3-carboxylate,-,-,16683205
643862,Neuro_000328,-,-,16683206
643863,[(3-Aminopyrazine-2-carbonyl)oxy-dibutyl-stannyl] 3-aminopyrazine-2-carboxylate,-,-,16683207
643864,"Dibutyl-bis(4,5-dihydrothiazol-2-ylsulfanyl)stannane",-,-,9571331
643910,Maybridge1_006365,-,-,2737412
643913,"Ethyl 4-methyl-2-oxo-6-phenyl-3-[3,4,5-triacetyloxy-6-(acetyloxymethyl)oxan-2-yl]-1,6-dihydropyrimidine-5-carboxylate",-,-,370620
643915,"Naphtho[2,3-d]oxazole-4,9-dione, 2-(1,1-dimethylethyl)-",-,-,370622
643926,-,-,-,-
644011,RCL S107441,-,-,370649
644040,1-[4-[[4-[4-(2-Hydroxyethyl)piperazine-1-carbonyl]acridin-9-yl]amino]phenyl]sulfonylguanidine,-,-,370664
644043,N-(4-(Aminosulfonyl)phenyl)-4-acridinecarboxamide,-,-,370667
644044,N-(4-(((Amino(imino)methyl)amino)sulfonyl)phenyl)-4-acridinecarboxamide,-,-,370668
644046,"4-Acridinecarboxamide, N-[4-[[(5-methyl-3-isoxazolyl)amino]sulfonyl]phenyl]-",-,-,370670
644191,-,-,-,-
644210,Destruxin A,-,-,370709
644211,Chlorodestruxin,-,-,-
644221,-,-,-,-
644258,"1-Butoxy-4-chloro-3-methyl-1,2-dihydrophosphinine 1-oxide",-,-,370738
644259,"4-(Dichloromethylidene)-1-ethoxy-3,5-dimethyl-1,4-dihydrophosphinine 1-oxide",-,-,370739
644271,"4-Isopropyl-2-(1-methoxy-2-naphthyl)-4,5-dihydro-1,3-oxazole",-,-,370748
644279,-,-,-,-
644304,-,-,-,-
644323,-,-,-,-
644326,[Phenyl-[phenyl(trifluoromethylsulfonyloxy)-lambda3-iodanyl]oxy-lambda3-iodanyl] trifluoromethanesulfonate,-,-,370804
644328,"N-((4,4-Bis(ethylthio)-2-(4-methoxybenzyl)-1-pyrrolidinyl)methylene)-N-(tert-butyl)amine",-,-,370806
644340,"Diethyl 5,10-dimethyl-5,7,8,10-tetrazatricyclo[7.3.0.02,6]dodeca-1(9),2(6),3,11-tetraene-7,8-dicarboxylate",-,-,370817
644474,N'-(4-Chlorobenzoyl)-N-[(E)-1-(2-hydroxyphenyl)ethylideneamino]-N'-(4-methylphenyl)propanediamide,-,-,135499196
644579,"4-(1,5,5a,6,9,9a-Hexahydro-2,4-benzodioxepin-3-yl)benzonitrile",-,-,370857
644582,"Hydrazinecarboximidamide, 2-[(1H-indol-3-yl)methylene]- ...",-,-,-
644607,"2-[[2-[4-[(E)-2-Chloro-1,2-diphenylethenyl]phenoxy]ethyl]amino]ethanol",-,-,5466853
644614,"1-[2-[4-[(E)-2-Chloro-1,2-diphenylethenyl]phenoxy]ethyl]-2,4,6-trimethylpyridin-1-ium;perchlorate",-,-,24202368
644621,-,-,-,-
644622,"3,5-Dichloro-2-[(3,5-dimethoxy-4-oxocyclohexa-2,5-dien-1-ylidene)amino]phenyl 4-nitrobenzoate",-,-,370888
644644,"N-(4-Bromophenyl)-4-phenyl-1,2,3,8-tetrazatricyclo[7.4.0.02,6]trideca-3,5,8,10,12-pentaen-7-imine",-,-,370906
644649,Megaphone acetate,-,-,-
644651,methoxymethyldispiro[[?]]one,-,-,370913
644720,MYQDQLNZLSSLJX-UHFFFAOYSA-N,-,-,370919
644727,Methyl N-[(Z)-[2-(3-nitroanilino)-1-(6-nitro-3-oxo-4H-quinoxalin-2-yl)-2-oxoethylidene]amino]carbamate,-,-,135499200
