Drug,Cell
Etoposide,SK-N-SH
Doxorubicin_1386,SK-MEL-30
CUDC-101,Hep3B2-1-7
Docetaxel,SBC-3
Rapamycin,AMO-1
Tivozanib,KCL-22
QL-X-138,SU-DHL-5
TW 37,SJRH30
AT-7519,KARPAS-299
Docetaxel,HCC1395
Methotrexate,BE-13
AZD8055,RCC-JW
MK-2206,MDA-MB-330
IOX2,CGTH-W-1
PHA-793887,ALL-PO
Tozasertib,IMR-5
Belinostat,D-542MG
Doxorubicin_1386,EW-16
Etoposide,GA-10
Shikonin,SW756
CGP-60474,CGTH-W-1
PI-103,MLMA
AT-7519,KP-2
Tanespimycin,HEC-1
CUDC-101,IMR-5
BAY-MPS-combo 2 (paclitaxel 1 uM),RMG-I
Tipifarnib,OCUB-M
Sepantronium bromide,MEL-JUSO
Refametinib_1014,CP50-MEL-B
Etoposide,EFM-192A
Tanespimycin,HCC2157
Shikonin,KYSE-410
IMD-0354,GI-ME-N
GW441756,SW756
Tanespimycin,EMC-BAC-1
Apitolisib,SK-ES-1
LDN-193189,TGW
Cytarabine,ALL-PO
CD532,COLO-684
Omipalisib,RERF-LC-MS
Refametinib_1014,SK-MEL-2
Docetaxel,NCI-H1793
Obatoclax Mesylate,SK-ES-1
PHA-793887,PL-21
AZD8931,KYSE-410
Pevonedistat,L-540
Methotrexate,RF-48
I-BET-762,OCI-AML2
Obatoclax Mesylate,A253
NSC319726,EMC-BAC-1
Cytarabine,CML-T1
AZD8055,Ramos-2G6-4C10
Vinblastine,IMR-5
Docetaxel,DB
Ispinesib Mesylate,FU-OV-1
Methotrexate,TC-YIK
Rapamycin,CW-2
Amuvatinib,RCC-AB
NSC319726,RKN
CUDC-101,MZ2-MEL
PHA-793887,OCI-AML5
Belinostat,OSC-19
CD532,BE2-M17
Sepantronium bromide,TCCSUP
Omipalisib,RCC-AB
AZD6738,KARPAS-299
Docetaxel,DMS-53
Rapamycin,ARH-77
Bleomycin (50 uM),A253
IOX2,NB7
Pevonedistat,SJRH30
NSC319726,CGTH-W-1
Pevonedistat,SK-MEL-2
Methotrexate,SBC-3
Obatoclax Mesylate,JIMT-1
Cytarabine,SJRH30
BAY-MPS-combo 2 (paclitaxel 1 uM),UM-UC-3
Doxorubicin_1386,NCI-H82
JW-7-24-1,MLMA
Ispinesib Mesylate,GI-ME-N
Nilotinib,CML-T1
Pevonedistat,KMS-11
CGP-60474,TGW
Docetaxel,Daudi
TW 37,MZ7-mel
Cytarabine,OCUM-1
Doxorubicin_1386,HCT-116
(5Z)-7-Oxozeaenol,SK-MEL-24
NSC319726,A2058
IOX2,RCC-JW
BAY-MPS-combo 2 (paclitaxel 1 uM),KP-1N
Obatoclax Mesylate,SW756
Tanespimycin,GI-ME-N
Belinostat,HCC1428
BAY-MPS-combo-1 (paclitaxel 5 uM),NCI-H2085
Bleomycin,JURL-MK1
PI-103,KCL-22
Sepantronium bromide,SW156
Cytarabine,ASH-3
NSC319726,RS4-11
NSC319726,LU-134-A
ZSTK474,OCI-AML3
Docetaxel,EFM-192A
Apitolisib,KYSE-150
Ispinesib Mesylate,TOV-112D
Methotrexate,SNU-C1
Obatoclax Mesylate,VCaP
AR-42,RERF-LC-MS
Bleomycin (50 uM),A549
Omipalisib,RCC-MF
Pevonedistat,Saos-2
AZD8055,PANC-08-13
BAY-MPS-combo 2 (paclitaxel 1 uM),JVM-3
Omipalisib,K2
(5Z)-7-Oxozeaenol,KMOE-2
Sepantronium bromide,JHOS-2
(5Z)-7-Oxozeaenol,MDA-MB-231
IOX2,A3-KAW
I-BET-151,VCaP
BMS-754807,COLO-680N
Tozasertib,TE-15
NSC319726,HCC1187
Tanespimycin,JVM-3
(5Z)-7-Oxozeaenol,A549
Ponatinib,EHEB
BMS-754807,SW982
Vinblastine,ES-2
Torin 2,Hep3B2-1-7
CUDC-101,HCC1599
CUDC-101,LS-180
TW 37,NCI-H1770
Docetaxel,RCC-MF
TW 37,HSC-2
IOX2,MKN28
Torin 2,KU812
Tanespimycin,ES-2
AT-7519,SBC-3
Linifanib,ALL-PO
WYE-125132,NCI-H1770
Belinostat,LB1047-RCC
Doxorubicin_1386,IMR-5
AST-1306,HT-144
Tanespimycin,HCC-15
Docetaxel,NCI-H647
AT-7519,NCI-H522
Ponatinib,SNG-M
WYE-125132,SJRH30
Etoposide,SK-ES-1
Methotrexate,KMOE-2
GSK1059615,SNU-423
Vinblastine,MEL-JUSO
CGP-60474,L-540
IMD-0354,A375
AR-42,NCI-H2135
torin2,TOV-112D
ZSTK474,TE-12
Apitolisib,A388
CUDC-101,Hs-445
Belinostat,GI-1
IMD-0354,A388
Obatoclax Mesylate,NCI-H2030
WH-4-023,HOP-62
Ponatinib,RT4
Omipalisib,QIMR-WIL
Tanespimycin,NCI-H716
Torin 2,MOLM-13
Ponatinib,RT-112
Ispinesib Mesylate,U251
GSK1059615,SK-MEL-3
Etoposide,NCI-H209
Sepantronium bromide,RERF-LC-MS
Torin 2,A375
AZD8055,MCF7
Tanespimycin,SF539
Torin 2,RPMI-8226
TW 37,HEC-1
Vinblastine,NCI-H647
torin2,SNU-C2B
Torin 2,KYSE-450
BMS-754807,Hep3B2-1-7
Cabozantinib,D-247MG
Tanespimycin,KP-4
Doxorubicin_1386,LB1047-RCC
5-Fluorouracil,OCI-AML2
Shikonin,PANC-10-05
Doxorubicin_1386,PCI-6A
Tanespimycin,769-P
Ispinesib Mesylate,BV-173
AZD8055,U-2-OS
CUDC-101,RCC-AB
Doxorubicin_1386,LU-139
Docetaxel,LS-123
IMD-0354,MDA-MB-453
IOX2,ES6
PI-103,U031
CUDC-101,SU-DHL-5
(5Z)-7-Oxozeaenol,GCT
BAY-MPS-combo 2 (paclitaxel 1 uM),KP-4
Ponatinib,Farage
Vinblastine,SW626
Apitolisib,RCC-ER
AR-42,MOLM-13
CGP-60474,TE-15
Apitolisib,MEL-JUSO
Docetaxel,TE-15
ZSTK474,RS4-11
Omipalisib,NCI-N87
IMD-0354,TE-15
CD532,NCI-H650
Rapamycin,SBC-1
AZD8055,NCI-H1048
IOX2,COR-L23
AT7867,SNU-423
Shikonin,SJRH30
Obatoclax Mesylate,CHP-212
BMS-754807,KM12
CGP-60474,LB831-BLC
IOX2,OCI-LY-19
Talazoparib,SNG-M
BAY-MPS-combo 2 (paclitaxel 1 uM),NCI-H1048
GSK1059615,SU-DHL-10
WYE-125132,ETK-1
Tivozanib,HH
Pevonedistat,CML-T1
JQ12,OAW-28
Rapamycin,BE2-M17
CGP-60474,PL-21
Cytarabine,MKN45
(5Z)-7-Oxozeaenol,SW962
Belinostat,U-2-OS
CGP-60474,LB2518-MEL
FH535,HCC1395
Ispinesib Mesylate,KP-2
Obatoclax Mesylate,PANC-10-05
Sepantronium bromide,SNU-475
Rapamycin,PL-21
I-BET-151,SU-DHL-10
Sepantronium bromide,BC-1
AT7867,GCT
NSC319726,NCI-H2342
AZD8055,NOMO-1
Cytarabine,KMOE-2
Sepantronium bromide,SU8686
Doxorubicin_1386,HAL-01
Tanespimycin,SW1990
BAY-MPS-combo-1 (paclitaxel 5 uM),KELLY
Ispinesib Mesylate,EVSA-T
torin2,WIL2-NS
BMS-536924_1091,TC-71
torin2,HuP-T3
Obatoclax Mesylate,WM278
Vinblastine,HCC1428
Vinblastine,KYSE-150
CUDC-101,NCI-H650
AZD6738,DND-41
TW 37,KP-3
Bleomycin (50 uM),LN-18
Torin 2,HCT-116
TW 37,OAW-28
Omipalisib,SW156
Docetaxel,NCI-H196
NSC319726,SK-MEL-1
Shikonin,GI-1
Omipalisib,SK-MES-1
Refametinib_1526,G-MEL
Shikonin,MKN45
QS11,EW-13
AT-7519,NCI-H209
Rapamycin,EW-13
Omipalisib,IA-LM
TW 37,OCI-AML2
BAY-MPS-combo-1 (paclitaxel 5 uM),JVM-2
Shikonin,VAL
I-BET-151,SBC-1
Afatinib_1032,RCC-MF
Sepantronium bromide,NCI-H727
Afatinib_1032,HSC-3
Torin 2,769-P
Etoposide,HCC1599
CUDC-101,KARPAS-299
BAY-MPS-combo-1 (paclitaxel 5 uM),KARPAS-299
Torin 2,UMC-11
Rapamycin,SF539
Omipalisib,NCI-H196
WYE-125132,MCF7
TW 37,ES5
Torin 2,RH-41
CD532,GI-ME-N
Tanespimycin,PA-TU-8988T
Tivozanib,NCI-H23
Vinblastine,HT-3
BAY-MPS-combo-1 (paclitaxel 5 uM),ASH-3
AGI-6780,NB(TU)1-10
NSC319726,OCI-AML3
Methotrexate,HCC70
CAY10603,A375
Belinostat,ME-180
Dabrafenib,SW982
BAY-MPS-combo 2 (paclitaxel 1 uM),JEG-3
Bleomycin (50 uM),PCI-38
Methotrexate,OCI-AML2
Docetaxel,NUGC-4
CUDC-101,NCI-H2135
I-BET-151,WIL2-NS
Sepantronium bromide,NB7
Docetaxel,ES5
Rapamycin,BV-173
GSK1059615,BV-173
CAY10603,NCI-H196
AZD8055,ALL-PO
(5Z)-7-Oxozeaenol,WM278
QL-X-138,NB17
Apitolisib,SBC-1
ZSTK474,RCC-JW
(5Z)-7-Oxozeaenol,CP50-MEL-B
Vinblastine,EM-2
Shikonin,SNG-M
Bleomycin,SW982
Sepantronium bromide,SW962
Masitinib,JURL-MK1
Obatoclax Mesylate,NCI-H2009
Doxorubicin_1386,MKN45
BMS-754807,SCC-4
CD532,GA-10
CUDC-101,KMOE-2
Vinblastine,SW982
CD532,SNG-M
Cytarabine,HuP-T3
CUDC-101,ARH-77
Tanespimycin,JIMT-1
Shikonin,TGW
Doxorubicin_1386,COLO-205
BAY-MPS-combo 2 (paclitaxel 1 uM),NCI-H1781
Belinostat,ST486
IMD-0354,YH-13
CAY10603,ST486
Sepantronium bromide,RKN
Apitolisib,SCC-25
Tivozanib,RPMI-6666
Ispinesib Mesylate,K5
PI-103,GI-1
CGP-60474,NCI-H1869
Pevonedistat,MZ1-PC
CD532,TE-6
Sepantronium bromide,HCC1428
Tozasertib,KM12
NSC319726,NUGC-3
LCL161,SLVL
Doxorubicin_1386,RH-41
Methotrexate,DND-41
Omipalisib,NCI-H1869
CD532,P30-OHK
WYE-125132,ES6
Afatinib_1032,Detroit562
NSC319726,PL4
Omipalisib,HuP-T3
BAY-MPS-combo 2 (paclitaxel 1 uM),MFE-296
TW 37,SK-MEL-5
Sepantronium bromide,SUIT-2
WYE-125132,DEL
Docetaxel,DSH1
PI-103,A3-KAW
WYE-125132,NCI-H64
LDN-193189,SCC-9
CAY10603,ARH-77
IMD-0354,SW756
TW 37,JHU-022
BMS-754807,MOLP-8
Ponatinib,MPP-89
IOX2,JEG-3
Tanespimycin,NCI-H522
Apitolisib,ZR-75-30
Torin 2,NB7
Afatinib_1032,5637
CUDC-101,JM1
Doxorubicin_1386,GAK
Apitolisib,Hs-578-T
Obatoclax Mesylate,MS-1
Obatoclax Mesylate,SNU-423
Torin 2,DB
BAY-61-3606,SW982
Ponatinib,SKN
Ispinesib Mesylate,KMS-11
Sepantronium bromide,IMR-5
Belinostat,LU-134-A
GSK1059615,CCK-81
I-BET-151,HAL-01
Methotrexate,EHEB
Tipifarnib,RPMI-6666
Omipalisib,SCC-4
TW 37,OVCAR-5
TW 37,TE-12
CUDC-101,NCI-H196
(5Z)-7-Oxozeaenol,ASH-3
Sepantronium bromide,U251
Ispinesib Mesylate,SJRH30
IOX2,CML-T1
GSK1059615,Hs-578-T
PI-103,Ramos-2G6-4C10
Sepantronium bromide,PC-3
BMS-754807,SW1710
Omipalisib,SK-MEL-1
NSC319726,KS-1
CD532,A3-KAW
Apitolisib,ME-180
CAY10603,BE-13
Sepantronium bromide,SK-MEL-28
Vinblastine,Hs-578-T
BAY-MPS-combo 2 (paclitaxel 1 uM),HSC-3
Refametinib_1014,NCI-H929
Tanespimycin,JURL-MK1
Tivozanib,SW1088
JQ12,LB1047-RCC
NSC319726,no-11
Ispinesib Mesylate,EW-13
CAY10603,LU-139
BAY-MPS-combo 2 (paclitaxel 1 uM),PANC-08-13
Nilotinib,KCL-22
Afatinib_1032,CCK-81
NSC319726,MCF7
Pevonedistat,BFTC-905
Cytarabine,NKM-1
Docetaxel,TE-6
BAY-MPS-combo-1 (paclitaxel 5 uM),KNS-62
IMD-0354,HCC1599
Cytarabine,H4
CAY10603,KU812
Bleomycin (50 uM),5637
CUDC-101,SK-ES-1
Doxorubicin_1386,SU-DHL-10
Omipalisib,VAL
A-770041,KURAMOCHI
PHA-793887,SU-DHL-5
Sepantronium bromide,NCI-H1048
NSC319726,DND-41
AZD8931,HCC1599
Vinblastine,EW-13
Docetaxel,NCI-H2030
Torin 2,U-698-M
Talazoparib,KELLY
CAY10603,KMS-11
WYE-125132,SLVL
IOX2,SU-DHL-5
Docetaxel,OC-314
Apitolisib,TC-71
PI-103,KELLY
BAY-MPS-combo-1 (paclitaxel 5 uM),SAS
GSK1059615,Hep3B2-1-7
AST-1306,RH-41
BAY-MPS-combo 2 (paclitaxel 1 uM),KP-2
Tanespimycin,KNS-62
Tanespimycin,FADU
Linifanib,OCI-AML5
Linifanib,D-247MG
Cytarabine,BHT-101
Sepantronium bromide,L-1236
Docetaxel,VMRC-LCD
Tanespimycin,RERF-LC-MS
Etoposide,SU-DHL-16
Doxorubicin_1386,KMRC-1
AGI-6780,SLVL
Torin 2,SBC-1
BIBF-1120,NKM-1
BMS-754807,OCI-LY-19
(5Z)-7-Oxozeaenol,BE2-M17
Refametinib_1014,SUIT-2
Ispinesib Mesylate,NCI-H650
Shikonin,KMOE-2
AR-42,EFM-192A
CD532,SK-MEL-1
Docetaxel,VCaP
Belinostat,SW982
QL-X-138,MDA-MB-453
Vinblastine,PA-TU-8988T
AR-42,ESS-1
CUDC-101,RCC-MF
Vinblastine,DMS-79
Belinostat,ESS-1
BMS-754807,KYSE-50
Sepantronium bromide,OVISE
Rapamycin,DB
AZD8055,NCI-H720
JQ12,IA-LM
ZSTK474,P32-ISH
AT-7519,ALL-PO
NSC319726,MPP-89
NSC319726,D-423MG
Vinblastine,RC-K8
Vinblastine,TE-15
Bleomycin,Hep3B2-1-7
AZD8055,CAL-72
CD532,MOLT-13
GSK1059615,SJRH30
AR-42,RMG-I
CUDC-101,Daudi
AZD6482_156,RS4-11
Shikonin,SK-N-SH
Vinblastine,Daudi
Pevonedistat,COLO-800
Nilotinib,EM-2
Ponatinib,HAL-01
GSK1059615,HT-144
Pevonedistat,ES5
I-BET-151,ES5
Docetaxel,SF539
Vinblastine,KNS-42
Ispinesib Mesylate,no-11
Shikonin,Hep3B2-1-7
TW 37,LB831-BLC
AT-7519,MEL-JUSO
Methotrexate,ES8
AT-7519,MZ1-PC
Sepantronium bromide,ALL-PO
WYE-125132,HCC1428
Vinblastine,SCC-4
Belinostat,NKM-1
IOX2,KURAMOCHI
Docetaxel,NCI-H1648
WYE-125132,SK-MEL-24
CAY10603,THP-1
PHA-793887,NAMALWA
Methotrexate,P32-ISH
Sepantronium bromide,RCC-AB
WYE-125132,THP-1
Methotrexate,DAN-G
CGP-60474,SBC-1
NSC319726,Calu-3
NSC319726,NCI-H1838
torin2,CGTH-W-1
BAY-MPS-combo-1 (paclitaxel 5 uM),H9
Ponatinib,OPM-2
Docetaxel,NCI-H1770
Docetaxel,RCC-AB
ZSTK474,MLMA
Apitolisib,HCC2157
IMD-0354,SCC-9
WH-4-023,NCI-H1975
PI-103,NCI-H2085
Ispinesib Mesylate,OVISE
Afatinib_1032,NCI-H2085
Vinblastine,DK-MG
Cytarabine,MHH-NB-11
Torin 2,LS-180
Ispinesib Mesylate,JM1
AT-7519,NCI-H2135
PIK-93,RF-48
NSC319726,JVM-3
Linifanib,TE-441-T
Apitolisib,MZ1-PC
AZD8055,A375
TW 37,RERF-LC-MS
Obatoclax Mesylate,KM12
Ispinesib Mesylate,KYSE-220
Rapamycin,MLMA
Rapamycin,KM12
JQ12,SU-DHL-5
I-BET-151,KNS-62
Etoposide,MOG-G-UVW
NSC319726,EPLC-272H
IMD-0354,AN3-CA
IOX2,PWR-1E
IOX2,JIMT-1
Sepantronium bromide,NCI-H650
Sepantronium bromide,HAL-01
Apitolisib,VAL
ZSTK474,EW-13
TW 37,CML-T1
Torin 2,EVSA-T
PHA-793887,BL-41
CGP-60474,NCI-H1648
Sepantronium bromide,LS-180
Tanespimycin,NCI-H2009
Tanespimycin,TE-15
Docetaxel,ST486
Shikonin,PCI-6A
GSK1059615,HA7-RCC
TW 37,TC-YIK
AZD8931,TE-4
IOX2,WM278
Sepantronium bromide,SW626
TW 37,BV-173
IMD-0354,GCIY
CUDC-101,NCI-H647
Omipalisib,OSC-19
Omipalisib,BL-41
Obatoclax Mesylate,U251
Doxorubicin_1386,IST-MES1
AR-42,G-MEL
Afatinib_1032,SW13
Docetaxel,HT-144
Sepantronium bromide,EBC-1
Bleomycin (50 uM),U251
CUDC-101,COR-L321
TW 37,MOLM-13
Obatoclax Mesylate,PCI-6A
Cytarabine,NCI-H2085
AR-42,MS-1
IOX2,LN-18
Sepantronium bromide,MKN28
PHA-793887,KU812
BAY-MPS-combo-1 (paclitaxel 5 uM),NKM-1
CUDC-101,KCL-22
Omipalisib,CHP-134
Tanespimycin,SiHa
Torin 2,NCI-H1648
Vinblastine,COR-L23
IMD-0354,PA-1
Methotrexate,OCI-AML5
AR-42,MOLT-13
Vinblastine,5637
AT-7519,PANC-10-05
AR-42,SK-MEL-3
Talazoparib,A2058
Methotrexate,SU-DHL-5
Talazoparib,DEL
Tivozanib,DEL
IMD-0354,VCaP
CD532,TE-12
BAY-MPS-combo-1 (paclitaxel 5 uM),OCUB-M
PI-103,NOMO-1
TW 37,NCI-H82
Doxorubicin_1386,THP-1
Vinblastine,KMRC-1
LDN-193189,VAL
Vinblastine,RS4-11
Sepantronium bromide,HCC1954
Belinostat,AMO-1
Omipalisib,RT4
Sepantronium bromide,SAS
Tanespimycin,KMS-11
Tanespimycin,DEL
Obatoclax Mesylate,HCC1428
WYE-125132,UMC-11
CD532,SK-N-FI
Rapamycin,NCI-H1869
Ispinesib Mesylate,KP-4
Methotrexate,ME-180
Apitolisib,CCK-81
NSC319726,COR-L303
TW 37,HCT-15
AS605240,G-MEL
JQ12,NKM-1
TW 37,PA-TU-8988T
Shikonin,NCI-H64
Torin 2,ETK-1
GSK1059615,NOMO-1
Doxorubicin_1386,D-566MG
Vinblastine,LU-134-A
I-BET-151,L-1236
Vinblastine,GAK
GSK1059615,SK-N-FI
Obatoclax Mesylate,MPP-89
Omipalisib,NCI-H1781
Apitolisib,ALL-PO
Ponatinib,MZ1-PC
AZD8055,RS4-11
GSK1059615,Saos-2
Torin 2,ES8
TW 37,NB1
PIK-93,ES5
Docetaxel,SW156
Omipalisib,KU812
Amuvatinib,A3-KAW
GSK1059615,SK-MEL-5
Tanespimycin,K5
BAY-MPS-combo-1 (paclitaxel 5 uM),JEG-3
Ispinesib Mesylate,SNG-M
Sepantronium bromide,Calu-3
Obatoclax Mesylate,TE-12
GSK1059615,AM-38
Talazoparib,MOG-G-UVW
Refametinib_1014,MHH-NB-11
BAY-MPS-combo 2 (paclitaxel 1 uM),IGR-37
Methotrexate,JVM-3
NSC319726,HT-144
Etoposide,EW-16
Belinostat,U251
Vinblastine,U-87-MG
LDN-193189,A375
Doxorubicin_1386,OSC-19
Entinostat,A3-KAW
CGP-60474,EW-16
AR-42,MEL-JUSO
Rapamycin,Daudi
Doxorubicin_1386,KYSE-70
Doxorubicin_1386,SF539
BAY-MPS-combo-1 (paclitaxel 5 uM),SK-MEL-5
AZD6738,P30-OHK
IOX2,DEL
AR-42,5637
VX-11e,IGR-37
Docetaxel,CL-11
NSC319726,MDA-MB-468
Entinostat,HC-1
CUDC-101,QIMR-WIL
Omipalisib,IMR-5
GSK1059615,JURL-MK1
Sepantronium bromide,SW780
CD532,HCC202
CGP-60474,Farage
Tanespimycin,SK-LU-1
Omipalisib,Hep3B2-1-7
Sepantronium bromide,KYSE-270
Ispinesib Mesylate,CP66-MEL
Torin 2,BE2-M17
AR-42,SCC-9
GSK1059615,KELLY
Tanespimycin,COR-L23
CUDC-101,ES5
AGI-6780,A388
Ispinesib Mesylate,RT-112
Ispinesib Mesylate,OV-90
Ispinesib Mesylate,NCI-H2170
Tipifarnib,HCT-15
Dabrafenib,K5
Ispinesib Mesylate,SCC-25
ZSTK474,MEL-JUSO
Vinblastine,NCI-H2085
Tanespimycin,U031
IOX2,KYSE-220
CUDC-101,OPM-2
Doxorubicin_1386,COLO-680N
LDN-193189,HCC1395
CUDC-101,SBC-1
AZD8055,RCC-MF
GSK1059615,CAL-72
CD532,SCC-4
Doxorubicin_1386,GI-1
BAY-MPS-combo 2 (paclitaxel 1 uM),U031
Torin 2,NMC-G1
ZSTK474,MHH-PREB-1
Tanespimycin,KP-2
Obatoclax Mesylate,OSC-19
Doxorubicin_1386,GA-10
Shikonin,A101D
ZSTK474,SNU-423
Omipalisib,ZR-75-30
Bleomycin,HSC-3
IMD-0354,L-1236
CAY10603,OCI-AML2
CD532,C3A
AT-7519,HCC1954
CGP-60474,KMOE-2
CUDC-101,SW962
CD532,OCI-M1
PI-103,SW1710
Rapamycin,MDST8
AZD6738,SU-DHL-5
Shikonin,KM12
Sepantronium bromide,NCI-H647
Tanespimycin,NCI-H2023
TW 37,JM1
Docetaxel,KMOE-2
Entinostat,SLVL
Tanespimycin,YH-13
Ispinesib Mesylate,MFE-319
LDN-193189,EPLC-272H
Doxorubicin_1386,RKN
AT-7519,SU-DHL-10
AT-7519,NAMALWA
BAY-MPS-combo-1 (paclitaxel 5 uM),JIMT-1
Vinblastine,DJM-1
Tanespimycin,PCI-6A
CUDC-101,OSC-19
Pevonedistat,MDA-MB-468
Enzastaurin,MKN45
Tivozanib,NCI-H209
Omipalisib,SNU-C2B
Ispinesib Mesylate,MEL-JUSO
AT-7519,EW-13
Belinostat,TGW
Docetaxel,NCI-H1944
GSK1059615,MOLP-8
QL-XII-47_1155,AU565
Cytarabine,RT-112
ZSTK474,MOLP-8
AT-7519,COR-L23
GSK1059615,OPM-2
Sepantronium bromide,PA-TU-8988T
Torin 2,D-566MG
IOX2,KMOE-2
Torin 2,KCL-22
Pevonedistat,RPMI-6666
Torin 2,HT-3
AR-42,K5
Tanespimycin,YAPC
BAY-MPS-combo 2 (paclitaxel 1 uM),SF539
Shikonin,A375
Docetaxel,NCI-H446
NSC319726,COLO-680N
Bleomycin,HT-144
Belinostat,NCI-N87
Sepantronium bromide,ES6
TWS119,KCL-22
Vinblastine,EMC-BAC-1
GSK1059615,SW780
JW-7-24-1,HAL-01
Ispinesib Mesylate,BE-13
FH535,CP66-MEL
Tivozanib,RH-41
Etoposide,CGTH-W-1
AT-7519,PCI-6A
ZSTK474,HCC1954
Obatoclax Mesylate,SW962
CUDC-101,NCI-H211
Ispinesib Mesylate,COR-L303
Ponatinib,ETK-1
Ispinesib Mesylate,Ramos-2G6-4C10
Pevonedistat,U031
Vinblastine,MOLM-13
TW 37,EVSA-T
Vinblastine,COLO-205
TW 37,MLMA
CGP-60474,CP66-MEL
Vinblastine,SK-MEL-5
Tivozanib,DK-MG
BAY-MPS-combo 2 (paclitaxel 1 uM),RL
PI-103,DAN-G
GW441756,VAL
BAY-61-3606,ALL-PO
Shikonin,A172
Tanespimycin,A388
AR-42,DEL
Apitolisib,MOLP-8
LDN-193189,ALL-PO
Ponatinib,SK-ES-1
JW-7-24-1,OCUB-M
CUDC-101,MFM-223
Shikonin,HT-144
GSK269962A_127,D-392MG
ZSTK474,TOV-112D
Omipalisib,NCI-H1838
Pevonedistat,CAL-72
AR-42,SK-ES-1
Ispinesib Mesylate,NB7
CD532,OV-90
Torin 2,SW982
Obatoclax Mesylate,HCC-15
Apitolisib,EPLC-272H
JQ12,UMC-11
Sepantronium bromide,Hep3B2-1-7
Tanespimycin,HSC-3
Doxorubicin_1386,KYSE-410
MK-2206,SU-DHL-16
Tipifarnib,KM12
WH-4-023,TGBC24TKB
Tanespimycin,OCUM-1
Tanespimycin,SU-DHL-16
TW 37,KYSE-270
Sepantronium bromide,KYSE-410
Amuvatinib,BL-41
Rapamycin,GAK
Apitolisib,P30-OHK
Sepantronium bromide,NCI-H720
Shikonin,BHY
IOX2,P30-OHK
Apitolisib,HT-144
BAY-MPS-combo-1 (paclitaxel 5 uM),A172
Refametinib_1014,WM278
Dasatinib,OCUB-M
Cytarabine,EVSA-T
CD532,EVSA-T
Tozasertib,KS-1
GSK1059615,TC-YIK
Apitolisib,LB2241-RCC
Vinblastine,C3A
ZSTK474,NKM-1
Omipalisib,SBC-1
CAY10603,Farage
Rapamycin,U-698-M
CGP-60474,K5
Torin 2,COR-L311
TW 37,LN-18
Docetaxel,NCI-H720
BAY-MPS-combo 2 (paclitaxel 1 uM),COLO-800
PI-103,MDA-MB-453
torin2,NCI-N87
Rapamycin,K5
I-BET-151,AMO-1
I-BET-151,IST-MES1
Ispinesib Mesylate,D-247MG
Doxorubicin_1386,D-423MG
Omipalisib,PL-21
AZD8055,NCI-H1975
Docetaxel,CHP-212
AZD8055,OCI-AML5
Doxorubicin_1386,Hs-578-T
Omipalisib,D-423MG
CAY10603,KCL-22
Pevonedistat,KELLY
Omipalisib,CAL-33
TW 37,NB7
IOX2,OCI-AML3
Torin 2,SK-MEL-3
JQ12,EFM-192A
Ponatinib,HCT-116
Docetaxel,SK-MEL-28
Ispinesib Mesylate,KYSE-50
AZD6738,JURL-MK1
Belinostat,NCI-H1694
IMD-0354,SU-DHL-5
Docetaxel,PANC-08-13
Docetaxel,Ramos-2G6-4C10
NSC319726,ES5
AZD8931,CAL-33
BAY-MPS-combo-1 (paclitaxel 5 uM),SCC-9
Cytarabine,PA-1
Belinostat,Hep3B2-1-7
Shikonin,H9
Shikonin,Hs-445
QL-X-138,MHH-PREB-1
Vinblastine,SLVL
IMD-0354,Ramos-2G6-4C10
CUDC-101,23132-87
Apitolisib,HH
Tanespimycin,IGR-37
Tivozanib,MEL-JUSO
IMD-0354,EPLC-272H
Ispinesib Mesylate,ST486
JW-7-24-1,NB7
Belinostat,DMS-273
Obatoclax Mesylate,COLO-680N
Methotrexate,ES6
Ispinesib Mesylate,RH-41
Entinostat,ES8
Pevonedistat,HSC-3
Omipalisib,MOLT-13
TW 37,SCC-25
Sepantronium bromide,SISO
GSK1059615,EW-16
AR-42,D-542MG
IOX2,SK-N-SH
Tozasertib,EM-2
TW 37,JEG-3
JQ12,QIMR-WIL
Tivozanib,SNU-475
Docetaxel,KCL-22
Vinblastine,ES5
Apitolisib,KU812
CUDC-101,SU-DHL-10
Docetaxel,SK-MEL-31
Tipifarnib,JIMT-1
IOX2,HAL-01
JW-7-24-1,RL
Shikonin,COLO-205
Torin 2,NCI-H1573
Bosutinib,PC-14
BAY-61-3606,EFM-192A
ZSTK474,PL-21
WYE-125132,PE-CA-PJ15
IOX2,LB1047-RCC
AR-42,U-2-OS
IOX2,KYSE-270
Doxorubicin_1386,MDA-MB-468
GSK1059615,COR-L303
Omipalisib,NB5
CGP-60474,VCaP
AZD8055,EM-2
Doxorubicin_1386,FTC-133
Docetaxel,SCC-4
A-770041,TE-12
IOX2,KYSE-150
AZD6482_156,OVCAR-3
CGP-60474,MS-1
Sepantronium bromide,OC-314
Tipifarnib,WM278
Sepantronium bromide,IST-MES1
CUDC-101,TC-71
Obatoclax Mesylate,ALL-PO
NSC319726,SK-N-AS
Torin 2,DK-MG
CGP-60474,JVM-2
UNC0642,RL
Vinblastine,HC-1
BAY-61-3606,P30-OHK
Sepantronium bromide,SK-MEL-30
AST-1306,TE-12
GSK1059615,NCI-H1793
AST-1306,HT-3
Belinostat,ZR-75-30
BAY-61-3606,LB1047-RCC
Tanespimycin,C3A
Shikonin,NB(TU)1-10
Belinostat,ES5
Docetaxel,EM-2
AZD6738,EHEB
